N1	N2	N3	X	N4	N5	Class
3	9	7	18	4	0	-13.5177704418902
1	5	10	11	6	0	-10.9998922720577
1	3	0	2	7	14	1.81859485365136
1	1	6	20	2	8	18.2589050145526
3	7	7	15	5	6	9.75431760235675
0	8	4	19	1	13	2.84766698359609
1	7	9	18	2	0	-13.5177704418902
2	1	6	0	4	11	0
1	6	5	17	6	5	-16.3437573619525
0	7	7	8	3	10	7.91486597298705
5	1	1	16	6	8	-4.60645306664104
5	7	6	8	1	11	7.91486597298705
4	7	4	14	7	5	13.8685029797282
5	2	7	19	3	7	2.84766698359609
1	6	0	3	5	14	0.423360024179602
5	10	4	6	3	5	-1.67649298919356
2	6	8	0	1	10	0
3	4	9	12	3	11	-6.43887501600522
5	5	5	5	3	14	-4.79462137331569
0	3	9	9	4	5	3.70906636717581
3	6	2	4	4	13	-3.02720998123171
3	5	1	4	6	2	-3.02720998123171
3	7	4	1	7	0	0.841470984807897
5	7	1	5	5	3	-4.79462137331569
5	3	6	16	1	7	-4.60645306664104
3	7	0	1	2	1	0.841470984807897
4	8	1	14	1	1	13.8685029797282
5	5	9	19	6	12	2.84766698359609
4	3	4	16	6	1	-4.60645306664104
5	2	2	4	6	9	-3.02720998123171
5	9	0	17	5	6	-16.3437573619525
5	10	3	1	3	10	0.841470984807897
5	5	2	6	3	5	-1.67649298919356
0	8	0	11	4	2	-10.9998922720577
3	4	10	17	7	6	-16.3437573619525
4	7	9	20	7	9	18.2589050145526
3	3	1	4	7	3	-3.02720998123171
2	8	4	19	5	9	2.84766698359609
4	5	10	13	2	12	5.46217147874633
5	8	7	18	3	2	-13.5177704418902
5	4	4	12	1	4	-6.43887501600522
3	5	4	17	6	6	-16.3437573619525
3	10	2	4	2	11	-3.02720998123171
4	9	9	3	4	13	0.423360024179602
1	10	7	6	5	14	-1.67649298919356
0	1	4	0	7	0	0
2	8	8	13	2	11	5.46217147874633
4	7	7	1	4	0	0.841470984807897
1	4	0	1	7	13	0.841470984807897
0	4	2	9	2	14	3.70906636717581
4	4	10	14	5	0	13.8685029797282
1	9	5	12	5	5	-6.43887501600522
0	4	1	19	1	6	2.84766698359609
0	6	6	19	5	7	2.84766698359609
0	5	8	0	7	0	0
3	9	3	13	1	8	5.46217147874633
2	2	8	10	6	2	-5.4402111088937
2	3	6	11	4	14	-10.9998922720577
0	3	2	20	1	5	18.2589050145526
1	9	6	8	6	7	7.91486597298705
1	4	1	8	6	6	7.91486597298705
1	2	2	1	1	10	0.841470984807897
1	8	1	4	2	1	-3.02720998123171
2	2	2	14	7	5	13.8685029797282
4	1	8	20	1	5	18.2589050145526
4	8	10	5	5	10	-4.79462137331569
0	2	6	12	6	14	-6.43887501600522
2	10	4	3	7	14	0.423360024179602
2	8	6	20	2	1	18.2589050145526
3	7	8	1	2	3	0.841470984807897
1	6	3	16	1	9	-4.60645306664104
1	9	4	19	1	0	2.84766698359609
2	10	3	0	5	7	0
3	8	8	6	2	10	-1.67649298919356
1	7	7	5	7	5	-4.79462137331569
0	6	6	20	1	3	18.2589050145526
1	7	10	12	6	7	-6.43887501600522
4	6	6	12	6	11	-6.43887501600522
2	4	5	10	6	6	-5.4402111088937
1	6	3	5	1	10	-4.79462137331569
0	8	2	15	1	13	9.75431760235675
2	6	7	19	2	12	2.84766698359609
2	7	3	1	3	9	0.841470984807897
3	9	9	9	7	10	3.70906636717581
0	1	5	14	1	15	13.8685029797282
3	5	9	9	1	3	3.70906636717581
2	9	3	3	1	3	0.423360024179602
5	4	6	18	7	11	-13.5177704418902
5	6	10	14	3	0	13.8685029797282
5	10	2	12	3	0	-6.43887501600522
1	6	6	8	6	8	7.91486597298705
2	1	7	1	2	14	0.841470984807897
1	10	8	0	3	8	0
2	9	10	1	4	12	0.841470984807897
1	2	7	4	2	1	-3.02720998123171
0	6	9	13	7	6	5.46217147874633
2	9	2	13	2	1	5.46217147874633
1	6	8	4	6	5	-3.02720998123171
4	3	1	11	4	2	-10.9998922720577
1	5	10	6	7	1	-1.67649298919356
3	8	0	1	6	2	0.841470984807897
5	8	2	2	6	3	1.81859485365136
0	1	8	9	7	6	3.70906636717581
2	1	5	0	1	11	0
2	7	8	5	4	13	-4.79462137331569
3	4	2	14	6	7	13.8685029797282
1	9	1	19	5	2	2.84766698359609
1	3	10	20	7	6	18.2589050145526
4	3	8	16	2	8	-4.60645306664104
1	3	9	4	7	0	-3.02720998123171
3	2	5	10	4	13	-5.4402111088937
2	7	8	20	7	7	18.2589050145526
2	4	10	9	3	3	3.70906636717581
4	10	5	18	6	0	-13.5177704418902
5	8	5	18	1	0	-13.5177704418902
4	7	5	17	1	6	-16.3437573619525
5	8	0	0	4	8	0
3	4	7	20	1	14	18.2589050145526
2	8	2	20	5	4	18.2589050145526
3	3	4	16	6	4	-4.60645306664104
2	3	7	5	1	0	-4.79462137331569
5	1	8	15	6	6	9.75431760235675
2	8	8	19	5	12	2.84766698359609
3	3	10	3	4	9	0.423360024179602
1	2	5	0	4	10	0
0	4	0	10	1	14	-5.4402111088937
1	5	8	0	1	6	0
0	5	0	2	2	12	1.81859485365136
3	5	0	15	6	11	9.75431760235675
1	1	1	8	7	15	7.91486597298705
2	6	0	1	1	11	0.841470984807897
4	10	4	0	7	12	0
0	10	4	3	1	9	0.423360024179602
2	9	3	16	4	12	-4.60645306664104
3	8	7	16	1	2	-4.60645306664104
5	6	7	9	5	12	3.70906636717581
2	7	6	3	5	4	0.423360024179602
5	1	4	19	4	3	2.84766698359609
4	1	5	4	7	1	-3.02720998123171
5	7	3	16	5	11	-4.60645306664104
1	5	6	5	5	7	-4.79462137331569
2	7	1	0	2	3	0
2	5	0	7	1	4	4.59890619103152
2	9	10	17	1	3	-16.3437573619525
4	8	8	9	1	11	3.70906636717581
0	3	0	13	5	2	5.46217147874633
4	8	1	6	2	9	-1.67649298919356
0	4	3	13	1	1	5.46217147874633
5	4	3	3	7	14	0.423360024179602
2	8	9	16	2	8	-4.60645306664104
5	3	1	5	5	15	-4.79462137331569
5	8	9	0	2	10	0
3	6	2	7	1	7	4.59890619103152
1	10	8	18	5	8	-13.5177704418902
0	10	10	16	1	1	-4.60645306664104
2	2	5	1	6	15	0.841470984807897
0	1	1	6	5	7	-1.67649298919356
5	7	4	18	1	8	-13.5177704418902
2	2	3	5	4	3	-4.79462137331569
0	10	5	11	4	5	-10.9998922720577
0	5	6	18	7	15	-13.5177704418902
4	6	8	4	6	10	-3.02720998123171
3	3	3	6	5	6	-1.67649298919356
2	10	0	14	3	10	13.8685029797282
1	4	5	8	5	14	7.91486597298705
2	10	9	10	5	14	-5.4402111088937
3	4	6	10	7	3	-5.4402111088937
3	1	2	2	1	6	1.81859485365136
4	6	4	9	7	8	3.70906636717581
5	4	5	3	2	4	0.423360024179602
2	2	4	8	3	10	7.91486597298705
1	7	0	20	1	7	18.2589050145526
1	9	0	19	3	6	2.84766698359609
0	10	6	2	3	14	1.81859485365136
1	3	4	9	6	7	3.70906636717581
5	2	5	0	7	14	0
2	5	10	20	6	8	18.2589050145526
3	2	8	20	7	5	18.2589050145526
1	4	7	9	1	7	3.70906636717581
4	6	2	3	6	8	0.423360024179602
5	5	1	16	3	10	-4.60645306664104
3	2	10	20	7	4	18.2589050145526
2	2	6	18	7	9	-13.5177704418902
1	5	0	14	7	6	13.8685029797282
2	9	7	3	3	14	0.423360024179602
1	4	0	12	2	13	-6.43887501600522
2	9	10	15	4	11	9.75431760235675
1	10	10	12	3	10	-6.43887501600522
3	6	1	8	6	6	7.91486597298705
4	10	1	9	3	0	3.70906636717581
3	5	7	20	3	1	18.2589050145526
5	8	2	6	7	7	-1.67649298919356
3	8	1	8	6	7	7.91486597298705
3	4	7	3	1	6	0.423360024179602
3	1	7	1	6	2	0.841470984807897
1	4	1	18	3	6	-13.5177704418902
0	5	2	17	2	2	-16.3437573619525
1	8	3	11	1	14	-10.9998922720577
4	8	2	13	7	5	5.46217147874633
4	8	6	15	2	11	9.75431760235675
4	7	6	4	6	8	-3.02720998123171
0	7	9	5	5	7	-4.79462137331569
2	6	7	10	3	8	-5.4402111088937
2	10	10	16	5	2	-4.60645306664104
2	9	6	1	1	8	0.841470984807897
1	4	3	13	1	12	5.46217147874633
2	2	0	0	2	3	0
0	6	6	1	7	2	0.841470984807897
3	6	9	17	6	5	-16.3437573619525
5	3	9	16	7	12	-4.60645306664104
5	9	0	2	7	1	1.81859485365136
2	8	7	1	1	15	0.841470984807897
2	10	9	0	2	0	0
0	6	4	11	6	0	-10.9998922720577
4	7	3	4	6	13	-3.02720998123171
2	2	2	17	7	8	-16.3437573619525
2	8	9	19	7	8	2.84766698359609
2	2	3	18	5	14	-13.5177704418902
3	5	0	9	3	6	3.70906636717581
1	8	9	12	3	9	-6.43887501600522
4	4	4	2	7	13	1.81859485365136
4	1	7	18	7	1	-13.5177704418902
0	2	4	1	3	4	0.841470984807897
2	9	5	20	6	5	18.2589050145526
1	2	1	10	1	3	-5.4402111088937
3	4	3	9	7	10	3.70906636717581
0	9	3	16	5	7	-4.60645306664104
0	9	4	17	1	13	-16.3437573619525
0	4	8	11	1	11	-10.9998922720577
5	5	9	16	3	9	-4.60645306664104
4	7	8	5	5	2	-4.79462137331569
0	4	3	7	3	9	4.59890619103152
2	1	2	17	5	0	-16.3437573619525
1	10	10	15	5	0	9.75431760235675
4	4	4	19	4	5	2.84766698359609
1	5	8	11	1	14	-10.9998922720577
5	5	7	19	2	11	2.84766698359609
2	1	6	10	1	4	-5.4402111088937
3	1	4	14	3	13	13.8685029797282
4	1	7	8	2	11	7.91486597298705
2	1	7	4	3	1	-3.02720998123171
2	4	3	11	5	2	-10.9998922720577
2	1	5	19	4	5	2.84766698359609
3	3	3	1	3	4	0.841470984807897
3	1	1	13	3	12	5.46217147874633
1	9	6	2	7	15	1.81859485365136
2	8	5	0	6	13	0
0	3	10	14	3	8	13.8685029797282
2	10	0	12	3	8	-6.43887501600522
5	1	6	7	2	6	4.59890619103152
3	9	1	19	2	14	2.84766698359609
1	7	9	20	1	11	18.2589050145526
0	10	8	11	2	4	-10.9998922720577
3	9	7	11	4	2	-10.9998922720577
0	5	10	4	1	2	-3.02720998123171
3	5	0	4	2	14	-3.02720998123171
3	10	2	17	6	0	-16.3437573619525
1	10	10	10	7	12	-5.4402111088937
0	7	10	7	1	8	4.59890619103152
5	7	6	5	3	10	-4.79462137331569
5	4	0	10	7	12	-5.4402111088937
4	7	9	9	2	6	3.70906636717581
1	2	7	10	7	6	-5.4402111088937
3	3	9	20	3	7	18.2589050145526
0	5	8	7	2	8	4.59890619103152
0	9	10	14	7	7	13.8685029797282
0	5	8	9	7	4	3.70906636717581
3	5	4	7	7	7	4.59890619103152
1	9	5	11	6	0	-10.9998922720577
2	8	3	4	5	14	-3.02720998123171
1	10	1	13	2	12	5.46217147874633
4	3	3	11	2	8	-10.9998922720577
4	5	6	18	3	6	-13.5177704418902
3	7	6	12	5	12	-6.43887501600522
3	6	5	5	2	1	-4.79462137331569
0	5	9	5	5	1	-4.79462137331569
1	3	5	13	5	11	5.46217147874633
2	3	4	7	5	1	4.59890619103152
0	2	9	18	7	0	-13.5177704418902
2	8	1	5	5	5	-4.79462137331569
0	7	4	2	2	8	1.81859485365136
3	5	4	16	1	15	-4.60645306664104
4	3	9	17	1	2	-16.3437573619525
5	2	2	18	5	12	-13.5177704418902
3	8	9	5	3	10	-4.79462137331569
4	7	8	7	6	1	4.59890619103152
0	2	9	15	3	15	9.75431760235675
2	9	0	18	5	10	-13.5177704418902
1	8	10	12	1	4	-6.43887501600522
0	7	8	20	2	0	18.2589050145526
0	7	0	6	2	5	-1.67649298919356
1	4	1	18	1	10	-13.5177704418902
1	3	1	10	2	9	-5.4402111088937
2	7	9	19	2	9	2.84766698359609
2	6	3	3	1	5	0.423360024179602
2	1	6	6	6	4	-1.67649298919356
3	1	7	17	7	4	-16.3437573619525
5	5	9	17	2	1	-16.3437573619525
3	8	8	19	6	5	2.84766698359609
5	9	1	11	1	12	-10.9998922720577
3	4	10	10	1	11	-5.4402111088937
2	5	3	18	2	3	-13.5177704418902
3	7	1	1	3	15	0.841470984807897
3	9	4	0	2	14	0
0	1	1	6	2	8	-1.67649298919356
2	8	8	2	6	15	1.81859485365136
2	4	9	7	7	10	4.59890619103152
4	4	10	3	2	15	0.423360024179602
3	4	9	14	4	1	13.8685029797282
2	10	6	20	3	6	18.2589050145526
2	10	4	2	1	7	1.81859485365136
5	7	1	9	6	10	3.70906636717581
0	3	3	6	6	1	-1.67649298919356
4	5	1	0	4	8	0
4	8	9	4	7	9	-3.02720998123171
2	5	6	12	3	12	-6.43887501600522
5	10	10	6	3	12	-1.67649298919356
5	7	8	20	4	6	18.2589050145526
2	1	4	12	7	7	-6.43887501600522
5	1	0	2	2	12	1.81859485365136
5	2	6	2	6	14	1.81859485365136
1	10	9	11	4	13	-10.9998922720577
1	7	9	12	4	3	-6.43887501600522
2	2	4	6	1	15	-1.67649298919356
0	10	0	11	2	3	-10.9998922720577
0	5	10	13	7	3	5.46217147874633
5	1	5	14	7	2	13.8685029797282
0	10	2	15	6	4	9.75431760235675
0	10	2	6	1	11	-1.67649298919356
3	9	1	19	2	2	2.84766698359609
5	7	7	18	6	11	-13.5177704418902
0	8	1	17	1	6	-16.3437573619525
1	5	3	20	1	6	18.2589050145526
2	3	5	19	7	5	2.84766698359609
5	4	6	1	6	3	0.841470984807897
3	9	6	8	6	3	7.91486597298705
0	2	3	19	3	11	2.84766698359609
3	2	3	19	4	2	2.84766698359609
4	8	6	18	4	8	-13.5177704418902
2	8	5	2	1	13	1.81859485365136
5	4	3	6	2	5	-1.67649298919356
4	10	9	12	6	6	-6.43887501600522
3	9	4	6	5	6	-1.67649298919356
1	3	9	1	7	2	0.841470984807897
2	4	4	4	3	15	-3.02720998123171
2	9	5	8	2	4	7.91486597298705
3	7	9	7	2	15	4.59890619103152
4	9	1	12	3	9	-6.43887501600522
1	3	2	9	3	0	3.70906636717581
5	8	2	16	2	7	-4.60645306664104
0	7	9	0	1	13	0
2	7	2	16	5	0	-4.60645306664104
2	1	1	17	7	13	-16.3437573619525
0	8	8	19	2	3	2.84766698359609
0	8	3	10	3	15	-5.4402111088937
1	10	6	15	7	13	9.75431760235675
5	4	1	6	5	14	-1.67649298919356
4	7	10	14	2	12	13.8685029797282
4	9	1	4	3	8	-3.02720998123171
3	9	8	3	5	4	0.423360024179602
3	6	3	13	3	3	5.46217147874633
1	2	10	15	5	12	9.75431760235675
5	8	2	11	2	6	-10.9998922720577
4	1	8	19	7	1	2.84766698359609
3	4	7	2	3	12	1.81859485365136
0	5	4	13	1	4	5.46217147874633
3	8	10	16	5	15	-4.60645306664104
5	8	5	2	5	7	1.81859485365136
0	4	2	2	2	3	1.81859485365136
1	7	10	14	4	10	13.8685029797282
0	10	0	20	3	3	18.2589050145526
0	7	0	9	4	7	3.70906636717581
5	2	10	13	7	15	5.46217147874633
2	6	5	4	4	9	-3.02720998123171
1	8	1	20	6	9	18.2589050145526
0	3	10	14	6	2	13.8685029797282
5	5	3	15	5	2	9.75431760235675
0	3	6	14	3	14	13.8685029797282
3	1	4	13	3	12	5.46217147874633
4	3	6	20	5	13	18.2589050145526
2	1	4	4	7	2	-3.02720998123171
2	2	5	17	7	8	-16.3437573619525
0	1	2	6	5	0	-1.67649298919356
0	8	4	18	2	6	-13.5177704418902
2	2	10	0	4	14	0
2	10	8	9	2	12	3.70906636717581
1	1	3	15	5	15	9.75431760235675
0	5	0	20	3	6	18.2589050145526
4	8	2	6	4	13	-1.67649298919356
1	2	10	17	4	4	-16.3437573619525
4	9	10	4	1	3	-3.02720998123171
5	6	5	3	4	1	0.423360024179602
0	9	9	15	2	11	9.75431760235675
0	1	10	6	3	4	-1.67649298919356
3	4	1	6	6	4	-1.67649298919356
5	4	3	9	1	12	3.70906636717581
2	9	10	19	7	14	2.84766698359609
2	2	4	10	2	1	-5.4402111088937
3	3	0	9	5	8	3.70906636717581
5	10	6	16	2	8	-4.60645306664104
2	4	1	20	1	6	18.2589050145526
1	10	2	19	5	0	2.84766698359609
0	6	0	18	1	8	-13.5177704418902
4	5	3	13	1	2	5.46217147874633
4	5	2	2	6	9	1.81859485365136
3	2	2	0	3	9	0
4	8	2	5	2	14	-4.79462137331569
2	8	6	8	2	7	7.91486597298705
5	6	9	15	4	1	9.75431760235675
3	3	10	20	4	1	18.2589050145526
1	10	8	10	5	10	-5.4402111088937
0	1	2	11	5	13	-10.9998922720577
5	7	3	17	7	5	-16.3437573619525
4	5	7	14	4	10	13.8685029797282
2	6	1	17	2	13	-16.3437573619525
1	6	10	15	5	1	9.75431760235675
5	2	9	3	2	0	0.423360024179602
3	6	4	6	2	0	-1.67649298919356
2	1	2	9	6	9	3.70906636717581
1	1	3	9	6	3	3.70906636717581
3	9	10	20	2	8	18.2589050145526
0	8	7	2	4	1	1.81859485365136
5	6	6	8	7	10	7.91486597298705
2	1	2	0	5	14	0
0	7	7	5	7	10	-4.79462137331569
0	6	6	1	3	6	0.841470984807897
0	1	4	3	7	13	0.423360024179602
0	2	6	9	4	12	3.70906636717581
1	3	6	19	4	14	2.84766698359609
0	6	6	7	3	7	4.59890619103152
0	6	8	10	2	14	-5.4402111088937
5	6	4	1	5	13	0.841470984807897
1	7	3	11	7	0	-10.9998922720577
1	2	2	18	6	13	-13.5177704418902
1	6	3	14	6	7	13.8685029797282
1	8	0	16	2	0	-4.60645306664104
5	2	0	13	6	1	5.46217147874633
3	2	6	9	7	10	3.70906636717581
4	8	1	15	4	9	9.75431760235675
5	8	6	0	2	4	0
1	9	0	13	4	11	5.46217147874633
1	1	1	13	4	12	5.46217147874633
4	3	10	17	1	3	-16.3437573619525
0	9	6	18	5	14	-13.5177704418902
4	3	6	4	2	12	-3.02720998123171
0	5	4	10	1	11	-5.4402111088937
5	3	7	13	7	12	5.46217147874633
1	10	1	14	1	14	13.8685029797282
