N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	M0P0	M0P1	M1P0	M1P1	Class
2	0	0	2	0	1	0	19.5	0	0	1	0	1	0	0	0	0	0	1	0	0.5
2	1	0	1	0	0	0	364.8	0	1	0	0	1	1	0	0	1	0	0	0	4.78
0	0	0	1	0	1	0	365.4	0	0	0	0	1	1	1	0	0	0	0	1	10.81
0	0	1	0	0	1	0	351.0	0	0	0	0	0	1	2	0	0	1	1	0	5.4
0	0	0	0	0	2	0	182.1	0	0	0	1	1	1	1	0	0	0	0	0	9.62
0	1	0	1	0	0	0	149.1	0	0	1	0	0	1	0	0	0	0	1	0	2.74
1	1	0	1	0	0	0	252.3	0	0	1	0	1	1	1	1	0	1	1	0	14.5
0	0	1	1	0	1	0	291.6	0	0	1	0	1	0	0	0	0	1	0	0	11.24
2	1	0	1	0	1	0	46.2	0	1	0	0	2	0	2	0	0	0	0	0	10.05
0	0	0	1	0	0	0	444.3	0	0	0	0	1	1	1	1	1	1	0	2	8.78
0	1	0	1	0	2	0	157.8	0	0	0	0	0	1	1	0	0	0	1	1	7.69
0	0	0	1	0	0	1	225.9	0	1	1	0	0	2	2	2	1	1	1	0	1.76
0	0	0	0	0	0	0	83.4	1	0	0	0	1	0	0	0	0	0	0	0	15.11
0	1	0	0	0	1	0	310.2	0	0	1	0	0	0	0	0	0	0	0	1	6.51
0	0	0	1	0	1	1	304.8	0	1	0	0	1	1	2	0	1	2	1	0	14.89
1	2	0	2	0	2	1	61.8	0	0	1	0	2	0	0	1	0	0	0	1	8.59
0	0	0	1	0	0	0	290.7	0	0	0	0	1	0	0	0	0	0	0	1	10.18
1	0	0	1	0	0	1	189.9	1	1	0	0	1	1	0	0	0	0	0	0	8.81
0	1	0	1	0	0	0	478.2	0	0	0	0	0	0	1	1	0	1	1	1	9.73
1	1	0	1	0	0	0	449.1	0	0	2	0	0	0	0	0	1	0	0	1	7.48
1	1	0	1	0	0	0	195.3	0	0	0	1	1	1	1	0	0	1	0	2	15.36
0	0	0	1	0	1	0	397.8	0	0	0	0	0	1	1	1	2	0	0	0	3.43
1	0	0	1	0	0	0	281.1	1	0	0	0	2	0	0	0	2	0	0	0	10.4
1	0	0	0	0	1	0	94.8	0	0	1	0	0	0	0	0	0	0	0	0	5.19
0	1	0	1	1	0	0	295.5	0	0	0	0	1	0	1	0	0	1	0	0	0.81
1	0	0	1	0	1	0	462.6	1	0	0	0	0	0	0	0	1	0	0	0	14.74
0	0	0	1	0	1	0	212.1	0	0	1	0	1	1	0	0	1	0	0	0	7.39
0	1	0	1	0	0	0	143.7	0	0	0	0	1	1	1	0	0	2	0	0	3.45
0	1	0	1	1	1	1	263.4	0	0	1	0	1	1	1	1	0	1	1	0	2.38
0	0	0	1	0	0	0	9.0	0	1	0	0	2	1	0	0	2	1	1	1	15.82
0	0	0	1	0	1	0	454.5	1	0	0	0	0	0	0	1	1	0	1	0	12.07
1	1	0	1	0	0	0	282.0	0	0	0	0	1	0	2	0	0	0	0	1	13.83
0	0	0	0	0	1	0	311.7	0	0	0	0	0	0	1	0	0	1	0	0	8.87
0	0	0	0	0	0	0	43.5	0	0	0	0	0	1	0	0	0	0	0	0	12.01
1	0	0	1	1	0	0	270.9	0	0	1	0	0	2	2	1	0	0	0	0	5.86
2	0	0	2	0	0	0	205.5	0	0	0	0	0	1	2	1	0	1	0	1	4.19
2	0	1	2	0	0	1	153.9	1	0	0	0	0	1	2	0	0	0	0	0	16.05
0	1	0	2	0	0	0	59.4	0	0	0	0	0	1	0	0	0	0	0	1	8.42
1	0	0	1	0	0	0	245.1	1	1	1	0	0	1	1	0	1	0	0	1	6.16
1	2	0	1	1	0	0	332.4	0	0	1	0	0	0	2	1	1	1	0	1	5.54
1	0	0	1	0	0	0	52.2	0	0	0	0	0	0	2	1	1	0	0	0	2.44
0	0	0	1	0	1	0	99.6	1	0	0	0	1	1	1	2	0	1	0	0	12.88
0	0	0	1	0	0	0	251.7	0	0	0	0	0	1	1	0	0	1	0	0	15.77
0	1	0	1	0	0	0	419.7	0	0	1	0	0	0	1	0	0	1	0	0	4.04
2	1	0	0	0	0	1	143.1	0	0	1	0	0	1	2	0	1	2	0	1	15.25
0	0	0	1	0	0	0	408.9	1	0	2	0	0	0	0	1	0	1	0	1	1.09
0	0	0	2	0	1	0	363.6	0	0	1	0	0	1	2	1	0	0	1	0	6.99
0	0	0	1	1	0	0	224.4	0	0	0	0	1	0	1	0	1	1	0	0	12.35
1	1	0	0	1	0	0	91.8	1	0	0	0	1	1	1	1	0	0	0	0	1.49
2	0	0	1	1	0	1	245.4	0	0	0	0	1	1	1	0	0	1	0	0	7.18
2	0	0	0	0	0	0	443.1	1	0	0	0	1	1	2	0	0	0	0	0	0.83
1	1	0	1	0	0	0	103.5	0	0	1	0	2	0	0	1	0	1	1	1	5.23
0	0	0	0	0	1	0	152.4	0	0	0	1	0	0	1	0	0	0	0	0	0.85
0	0	0	0	0	2	0	380.4	0	0	0	0	1	2	1	0	1	1	1	1	3.13
0	0	0	1	0	0	0	117.3	1	0	0	0	0	0	1	2	0	0	0	1	9.34
1	0	0	1	0	0	0	188.1	0	0	0	0	0	0	2	1	1	0	0	0	7.54
0	1	0	1	1	0	0	405.9	0	1	1	0	0	1	1	0	1	0	0	1	15.79
0	0	0	1	0	0	0	116.1	1	0	0	0	0	1	1	2	0	1	1	1	10.15
0	0	0	2	0	1	0	450.9	0	0	1	0	0	1	1	0	1	0	1	0	4.98
0	0	0	1	1	0	0	108.3	0	0	0	0	1	0	0	0	1	0	1	0	1.98
0	0	0	0	1	0	0	374.1	0	0	1	0	1	0	0	1	1	1	1	0	1.87
1	0	0	1	1	1	0	118.8	0	0	0	0	1	0	1	0	0	0	0	1	3.37
1	0	0	1	1	0	0	212.4	0	0	0	0	1	1	1	0	1	0	1	0	13.62
0	0	0	1	0	0	1	18.3	0	0	0	0	0	0	1	0	1	1	1	0	0.99
0	0	0	1	0	0	0	32.4	0	0	0	0	0	0	2	0	1	1	0	0	7.91
0	1	0	2	0	1	0	289.5	0	0	0	0	1	2	1	1	1	0	1	1	5.46
2	0	0	1	0	1	0	29.1	0	0	1	1	0	0	1	2	1	1	1	1	13.47
1	2	0	0	0	1	0	453.0	0	0	0	0	0	1	0	0	0	0	1	0	6.1
1	1	0	0	0	1	0	37.2	0	0	0	0	1	0	0	0	1	0	1	2	12.39
0	2	0	1	0	0	0	236.4	0	1	0	0	0	1	2	1	1	1	2	1	7.74
0	0	0	0	0	0	0	84.3	0	1	0	0	1	0	2	0	0	0	0	0	8.65
1	1	0	1	0	0	0	473.4	0	0	0	0	1	0	1	0	0	1	1	1	15.27
0	0	0	1	0	1	1	366.6	0	0	0	1	1	1	1	0	1	1	1	0	13.09
0	1	0	2	0	1	1	477.9	1	0	0	0	1	1	1	2	0	0	0	0	13.96
2	0	0	1	0	0	0	159.3	0	0	0	0	1	1	1	0	0	0	1	1	7.04
0	1	0	1	0	0	0	155.4	1	0	0	0	1	0	0	0	0	0	1	0	0.71
0	0	0	0	0	0	0	321.9	0	0	1	0	1	0	0	1	1	1	0	0	2.32
1	0	0	2	0	0	1	170.4	1	0	0	1	1	0	0	0	0	0	1	0	6.11
0	0	0	1	0	0	0	93.9	0	0	0	0	1	1	1	1	1	1	0	0	1.03
0	0	0	0	0	1	0	160.2	0	0	0	0	0	2	1	0	0	0	1	2	7.73
0	0	0	2	0	0	0	111.6	0	1	0	0	1	0	1	0	0	0	0	1	12.54
0	1	0	2	0	0	0	347.1	0	0	1	0	0	0	0	0	1	0	2	1	6.34
0	0	0	0	0	2	0	194.1	0	0	0	0	0	1	1	0	2	0	0	0	4.06
0	1	0	2	1	1	0	109.8	0	0	1	0	1	1	1	0	1	0	1	1	13.12
2	0	0	1	0	1	0	48.6	1	0	0	0	0	0	0	0	0	0	0	0	2.85
2	1	0	0	0	1	0	336.3	0	1	0	0	0	1	1	1	1	1	0	1	5.68
0	0	0	1	0	1	0	244.5	0	0	0	0	1	0	0	0	0	0	0	2	3.98
1	0	0	0	0	0	1	465.0	1	0	0	0	1	0	0	0	0	0	1	1	2.35
1	0	0	0	0	0	0	400.8	0	0	0	0	1	0	1	1	0	0	1	0	15.71
1	1	0	1	0	1	0	144.9	0	0	0	0	0	0	1	0	1	0	2	2	12.16
0	0	0	1	0	1	1	35.1	0	1	0	0	0	1	2	1	1	1	1	1	11.88
0	0	0	1	0	2	0	256.5	0	0	0	0	1	0	2	2	0	0	0	0	16.31
1	0	0	1	0	0	1	192.3	0	0	0	0	0	0	2	0	0	0	0	0	16.12
0	1	0	2	0	0	0	334.5	0	0	0	0	0	1	1	1	0	0	0	1	13.33
2	1	0	0	0	1	0	308.7	1	0	1	0	1	2	2	1	1	0	0	1	4.21
1	2	0	1	0	1	0	362.7	0	0	0	0	1	0	0	1	0	0	0	1	10.73
0	0	0	0	0	1	0	194.4	1	0	0	0	1	0	0	0	0	0	0	0	8.77
0	2	0	1	0	1	1	117.0	0	0	0	0	0	0	0	0	0	0	1	1	10.55
1	1	0	1	0	1	0	195.9	0	2	0	1	1	1	0	1	1	0	1	1	7.35
0	0	0	1	0	1	0	121.5	1	1	0	0	1	0	1	1	0	1	0	0	6.17
2	0	0	0	0	2	0	86.4	0	0	0	0	0	1	1	0	0	0	0	1	2.94
2	0	0	1	1	2	1	477.0	0	0	0	0	1	0	1	0	1	0	0	0	10.38
1	1	0	1	1	0	0	13.8	0	0	1	0	0	1	1	1	0	0	2	1	3.57
0	1	0	2	0	0	1	411.0	0	2	0	0	1	1	1	0	0	0	0	0	1.54
0	1	0	2	0	0	0	249.3	0	0	1	0	2	0	1	1	0	1	1	0	6.39
1	1	0	0	0	1	0	318.0	0	0	0	0	1	1	1	0	0	1	0	0	4.17
1	0	0	1	0	0	0	367.5	0	0	0	0	1	2	0	0	1	0	1	2	3.22
1	0	0	2	0	1	0	387.6	0	0	0	1	1	0	1	0	1	0	0	0	10.03
0	0	0	1	0	0	0	472.2	1	0	0	0	0	0	2	0	0	0	1	1	15.53
1	0	0	1	0	0	1	415.8	0	2	2	0	2	1	1	0	1	1	0	0	7.97
1	0	0	1	0	1	0	337.2	1	0	1	0	0	1	0	0	0	0	0	0	12.75
0	0	0	1	0	0	0	342.0	0	0	0	0	1	0	1	1	0	1	1	0	11.68
0	0	0	2	0	0	0	114.0	0	2	0	0	1	1	1	0	0	1	0	0	4.82
0	1	0	1	0	0	0	137.7	0	0	0	0	0	1	0	1	0	0	1	0	16.26
1	0	1	0	0	0	0	193.8	0	0	0	0	0	1	0	0	0	0	0	0	0.98
2	0	0	2	2	1	0	246.3	2	0	0	0	1	1	0	2	0	0	0	0	7.58
0	0	1	1	0	0	0	90.3	1	0	0	0	2	1	2	0	0	0	0	2	16.18
2	0	0	0	0	0	0	262.2	0	0	0	0	1	1	1	0	0	1	1	0	3.35
2	0	0	0	0	0	1	320.4	0	0	0	0	2	0	0	1	0	2	0	0	7.7
0	1	0	0	0	0	1	42.3	0	0	1	0	2	0	2	1	0	0	0	0	14.58
2	0	1	0	0	0	0	440.7	0	1	0	0	1	0	0	0	0	1	1	0	14.77
0	1	0	1	0	0	0	114.3	0	0	0	0	0	0	0	1	0	1	0	1	13.68
1	0	0	1	0	0	0	288.6	0	0	1	0	1	0	1	0	1	1	0	0	14.86
0	1	0	1	0	1	0	229.2	0	0	0	2	0	0	0	0	0	0	0	0	2.49
0	0	0	0	0	0	0	406.2	0	0	0	0	1	0	0	0	0	1	0	1	12.52
