N0	N1	N2	X	N3	N4	N5	N6	N7	N8	N9	N10	N11	Class
0.902315553	17.22630995	0.736955731	77.20531912	44.46780546	4.703612709	3.894868718	4.476316193	0.137608737	2.509841269	3.733105014	2.003799294	2.624524525	75.05986299
0.93778799	32.70674254	1.937130963	24.06078842	12.0378496	3.067031104	5.957480479	4.024740328	3.965766289	4.72430031	1.839495436	0.833283772	2.806771594	-21.12865466
0.645725106	38.62272966	0.753722767	95.86578032	101.7268431	4.127314576	2.723192958	2.134669629	4.523902288	0.896242256	4.969761176	3.662402978	0.739459258	95.75899348
0.438958964	28.00506441	1.64242677	87.70909972	170.2682168	4.477902323	3.911242284	4.321511371	3.77195218	0.224765257	2.956240798	3.707460218	2.99144039	-22.16619179
0.381632179	36.2429683	2.24305396	14.20054636	5.773519932	0.579708954	8.265057467	2.26811894	0.085776289	4.889679579	2.387013151	3.062149755	4.324749722	14.17203446
0.028667833	44.66997289	0.927678846	18.94840938	141.8639324	0.902133266	5.175819436	2.18251047	3.099534874	0.113373891	3.975819203	4.29012211	3.735647016	1.870066677
0.007372093	27.96501618	1.696665123	24.08989434	68.82999342	1.396693555	7.25897395	2.399207509	4.274824211	2.104482772	2.448162676	1.047755545	2.676768554	-20.80985968
0.690548411	19.19851046	3.737754264	75.48974505	48.14209461	4.433125106	0.743876435	1.624193265	2.670872895	2.824796909	0.001490987	0.083712909	4.176278253	6.899283509
0.598425898	32.75951899	3.148372472	40.80506927	54.52183013	2.920398705	1.493759951	4.168073932	0.774826828	1.066089066	0.654864761	0.487023892	4.605035621	1.453790326
0.723577659	33.90011561	2.730853873	11.49821247	124.4606976	4.196715379	9.021833098	0.3894227	2.022282203	2.486030618	3.592612866	1.43727862	1.639040151	-10.0760526
0.326582221	7.582162141	2.469604315	39.20530652	54.16889877	2.146051156	1.3331212	0.053173944	2.111159057	2.876460446	1.239497038	4.96457958	0.00014041	39.12352577
0.318651276	10.18993763	0.974773955	43.04869082	42.08231685	4.029415588	3.53804527	3.188790905	2.82688264	2.742944257	2.317960337	1.328712672	1.203795054	-34.60127683
0.731026864	43.03796431	1.595969911	25.19019498	179.4329739	0.670573983	2.133939262	3.104483756	4.268518966	0.586327204	3.989419722	2.364970902	1.035558115	1.446475121
0.013104569	1.505319092	4.844308815	11.59270943	168.0659792	3.851312322	3.666032773	3.944277324	2.05224855	3.151992205	4.12217894	1.946566208	1.195706994	-9.586589263
0.490429525	10.35652646	2.835624688	92.60279473	1.573982994	4.141483602	0.997712749	1.282022065	3.220323808	4.916531108	0.380137936	1.102086166	4.967408765	-92.34807147
0.536853839	15.56047468	1.295513655	44.87023368	135.0058155	4.245546651	8.355692764	2.92531776	4.945635102	3.574374581	3.971548384	4.951281609	3.099272244	34.80904032
0.845748331	22.02923838	1.672896143	27.83131606	95.69027228	4.048199957	8.64209263	0.929781631	4.122202798	1.661817238	4.884164593	4.743023239	0.235333819	11.93039196
0.984759277	37.01694198	4.092656612	80.3963987	52.11184646	3.606116989	3.89961345	2.094871783	0.640187214	1.614844408	4.83844838	1.289141775	1.158602985	-77.13554951
0.699399944	6.172307974	2.110132484	42.13158619	1.048237574	0.811294406	1.493989486	2.501633203	3.971948454	3.446111221	4.830281051	0.539171826	4.024591431	-40.49178386
0.200171608	13.73658306	3.457273929	24.59144189	79.46748114	3.001864135	4.74593416	4.287581578	0.258212447	2.692208554	0.221767308	4.840162795	4.018054518	-12.67074077
0.513873846	25.57882034	1.668961979	57.84041415	199.9251625	2.095139021	6.577278493	2.675982433	4.437571677	2.427049214	2.233727437	4.12389297	1.161074583	55.6030057
0.676739624	4.620440918	4.467919354	15.08766213	116.0576066	2.388813283	8.933150422	3.394672733	0.148867278	1.884393503	2.467920101	0.112053769	4.881058934	8.770159663
0.839276675	37.99111799	2.910792841	67.82900831	155.2385358	3.384239837	7.364610029	0.629336013	1.891137556	1.728523248	0.117551347	2.241826869	3.230336036	-65.09735402
0.120520164	48.40704205	1.225815188	53.26541561	158.3339532	3.12470097	9.487056629	1.313659185	1.610547866	4.005225348	2.714061054	0.362917829	1.019024283	7.520340978
0.257112524	44.54889313	3.050542444	18.36330398	116.9181984	1.842916326	4.183667512	4.931317454	2.022166013	1.919638113	0.642706933	1.762592593	3.058370583	-8.581457638
0.739540458	28.3938498	3.629065378	80.30596547	125.7488398	4.894870195	0.494650637	4.625946919	3.055611893	4.825018281	3.861131523	2.756007921	0.971378178	-78.77848556
0.47564616	48.35195903	1.250692154	20.61127968	191.3343243	3.790788218	6.412024675	2.363302859	0.140212375	4.483567796	3.751704428	4.402625822	0.386795924	20.2367451
0.725512582	48.39406564	2.168931984	80.6091814	15.09294268	1.395162897	8.079800404	0.367737072	0.295806151	0.680135395	4.692732484	1.075352878	4.551537186	-70.79645247
0.096956509	48.37522415	2.537175544	56.06269512	130.0661338	0.463614589	0.421954769	3.87539066	1.756058538	2.83995416	4.818552389	2.756021535	0.782735231	-26.1851253
0.727522515	49.74069055	1.631323636	63.69737242	86.63560242	1.18998397	2.95692995	2.04477406	2.117157061	0.271341927	1.558813448	1.071991133	1.110272989	48.50121956
0.607645005	15.55628033	1.334372064	73.33043006	92.32550628	1.525700913	8.107763841	3.684499206	1.214016505	0.230082353	0.699923736	0.012977292	0.695225642	-64.45878083
0.100497661	0.076985839	0.478918022	8.413710359	137.844347	4.137462118	0.219437934	4.925267178	2.816527341	2.70592465	0.981354498	1.983569194	1.569309142	7.129771236
0.170592203	18.46542509	3.194250913	85.20780747	154.2502061	4.279605649	7.487035003	0.144445537	2.809358844	1.494728114	0.112536664	3.252132738	3.240388377	-31.98523613
0.976747219	13.60458542	1.77602603	90.19389064	10.85215647	4.992615009	4.222969547	3.978843246	2.850908036	0.430048797	1.499194877	0.185774716	2.267723599	71.33534124
0.062781962	28.71156258	2.765749333	4.789632363	11.50324468	4.829067325	3.672404802	0.085229956	3.787512335	2.154462159	0.884006084	2.375723562	4.107495733	-4.775350699
0.853374671	2.091509823	4.491790036	18.88682764	198.6462214	3.582262516	8.924376829	3.840654573	3.516798805	0.448773382	2.082156737	4.843452407	2.09928458	0.703781615
0.630725789	36.53400908	4.162816817	62.27130697	161.5646919	2.832926503	6.337910631	1.793976451	3.414509621	2.335359993	1.602328503	1.238297268	4.710547108	-33.10646606
0.953984946	40.2317478	2.311419932	10.78199549	12.00808389	0.900537614	5.181577491	1.807337738	3.043758783	0.083805978	4.36274726	0.924144561	0.764343268	-10.53701365
0.888221403	45.80939376	2.838351831	58.84635287	36.14950936	2.443717312	6.654853638	1.072508575	3.562253542	4.932223503	4.868993317	3.313762118	4.244694468	43.97267664
0.247034494	44.86700225	0.853487754	73.30761065	171.2212856	0.051264829	6.488149686	0.340824116	3.166354974	2.073318878	4.983449963	4.536576739	1.473674161	-63.62442592
0.37487165	33.95605387	4.21282167	57.11503726	7.849777285	1.650504959	5.890350236	4.467231404	1.750868074	3.829884739	1.877180862	3.812742997	4.316225563	30.64632831
0.028697266	3.893356255	4.436147659	28.18444753	75.69738046	1.536736121	5.908018005	4.524529737	2.565580331	2.636083217	4.743009251	1.483890211	4.873369155	2.52998722
0.470745937	0.013760386	4.941079456	66.82618761	132.3133299	2.01185714	6.581063598	3.673408612	1.066686578	2.463470212	3.482056024	4.891613039	0.530567114	-50.3259451
0.891029338	48.37927003	3.602583888	24.03804631	38.66974916	3.13716901	1.204104637	4.851141055	3.852547694	0.805503212	4.713830846	4.243504055	3.304623126	-21.36473831
0.514006392	31.76823146	0.262484205	27.05824373	11.85098113	0.248004904	0.684851051	1.546799511	2.097145126	0.791632032	4.628243598	3.691321759	4.192873651	25.37382962
0.377696383	48.35659771	3.025407474	89.26366322	85.02077442	0.32328665	6.509206213	2.805147126	1.242011991	3.120919377	0.639807781	1.510475152	0.805432308	85.98846392
0.53030662	34.59103479	0.43248289	66.01813397	192.5479172	3.567882597	9.489621927	4.248084021	3.383256424	0.491216711	3.711199045	1.280452446	2.687427677	-2.949252965
0.857928301	20.62895945	1.017697642	19.09641675	31.52449795	2.512942162	9.773536252	3.628427609	1.314463747	1.736733517	3.108786392	2.381589105	0.28608096	4.666422686
0.896957693	9.028890289	3.485579905	17.65598047	129.3193516	0.23664992	7.387691379	2.730536308	2.510401705	2.531408398	3.572084112	4.879394543	1.048735587	-16.4146217
0.046636493	37.5048972	1.517992933	32.54896154	137.0853768	1.232404502	1.885283477	1.984135767	4.929112591	2.74540595	1.55623863	0.318855811	0.740876658	29.47968999
0.083350302	45.88688952	1.644327679	20.51664016	56.59398756	2.186362317	5.10898605	2.29085986	4.599887206	2.37015425	1.109826431	0.701095663	0.753892723	20.42160502
0.647305699	3.09843062	3.561616828	0.057587659	56.27936632	0.991295924	2.454991443	0.180215571	3.946155131	2.173291735	1.144159328	2.339360584	1.038476107	0.003314506
0.431164694	5.240853844	3.750893494	50.25050089	116.4470623	1.553246487	1.974381561	4.132332431	0.631582404	1.12194142	3.943347517	1.731696108	0.123777875	-0.752803078
0.943230848	43.67333978	0.111006125	53.87742461	78.0077404	4.600727008	5.98955084	4.163826582	4.013923315	0.389716799	2.009817417	0.889064752	4.926564874	-24.4171337
0.477068474	46.25679429	4.004362319	43.01666602	174.1739625	2.804864459	7.154958998	2.82369142	4.532416743	1.113815133	4.396536222	4.979707428	2.140202722	-35.37725579
0.828617795	36.30539151	0.670905469	83.17308123	73.55825675	2.894953248	5.143047144	2.370588199	2.338227077	4.663171731	3.404306293	2.16602667	1.672331697	82.91285943
0.59235535	38.71598808	2.971007275	54.57010042	172.1823933	3.02587678	6.686028722	4.589432405	1.314836448	2.34100675	3.136216214	1.239962255	1.40546223	-50.09573624
0.028309107	4.842377849	4.925811452	96.96134421	11.56590764	2.01255193	6.05458335	3.476051171	4.572009954	1.45599807	1.081032191	0.86855067	2.953061437	40.24647834
0.722515955	5.632396261	1.171991751	82.76091679	60.02899423	2.390704912	3.051212877	3.915589594	1.522906581	2.881033218	3.040100175	0.765180762	4.483706031	72.972428
0.999229439	16.85972204	0.1310418	83.63193453	189.6366381	0.13921317	4.830393391	4.512745319	4.889000163	4.320113516	4.128676572	1.886464725	4.045593102	77.67441729
0.097223204	7.974034519	0.519345607	19.92043155	55.85070285	2.86186883	9.940865482	1.042559508	1.463172787	2.9908942	4.685332639	4.390592913	2.930876656	17.48258068
0.188235581	47.63063222	1.223817181	82.24017639	92.11071802	4.085489015	6.947431351	4.486623174	3.235112748	4.748306544	2.00814633	2.645680982	1.684885742	43.59892793
0.927129013	21.91762945	2.943557075	64.52084106	22.69256221	1.029003676	1.042073044	0.733807868	0.902853102	1.63084239	2.869962309	2.120476323	2.020301338	64.07071097
0.113653223	14.06455185	4.66289648	9.189913825	28.08970699	2.732336894	1.69554617	4.916452706	2.200448174	1.359317517	2.665427748	3.211751611	0.725358946	2.138592689
0.039963692	19.28290539	1.253883347	12.46764246	180.1080401	1.565942659	0.103321258	1.248476257	3.191473471	1.16745136	2.05645102	3.833474332	4.526718983	-1.22890861
0.74018735	18.52760104	3.547786509	16.38261683	83.66834078	0.90836352	8.837709206	1.501341677	1.63126349	1.357969954	1.698598401	3.171462139	4.083695559	-10.23302171
0.001998469	20.31528777	3.865967878	88.65610655	83.652498	0.062200098	6.272773992	2.987129437	3.746249445	1.914778974	1.247327474	0.58412278	4.322020534	56.53624466
0.665929501	38.40219486	3.208272356	41.94749474	108.8064414	4.108070705	4.989445121	1.038820983	4.901655779	2.883377001	4.973303539	4.810655759	2.821384213	-37.51225263
0.31961676	37.0682441	0.558210997	46.24736353	43.83762217	0.521553439	7.600102976	3.307826257	3.751406222	3.645167247	3.483235299	1.304137733	2.651566532	35.54206757
0.592285661	36.54832624	2.775043814	35.57786479	68.63970145	2.046895897	6.118673482	2.637176247	3.636604074	2.094779162	2.73406111	1.010552804	3.779248881	-30.32261728
0.663575486	18.3479678	1.079774467	1.18597641	59.40185131	0.117416395	6.632040946	1.571936489	0.490974704	0.887940205	1.847215907	4.996379182	2.174906878	1.099241269
0.393091633	32.32646997	0.194170174	28.56078159	151.9178538	2.114143492	1.859365707	3.620865528	2.985613899	3.79037667	4.645420151	3.715739517	0.199162449	-8.06974784
0.056811339	15.71786209	0.482719671	17.04036203	52.20295056	0.108289826	1.057193116	3.798212569	1.574166435	4.807756392	1.769259	1.116089011	0.267992254	-16.5584202
0.397667651	26.70040579	1.743753313	29.08368448	149.4897889	0.964549706	1.342322611	2.032481012	1.922943713	0.252750431	2.179935181	1.331162708	0.400827235	-21.05191273
0.931245039	43.83991341	1.708168209	3.886359223	169.2926157	2.429341621	9.533929285	1.23292962	4.68297136	1.418043602	0.307220281	0.260718054	3.117870155	-2.634175058
0.029986869	14.5083717	4.104018604	43.29520271	147.5556949	3.600602182	0.328630408	3.072787017	4.456361875	1.954011115	1.020407021	3.594655864	2.261697049	-27.46187002
0.380098073	30.21298829	2.942164584	39.84392768	78.97130995	3.093750502	8.800160675	0.198797765	0.116126709	1.136295051	3.35915818	3.356381302	2.325467997	33.45794699
0.409802894	1.295536836	0.612114333	26.92018226	95.46137723	2.895979812	9.94990078	4.986029323	1.725624065	0.226257427	0.758510648	3.56708795	1.6301486	26.2909009
0.706802782	40.25973227	4.573340905	7.015147571	110.6377548	4.203171965	6.83753886	3.449495678	0.72002235	4.38881319	4.516757464	4.785608208	3.590720362	4.688437639
0.86352957	19.3731041	4.792640738	50.7541259	70.03052799	2.631531497	9.092533948	1.840428361	1.986178921	4.105158703	2.568530266	2.194878419	1.828188586	23.82543431
0.198527278	0.336734079	0.803282461	83.54043202	104.2243611	1.864833892	6.160247493	4.730554235	0.724413279	2.336493494	1.491748293	1.091694265	0.520815759	80.09434302
0.357586399	0.709111351	4.417525191	90.30701124	152.1500076	2.497022941	2.421579938	2.18244642	3.070165584	0.847720489	4.517570396	3.637237266	4.620682313	64.73040079
0.711197372	1.739490261	0.31998681	78.61216053	125.1093117	2.641482329	8.961203487	1.603325475	1.972148356	3.761474942	4.16629769	3.540605362	4.651957827	-5.682173422
0.911682939	32.88597225	1.201993502	84.40678195	42.01234459	3.535396726	4.849965025	2.246118761	4.914520471	2.361236956	3.941549196	2.742665888	3.252862755	34.12615126
0.663556565	6.516814759	3.539878933	4.612063468	8.185351093	4.777510075	9.383039698	4.181401954	2.580866611	0.464429341	1.921871395	1.993172407	1.10073426	-4.58887224
0.148401369	13.18990929	3.054015289	93.72277111	35.23858041	4.742173761	8.367762984	4.349876475	4.167313999	2.767588792	2.018298316	2.477455141	3.00945655	-46.97576102
0.953425689	21.43800024	2.824592561	33.65763154	40.58009484	2.869272108	6.059108931	0.535546854	2.272426198	4.498973935	2.805260657	4.490913989	3.216877787	26.36257773
0.084087469	26.56206833	4.819874912	40.60721393	92.0241423	2.013507189	3.267452927	0.927184259	0.524569824	0.544604008	3.956651283	1.195914188	3.568265583	9.395485053
0.007769402	41.66728447	4.63048501	78.6071244	194.0025257	0.604409555	0.484496241	4.397391901	1.470333207	3.36320621	1.69283087	4.086188274	2.530150773	-5.286899114
0.586797662	23.05082398	0.671090542	15.35986649	138.636679	2.9867815	1.879594549	3.559071632	3.232113458	1.649558923	4.399148678	1.095900914	2.751183933	5.239394078
0.303203643	9.088010782	1.714921999	7.625377757	92.40004126	1.315773656	9.87642872	4.446487347	2.841500081	1.203326703	2.676570588	4.353312234	3.663474709	7.426993876
0.616374282	31.86135065	4.804375519	30.44541374	22.15866525	0.887698462	7.285150539	2.930164407	4.143083807	1.90447773	2.034613358	4.18909908	3.263714798	-25.12280907
0.558090794	46.6589686	4.483856628	11.59433813	114.9075614	1.927676667	8.821961004	4.028348554	1.933545989	3.815020537	0.418108225	4.161009775	3.223091013	-9.57730555
0.534579782	16.20985691	1.597511225	1.419788418	36.17077101	3.164788296	3.550912915	0.383132314	0.654351528	0.442577853	4.513359413	4.51136121	0.231622495	1.403631163
0.171931575	41.61922986	3.119961817	7.232120802	197.8352564	1.436030835	8.799429802	3.391157647	2.219114078	1.44005483	4.210296739	0.680859542	4.733500331	5.878237696
0.043467405	0.455451031	1.307220807	99.6977475	95.3441951	1.732495562	1.860135527	1.787284134	4.795454577	0.838572794	0.963765598	3.547686553	4.982613164	-73.78619385
0.13127369	14.19314727	1.03105799	5.974662602	113.1474428	1.717695316	7.322643663	2.27967102	4.394482777	1.881477927	1.445152597	1.624897926	2.818947897	-1.814214825
0.763974732	26.74218181	2.982559182	7.469091974	85.29445773	1.725744255	2.497028277	1.418350065	3.654861817	0.650820135	2.358724815	2.141530136	1.854134866	6.922652205
0.733803878	36.45710425	1.758983159	72.92349658	177.7083276	2.152206851	5.314316173	3.104495008	4.284909432	2.334689813	1.154233867	4.369406433	0.787581643	-45.10508501
0.070500193	40.9385129	0.756119607	33.00433322	149.7233338	3.887480824	4.846998814	4.317711809	0.493668587	0.319245785	1.903571615	1.391192886	0.409472271	32.99921562
0.577616432	15.50983124	2.981191942	22.49917618	180.7943649	4.954987354	0.40267041	0.533502369	4.487461892	3.675404557	4.443752844	3.095703766	4.439192607	-10.94483461
0.538896567	7.453123376	3.452504833	69.10420178	188.4681421	0.817490696	6.855764237	4.192724758	4.311484525	0.431512424	4.409338353	3.616243292	4.589694784	-0.748840124
0.844095297	40.29293803	1.414188853	81.14094446	170.7419471	3.224669777	9.90172077	1.316321702	4.331145646	2.5426017	0.292185396	4.28240481	4.434225186	-41.74980473
0.112298668	31.96999902	3.807490715	16.26048635	151.5634189	3.83232964	6.64831369	1.205205551	2.265174344	1.135802286	3.838871645	3.517873745	1.414841951	-8.534097551
0.732715286	28.59130581	2.943929765	87.28176765	10.39907179	0.730569301	0.766490199	2.553202811	1.543109946	4.320604591	0.712302802	4.03493148	1.963914583	-55.07378617
0.323678643	37.52488657	3.534409986	67.9284513	61.36712338	4.592015863	9.591739578	2.804943537	4.861513272	1.279437226	4.797391346	0.956964002	0.855635373	-62.97613553
0.008880022	48.35603315	4.803978363	49.88587816	156.1340072	0.855555952	3.578724007	2.072033427	2.924191302	2.117642829	2.753990662	3.814778161	2.513539484	-18.48536024
0.12336201	0.836988605	3.289564332	84.39051775	126.4625397	0.72352791	1.192829079	4.886358013	1.805808576	0.000232051	3.501966235	0.383062056	2.845890696	35.37036931
0.03310113	5.661535129	2.822684053	46.85565786	76.4837758	4.945994239	7.989800069	4.893324068	1.844070414	0.102543352	1.786245052	3.970361384	3.034561586	12.41801514
0.574738937	37.79948815	1.538142092	79.29991148	146.6172383	4.70731233	1.879476976	0.89862664	0.559955587	3.334213631	1.859000049	2.386539604	2.251626779	-54.63687795
0.04494027	47.36546953	2.742294383	66.95648506	161.9166159	3.255323168	3.065549429	1.128151835	3.219812643	3.44125321	4.934328765	1.364453292	0.73651385	-55.72028371
0.537771427	21.35079052	2.894497668	38.40941272	103.4082414	2.431344005	9.404826276	4.889437639	4.121957455	2.021730983	3.47203605	4.824783987	4.704245021	25.0453151
0.907817038	7.678822226	4.175667934	41.48855001	140.210245	0.863492898	6.496695018	0.398181491	0.890720837	1.098311112	0.119277067	0.223547038	0.858220013	-25.03708897
0.435383288	20.81033212	3.310516264	8.794159183	74.51361686	4.571039655	1.857632341	4.921559284	1.631962099	4.085651389	0.295160441	2.89594553	2.179269691	5.185428779
0.466715325	31.84128324	3.441540525	62.8485575	101.6999857	4.166701778	4.946967164	0.711535542	3.874474002	3.076517647	4.411171412	3.32117008	4.157177244	1.049800094
0.372441677	39.52236271	2.996017781	2.623510572	129.615124	2.288748275	8.96688184	0.145935473	4.619537267	0.086907986	1.900506575	2.369125821	4.908692534	1.299201311
0.556257994	34.49725916	2.055688327	40.88880656	151.0042732	4.533328278	2.988869482	4.69605588	1.240781142	1.41347612	4.875822705	3.689453212	1.159492331	-1.96607765
0.639058461	24.80810897	1.403633234	15.78524835	123.1320705	4.189387169	3.490844862	1.90329589	0.616713975	4.533086296	4.50879965	0.777580728	4.904750188	-1.218750053
