N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	M0P0	M0P1	M1P0	M1P1	Class
2	0	0	0	0	1	0	365.7	1	0	1	0	1	1	0	0	0	0	1	1	99.3737145107
0	1	0	0	0	1	1	337.8	0	0	0	1	0	2	1	0	0	0	1	1	62.9603402022
1	0	0	1	1	0	0	102.3	1	0	0	0	2	0	1	1	0	0	0	0	48.1727347565
2	1	0	0	1	0	0	307.8	0	0	0	1	0	2	0	1	0	0	1	0	66.4664219496
2	1	0	1	0	1	0	219.0	0	0	0	0	1	0	2	1	0	0	1	0	15.4064574417
0	0	0	1	0	0	0	16.5	0	0	0	0	0	1	1	0	0	0	0	0	47.790060951
0	0	0	2	1	0	0	135.9	0	0	0	1	1	1	0	0	0	1	1	1	19.2490884898
0	0	0	0	0	0	0	84.3	0	1	0	0	1	0	2	0	0	0	0	0	16.0035637835
1	1	0	0	0	0	0	469.5	0	0	0	0	1	2	1	0	1	0	0	0	75.3131652557
1	1	0	0	0	0	0	199.5	1	1	0	0	0	0	1	0	0	1	0	0	14.1132325087
0	0	0	0	0	0	0	208.5	0	0	0	0	0	0	0	0	0	0	0	0	1.57583215783
0	0	0	1	0	1	0	212.1	0	0	1	0	1	1	0	0	1	0	0	0	29.5558843541
0	0	0	2	0	1	0	385.5	2	0	0	0	0	1	1	1	2	1	0	0	54.2813721421
2	0	0	2	0	1	1	471.6	0	1	0	0	0	0	1	0	1	1	0	0	88.0173334057
0	0	0	1	1	0	0	108.3	0	0	0	0	1	0	0	0	1	0	1	0	14.1911194573
0	1	0	1	0	1	0	394.2	0	1	0	0	0	0	1	1	0	0	0	1	54.1708628611
1	0	0	0	0	0	0	246.9	0	0	0	0	2	1	1	1	1	1	0	1	62.4932604332
2	0	0	2	0	1	0	350.4	0	0	0	0	0	2	0	1	1	0	1	0	95.6045459408
0	1	0	1	0	1	0	418.2	0	0	0	0	1	1	2	0	0	0	0	0	70.2154781608
0	0	0	1	1	0	1	195.0	0	0	2	0	0	2	2	0	0	0	0	1	1.99573106391
1	0	0	0	0	0	0	22.5	0	0	0	0	0	0	1	1	0	1	0	0	2.56925042867
0	1	0	1	1	0	0	317.7	1	0	0	0	0	1	0	2	1	0	0	0	62.2338653845
1	2	0	1	0	1	0	362.7	0	0	0	0	1	0	0	1	0	0	0	1	55.1987873078
0	0	0	1	0	0	0	461.1	0	0	0	0	0	1	1	1	0	1	0	0	72.3800707564
1	0	0	0	0	1	0	219.3	0	0	0	0	2	0	0	0	1	0	1	1	41.8127969671
2	0	0	2	0	0	0	205.5	0	0	0	0	0	1	2	1	0	1	0	1	47.186803626
0	1	0	2	0	0	0	371.4	1	0	0	0	0	0	2	0	0	0	0	0	68.3143283333
1	1	0	1	0	0	0	125.4	0	0	1	0	0	1	0	1	1	1	0	0	39.6760310427
2	0	0	1	1	1	0	352.8	0	0	0	0	1	0	2	0	1	2	0	0	84.120951491
0	0	0	1	0	0	0	388.2	0	0	0	0	0	0	1	0	0	2	1	0	62.3602023837
1	1	1	0	0	1	0	47.4	0	0	0	0	1	0	2	0	0	0	1	1	47.4253697328
0	0	0	2	1	1	0	286.5	1	0	0	0	1	0	2	0	0	0	1	1	69.0406892684
1	1	0	0	0	0	0	241.5	0	0	0	0	0	0	0	1	0	0	0	0	2.35131399339
1	1	0	2	0	0	0	474.6	0	0	0	0	1	1	0	0	0	0	0	0	95.5263414815
0	0	0	1	0	0	0	269.7	1	0	1	0	0	1	1	1	0	0	0	2	78.3278809013
0	0	0	1	0	1	0	392.7	0	0	0	0	1	1	1	1	1	0	1	0	62.6386315331
1	1	0	0	1	1	0	260.1	1	1	0	0	1	0	1	0	0	2	1	0	61.9338546532
1	0	0	2	0	0	0	67.8	0	0	0	1	0	0	2	2	1	0	0	1	48.0931341649
1	1	0	0	0	1	0	302.7	0	0	0	1	0	0	2	0	1	0	1	0	52.4355580196
2	0	0	0	0	0	0	149.4	0	0	0	0	1	1	0	1	0	1	0	2	9.4122705763
1	1	0	0	0	1	0	37.2	0	0	0	0	1	0	0	0	1	0	1	2	44.1164475027
0	0	0	1	0	0	0	61.2	1	0	0	0	0	2	0	2	0	0	0	1	36.431790409
0	2	0	2	0	2	0	242.1	0	0	0	0	0	1	1	0	0	0	0	0	41.3548487726
1	1	0	1	0	0	0	265.5	0	0	0	1	0	0	1	0	0	1	0	1	91.7202630645
2	1	0	0	0	0	0	357.3	0	0	1	0	2	0	0	0	1	0	0	1	58.8294781215
1	2	0	1	0	0	0	225.3	0	0	0	0	1	1	2	1	1	0	0	0	29.9697787495
0	0	0	1	0	1	0	362.1	0	0	0	0	1	0	0	0	0	1	0	0	85.0817958261
0	0	0	1	0	0	1	423.9	0	0	0	0	1	0	0	0	0	0	0	0	72.5894512074
1	1	0	1	0	0	0	103.5	0	0	1	0	2	0	0	1	0	1	1	1	38.4130010073
1	1	0	1	0	1	0	195.9	0	2	0	1	1	1	0	1	1	0	1	1	15.7894328121
0	0	0	0	0	0	0	220.2	1	0	0	0	0	1	0	0	0	0	0	1	26.0725162508
0	1	0	0	0	0	0	125.1	0	0	0	0	1	0	1	1	1	1	0	1	20.9385860703
2	0	0	1	0	0	1	174.9	1	1	1	0	0	0	1	1	0	0	0	0	4.05675248924
1	0	0	0	0	1	0	275.4	0	0	0	0	1	1	1	1	0	0	1	1	90.1131040937
1	1	0	1	0	1	0	94.2	1	0	0	0	0	1	2	0	0	0	0	0	19.521188047
1	2	0	0	0	1	0	183.0	0	0	0	0	1	0	1	1	1	2	1	1	14.7044780219
2	0	0	1	0	1	0	320.7	0	0	0	0	1	0	1	0	2	2	0	1	94.6738828235
2	0	0	1	1	0	1	102.0	0	0	0	0	1	1	2	0	0	0	0	0	8.55624893631
0	1	0	1	0	1	0	15.0	0	0	1	1	1	0	1	0	0	0	1	0	0.681248591341
0	1	0	2	0	1	0	26.4	2	0	0	0	1	0	0	1	2	2	0	0	12.0314775742
2	1	0	1	0	1	0	369.0	0	0	0	0	0	1	1	1	0	0	0	0	85.0707284517
1	1	0	1	0	0	0	127.5	0	0	0	0	1	2	1	0	1	0	0	0	27.3807402282
0	1	0	0	1	0	1	227.7	0	0	0	0	1	0	2	1	1	1	2	1	34.1864555084
1	1	0	2	0	0	0	27.9	0	0	0	0	0	0	1	0	1	0	0	0	38.6152544911
0	0	0	0	0	0	0	8.1	1	0	1	0	1	1	0	0	0	1	0	0	49.0816908193
1	0	0	2	0	0	1	66.0	0	0	0	0	0	0	2	0	1	0	1	0	15.0632919478
2	0	0	0	0	0	1	73.8	0	0	0	0	1	0	1	1	1	0	1	0	40.2530709129
1	0	0	1	0	0	0	245.1	1	1	1	0	0	1	1	0	1	0	0	1	69.4729328715
0	0	0	1	0	0	0	156.0	1	0	0	0	0	0	2	0	1	0	1	0	41.4957717096
0	1	0	1	0	1	0	197.7	0	0	1	0	0	0	2	1	1	1	2	0	35.9386104731
0	0	0	2	0	0	1	228.9	0	0	0	0	2	1	0	1	0	2	0	0	23.621154145
1	0	0	0	0	1	0	60.9	0	0	0	0	0	0	1	0	0	0	0	1	48.8169332409
1	2	0	1	0	0	0	381.9	0	1	0	0	1	1	1	1	1	1	1	0	93.1332219337
0	0	0	0	0	1	0	380.1	0	0	0	0	1	1	1	1	0	0	1	1	97.882900478
0	0	0	2	0	0	0	288.3	0	0	0	0	0	0	1	0	0	1	1	1	89.4360209978
1	0	0	1	0	0	0	400.2	0	1	1	0	1	0	1	0	1	0	0	1	61.4947510473
1	0	0	1	0	0	1	236.1	0	0	1	0	0	1	0	1	0	1	0	0	27.4186295513
1	0	0	2	0	1	0	465.3	0	0	0	0	2	0	1	1	0	0	0	1	75.0275998053
1	0	0	0	0	1	0	114.6	1	0	1	0	0	0	1	0	0	0	1	0	13.6430951093
1	1	0	0	0	1	0	19.2	0	0	0	0	1	2	0	1	1	0	1	0	18.0165395842
0	1	0	0	0	0	0	5.4	0	0	0	0	0	0	2	1	1	0	0	0	3.89950311619
1	1	0	1	0	1	1	351.9	0	0	0	0	1	1	0	0	1	0	0	1	50.0619708409
1	2	0	1	0	0	1	117.9	0	0	0	1	1	1	1	0	0	1	0	0	39.4082517247
0	1	0	1	0	2	0	23.1	0	0	0	0	0	0	1	1	0	0	0	2	14.0397385465
1	1	0	1	0	0	0	36.9	1	0	0	0	0	1	0	0	0	0	0	1	28.1070165018
1	0	0	1	0	1	0	451.8	0	0	0	0	2	1	1	0	0	1	0	1	67.6364313794
0	1	0	1	0	1	0	285.0	2	0	0	0	2	1	1	1	0	0	0	0	89.1046237554
1	0	0	2	0	1	0	359.7	0	0	0	0	0	0	1	0	0	1	0	0	91.7629378518
2	0	0	1	1	0	0	413.1	1	1	0	0	0	2	0	0	0	0	0	0	64.2342017468
2	0	0	0	1	0	0	358.2	0	0	0	0	0	0	0	0	1	0	1	0	78.6986594407
1	2	0	2	0	2	1	61.8	0	0	1	0	2	0	0	1	0	0	0	1	40.9794955189
1	0	0	1	0	1	0	66.9	0	0	0	1	1	0	1	1	0	0	0	0	44.1735611936
1	0	0	0	0	0	1	156.9	0	0	0	0	1	1	2	0	1	0	0	1	38.8106518228
0	1	0	1	0	1	0	229.2	0	0	0	2	0	0	0	0	0	0	0	0	33.7072149825
1	2	0	0	0	1	0	75.3	1	0	0	0	1	0	0	0	0	0	1	1	39.7415965266
0	0	0	1	0	0	0	289.2	0	0	0	1	0	2	1	2	0	0	0	1	77.3551599063
0	1	0	0	0	1	0	26.7	1	1	0	0	0	1	2	0	1	1	0	0	24.9156512499
2	1	0	1	0	0	0	90.6	1	1	0	0	0	0	1	0	0	0	0	0	12.8207537908
0	0	0	1	0	1	0	87.6	1	0	1	0	0	1	0	0	0	0	0	0	3.24854940689
0	1	0	0	0	1	0	197.1	0	0	0	1	0	0	0	0	1	0	0	1	31.7277519351
0	0	0	1	0	0	0	369.3	0	0	0	0	1	2	0	0	1	1	0	0	59.4846498974
1	0	0	2	1	1	0	276.6	0	0	0	0	1	0	1	0	0	0	0	0	92.3189955217
0	0	0	1	0	0	0	89.7	0	0	0	1	2	1	1	0	0	0	0	0	46.9834975409
1	0	0	2	0	0	0	329.4	1	0	0	0	0	0	1	1	1	1	0	1	64.6689692872
1	1	0	0	2	1	0	104.7	0	0	0	1	2	0	0	0	1	0	0	0	16.664191277
1	0	0	1	0	1	0	286.8	0	0	0	0	0	0	1	2	0	0	0	0	97.664242853
2	0	0	1	1	0	0	140.4	1	0	0	0	1	1	1	1	0	0	0	0	10.4244070912
1	0	0	0	1	0	1	67.2	1	0	0	0	0	0	0	0	0	0	1	0	29.9090423786
0	0	0	1	0	0	0	175.5	0	0	0	0	0	0	0	0	0	0	0	1	12.0602126712
1	1	0	2	0	0	0	462.3	0	0	0	0	0	1	0	0	1	0	1	1	54.2440509447
2	0	0	2	0	0	1	372.9	0	0	1	0	1	1	0	1	1	2	0	0	84.2410506039
0	1	0	0	0	0	0	447.6	0	0	0	0	1	1	2	0	0	1	0	1	82.4510403373
1	1	0	1	0	0	0	477.3	0	0	0	0	1	0	0	1	0	1	1	1	55.0089895066
1	0	0	1	0	0	0	64.5	0	0	0	0	2	0	2	1	1	0	2	0	49.4982761981
0	0	0	1	0	0	1	200.7	0	0	0	0	1	2	1	0	0	0	0	1	24.5188903624
2	0	0	1	0	0	1	56.4	0	0	0	0	2	0	0	0	0	1	1	0	15.4539626991
1	0	0	1	0	1	0	333.3	1	1	0	0	0	2	0	0	1	1	0	0	87.7647407713
2	0	0	2	0	0	0	150.0	1	1	0	0	2	1	1	1	0	1	1	0	44.5270968839
1	0	0	1	0	1	0	25.5	0	0	0	0	2	2	2	0	0	1	1	1	22.870828705
1	0	0	1	1	1	0	173.1	1	2	0	0	0	2	1	0	1	0	1	1	19.2336453596
1	0	0	2	0	1	0	372.6	2	0	0	0	0	0	0	0	1	1	1	0	73.4116092492
1	1	0	0	0	1	0	298.2	0	0	0	0	1	1	0	0	0	0	1	0	97.1757340995
1	1	0	0	0	0	0	38.4	0	0	0	0	1	1	0	0	0	0	0	1	15.557475963
0	1	0	0	0	0	0	464.1	0	1	1	0	0	2	1	0	0	0	0	0	92.7129122328
0	0	0	2	1	0	0	259.5	0	1	0	0	1	0	2	0	0	0	0	2	81.6325355612
0	0	0	0	0	0	0	82.5	0	0	1	0	1	1	1	1	0	2	0	0	11.631856049
0	0	0	0	0	0	0	354.9	0	0	0	0	0	1	1	0	0	1	0	0	56.2438903868
2	2	0	2	0	0	0	24.9	0	0	0	0	1	0	1	0	0	0	0	0	12.2681752724
1	0	0	1	0	0	0	237.9	1	0	0	0	0	0	0	2	1	1	1	0	3.45268410391
0	1	0	1	0	1	0	357.9	0	0	0	0	0	1	0	1	1	0	0	2	81.5003647228
1	0	0	0	1	0	0	439.2	1	0	1	0	0	1	1	2	1	0	0	1	97.0487108114
1	1	0	1	1	0	0	255.0	0	0	0	0	0	1	1	1	0	0	0	1	58.198763011
1	1	0	0	0	0	0	301.5	0	0	0	1	1	0	1	0	2	0	1	0	50.8100181008
1	0	0	1	0	1	0	392.4	0	1	0	0	0	0	2	2	0	0	1	1	68.4555966945
1	0	0	1	0	0	0	55.5	1	1	0	0	2	0	2	0	0	1	0	1	47.5146032446
0	0	0	1	0	1	0	269.4	0	0	0	0	1	0	0	1	0	1	1	1	89.4384553326
2	0	0	1	0	1	0	209.1	1	0	0	0	1	1	1	1	0	0	0	1	47.1851675044
0	1	0	2	0	0	1	271.8	0	0	0	0	0	0	1	0	1	1	0	0	57.7089413989
0	0	0	1	0	0	0	162.0	0	1	0	1	1	0	0	0	0	1	0	1	26.6038767774
2	0	0	1	0	1	0	278.7	0	0	0	0	0	0	1	0	1	0	2	1	96.721668793
0	1	0	1	0	0	1	359.1	0	0	0	0	0	0	1	0	1	0	0	1	61.3749467409
0	0	0	0	1	0	0	84.0	0	1	0	1	0	0	1	1	0	0	0	0	23.9414075944
1	0	0	0	0	0	0	15.3	0	0	0	0	1	1	1	0	1	0	2	0	48.0710902196
1	1	0	0	0	0	0	218.4	0	0	0	0	0	1	1	0	1	0	2	1	10.6924550698
1	0	0	1	0	0	0	86.1	2	1	0	0	0	1	0	1	1	1	1	1	13.2371845015
1	0	0	0	0	0	0	4.8	0	1	1	0	0	2	1	0	0	2	1	1	11.4964043158
2	1	0	1	0	1	0	46.2	0	1	0	0	2	0	2	0	0	0	0	0	34.4045775539
1	0	0	2	0	0	0	42.9	0	0	0	0	0	0	1	1	0	0	0	0	40.7708890084
0	0	0	2	0	1	0	450.9	0	0	1	0	0	1	1	0	1	0	1	0	69.8807459769
0	0	0	2	0	2	0	102.6	0	0	0	0	0	0	1	0	0	2	0	1	21.8537113702
1	2	0	1	0	1	0	210.6	1	0	0	0	2	1	1	0	0	1	0	0	14.6719112112
1	0	0	0	0	0	0	351.3	0	0	0	0	2	0	1	1	0	1	0	1	95.6480166835
1	0	0	1	1	1	1	269.1	1	0	0	0	1	2	1	0	0	0	1	0	62.9785042947
1	0	0	0	0	1	0	94.8	0	0	1	0	0	0	0	0	0	0	0	0	49.1094667894
1	0	0	1	0	2	0	186.3	1	1	0	0	1	1	0	1	1	1	0	0	37.1205736852
0	1	0	1	0	0	1	168.6	0	0	0	0	1	1	1	1	0	0	2	0	45.9420945721
0	0	0	1	0	1	0	139.8	2	0	0	0	0	1	2	0	1	0	0	0	29.7842272022
0	0	0	2	0	1	0	137.1	0	0	0	0	0	1	1	0	0	0	0	0	25.9540713663
1	0	0	0	0	1	0	330.9	1	0	0	0	2	1	0	1	0	0	0	0	99.0305073701
1	0	0	1	0	0	0	176.1	0	0	0	1	0	0	1	1	1	0	0	0	0.262381264228
2	1	0	1	0	1	0	252.0	1	0	1	0	0	0	2	1	1	0	0	0	73.7916669108
1	1	0	0	0	2	0	92.7	0	0	1	0	0	0	1	1	0	0	0	0	13.8781982508
2	2	0	0	0	2	1	12.6	0	0	0	0	1	2	0	0	1	0	0	0	20.1499986465
0	0	0	2	0	0	0	265.8	0	1	0	0	1	1	1	0	0	0	0	1	96.6324869051
0	0	0	1	0	0	0	321.3	1	0	0	0	1	0	0	0	0	0	0	0	75.4719407515
0	0	0	0	0	1	0	340.5	0	0	0	0	0	1	1	1	0	0	0	1	77.9059027097
2	2	0	1	0	0	1	438.6	0	0	0	0	1	1	1	0	0	0	1	0	67.243040615
1	1	0	1	0	0	0	296.4	0	0	0	1	1	0	1	1	0	1	0	1	78.1352425543
1	1	0	1	0	1	0	409.8	1	0	0	0	0	1	1	0	0	0	0	0	89.2436750016
0	0	0	0	0	0	0	200.4	1	0	0	0	2	0	0	0	1	0	0	1	4.70191740408
1	0	0	0	0	0	0	400.8	0	0	0	0	1	0	1	1	0	0	1	0	75.2569914895
1	0	0	0	1	1	0	429.0	0	0	0	0	1	0	2	0	0	1	1	1	67.1622981221
1	0	0	1	0	0	0	196.2	1	0	0	0	0	1	0	0	0	0	0	0	31.6159067879
1	1	0	1	0	0	0	139.2	1	0	0	0	0	1	1	0	0	1	0	0	37.209788274
0	0	1	1	0	1	0	291.6	0	0	1	0	1	0	0	0	0	1	0	0	80.9971333392
0	0	0	1	0	0	0	411.6	1	0	1	0	0	1	0	0	0	0	0	0	73.8623334663
1	1	0	2	0	0	0	443.4	0	0	0	0	0	0	1	0	1	0	2	0	60.0622041543
0	0	0	1	0	1	0	441.6	0	0	0	0	0	0	1	0	0	0	0	1	76.005736009
0	1	0	1	0	1	0	10.5	1	0	0	0	2	1	0	0	0	0	0	1	7.96357529495
1	1	0	1	0	0	0	151.5	0	1	0	0	0	0	1	0	0	0	0	0	34.5226557718
1	0	0	1	0	0	0	156.3	0	0	0	0	1	1	1	0	0	0	0	1	34.9523243821
1	2	0	1	0	1	0	396.0	1	0	0	0	0	0	1	1	2	0	1	0	52.0891883784
0	0	0	1	0	1	0	112.2	1	0	0	1	2	1	2	0	0	1	0	0	13.3818507564
1	2	0	0	0	1	0	445.2	0	0	0	0	1	0	2	0	2	0	0	1	97.0152413583
0	0	0	1	0	0	0	326.7	0	0	0	0	0	0	1	0	1	1	0	1	68.573206449
1	0	0	0	1	1	0	154.5	0	0	0	0	1	1	2	1	1	1	0	0	14.3681874726
0	0	0	1	0	1	0	60.6	1	0	0	0	1	0	2	0	1	1	0	0	44.6969744108
0	0	0	0	0	1	1	238.2	0	1	1	0	1	0	1	0	1	0	0	0	14.8940233993
1	1	0	1	0	0	0	388.8	0	0	0	0	1	1	0	0	1	0	0	1	61.5635514491
0	0	0	1	0	0	0	472.2	1	0	0	0	0	0	2	0	0	0	1	1	74.2569136225
0	0	0	0	0	1	0	152.4	0	0	0	1	0	0	1	0	0	0	0	0	25.8852381269
0	0	0	1	0	0	0	153.6	0	0	0	0	0	0	0	0	1	0	0	0	23.6874169108
0	1	0	1	0	0	0	123.0	0	0	0	0	0	0	0	0	0	0	1	1	22.2740304885
1	1	0	2	1	1	0	412.2	0	1	0	1	0	1	1	1	0	0	1	0	98.1794272314
2	1	0	1	0	0	0	313.2	1	0	1	0	1	0	0	1	2	1	0	1	63.3987476043
1	2	0	2	0	0	0	275.7	0	0	1	0	0	1	0	0	1	2	0	0	70.5673937473
1	0	0	1	1	0	0	297.6	0	0	0	0	1	1	1	0	1	0	0	0	62.296306905
2	0	0	1	0	0	0	383.1	0	0	2	0	1	0	1	0	1	1	0	0	53.8461880779
1	1	0	2	0	1	0	77.7	0	0	1	0	0	1	2	0	0	0	1	1	17.5558149245
1	0	0	1	0	0	0	448.5	0	0	0	0	1	0	1	0	0	1	0	0	99.0578044506
0	0	0	2	0	0	0	110.7	0	0	0	0	0	0	2	0	0	0	2	1	2.39524495306
2	1	0	0	0	1	0	49.5	1	0	0	0	1	0	0	1	1	2	0	0	0.89389714723
