N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
0.598153389	23.64206137	2.375171456	13.06533256	153.3	2.584981374	0.127717114	3.592570904	11	3.029260131	2.662945503	0.14	145.8	1.27
0.101058722	28.48503079	1.335948657	91.53902613	103.2	2.032537473	1.040765533	2.710487444	42	0.456757701	3.190668167	1.36	235.0	-0.26
0.694191433	2.664737788	2.067824499	80.65084993	12.7	0.003923554	0.176843482	3.232246351	14	4.021925515	2.392030858	2.55	65.0	0.29
0.085121035	13.62249981	4.265594062	45.05085712	95.4	2.687617527	4.045235372	3.05012675	38	3.096147661	3.169268835	2.01	317.5	-1.16
0.302026552	28.04308533	4.358798237	0.018258811	6.2	2.635295696	7.748486936	2.591537835	16	2.861974626	4.783118463	0.33	224.4	-1.21
0.324087158	27.61274149	3.956898821	9.458503865	125.0	1.169790394	2.846135896	0.293718729	23	0.690923869	3.571833428	3.09	348.9	-1.18
0.288402566	9.032566909	4.212758506	15.21888662	116.6	4.370971205	8.761765828	1.998086861	11	2.051789326	4.891456055	0.62	300.9	0.10
0.959078539	32.77544211	2.439921965	47.84859951	197.6	0.48775777	9.488145245	2.686552376	36	3.193192803	4.248945315	0.95	365.4	1.39
0.78858391	47.83203328	3.566113705	1.139339871	67.4	2.613563105	7.470316221	4.111741751	40	4.963998089	0.315857847	4.86	279.8	-1.19
0.480044927	36.07203232	1.512110216	99.80190086	102.3	2.912583926	1.144558607	2.764034373	22	4.135978426	4.891659677	3.20	202.8	0.78
0.628602683	2.145773179	4.975264349	65.55420485	191.4	4.263091141	3.249300316	1.580160725	26	3.817018065	3.265035634	0.31	79.6	-1.37
0.209082629	0.229306614	0.406893892	25.7532027	163.2	3.929656838	8.798255343	0.715560732	44	0.287970679	3.287258638	3.00	88.4	1.34
0.906537805	31.64040202	0.91859169	93.37994666	22.4	4.844939574	2.36444645	0.757530507	32	1.605162487	2.662851984	3.56	41.4	-1.37
0.67364769	1.518570811	4.565704381	26.3514621	34.8	2.719323053	4.377216897	4.011378131	23	2.555387845	4.046774052	3.88	138.0	0.78
0.467574399	27.80975675	3.598521442	25.8234064	33.2	4.25504264	5.416850251	3.900245321	27	2.680512126	2.46934836	1.93	247.3	0.20
0.956451596	37.27484206	4.482026844	7.787868347	18.6	0.253113721	0.692228152	4.692091261	41	3.478099879	4.69491686	1.71	97.6	-1.19
0.057109799	43.86529238	1.042937076	90.18703163	108.8	3.147893624	7.854198487	2.13682486	7	2.587667982	0.252745526	3.24	114.6	1.02
0.920953954	47.3859515	3.381081989	94.45909047	87.9	4.475542586	6.534352923	2.550370095	14	3.451776379	2.417934427	3.67	114.1	1.38
0.994503491	39.40606735	0.692631663	20.78280363	45.3	2.86317683	1.344759014	2.479248265	36	4.342616818	1.429435662	4.69	21.7	-0.71
0.073890702	36.37861697	1.45135056	64.33974677	192.7	4.286042804	9.231437042	2.08945E-05	42	0.047371168	3.54239524	3.40	54.2	-1.41
0.825309902	15.73089247	2.946711962	2.839045739	32.7	4.767969072	8.431323804	3.248464386	8	4.220445151	1.224865864	0.11	223.2	-1.13
0.205290241	29.76576223	2.206715967	1.725272576	32.5	3.096461219	5.204471503	4.263371815	48	3.751178852	1.565204998	4.56	6.8	1.35
0.530939933	29.82253655	3.796291661	82.17947044	78.5	1.885912408	1.088533725	1.373317371	42	2.172323307	4.232400246	3.23	206.6	0.11
0.935376444	48.12133558	4.003159833	86.87960671	156.7	1.317648682	3.959537246	1.90851532	24	2.480096494	0.309756748	1.92	379.3	0.12
0.667663388	17.95158952	4.486215929	17.18823119	127.8	2.093755646	9.980879728	4.640990745	11	4.005533918	1.258500323	2.00	42.0	-1.30
0.893251638	10.14896353	3.090498847	41.86387207	75.2	4.637582065	8.458258311	2.864914118	18	4.633562991	3.83784572	4.56	9.5	-1.10
0.14812344	34.73245341	4.520496066	99.43934674	131.4	1.915059763	5.579076184	2.233756623	50	1.100288968	4.095692782	2.88	101.5	1.39
0.901003093	35.85592526	3.029524246	51.04963667	6.8	2.101885786	1.343516155	3.317871118	8	4.713093272	0.548645821	4.74	391.9	0.03
0.909475449	9.956956843	0.004278209	58.53044497	199.8	2.304725062	1.592618699	1.419704859	42	1.632113604	1.963482668	1.38	75.8	1.32
0.883249303	16.27031387	3.502349496	69.29669506	111.3	0.041145512	9.64246627	3.995987355	48	3.994432826	0.153027419	0.51	243.8	-0.64
0.160571145	3.187921377	3.091262079	35.9553209	104.0	1.897146029	7.188132029	4.580338701	14	4.624787261	3.927953722	2.32	240.6	0.71
0.68370651	48.67836683	3.84915619	27.30881881	172.2	2.526502712	8.260929532	3.834988482	47	4.131257364	1.122609844	0.90	181.7	0.39
0.492441115	29.43994546	3.740328929	40.01538133	6.4	4.96950733	9.433946553	0.050366575	21	4.125411445	3.294786492	3.10	24.1	-0.41
0.666509776	46.92819723	1.507552989	80.00336329	43.7	3.191955956	2.888648928	1.38627451	35	2.60378771	4.400270762	3.64	98.2	-1.41
0.37710977	44.4634061	2.567589796	25.06017844	128.5	3.780282996	6.282213732	2.773358446	19	2.170079773	4.423939794	0.23	229.7	-1.31
0.074506051	5.972680959	0.633691537	24.62917615	39.3	2.893323766	4.963411708	1.254368853	45	1.853709683	2.124998599	1.25	269.2	-0.24
0.490721807	12.50226741	0.698777492	48.70327309	81.6	3.950036439	2.465248063	1.391187406	13	3.004528948	3.240898206	1.21	104.9	-1.26
0.962553483	0.203465802	1.695808989	30.4032442	52.9	1.965127115	9.503765838	3.115857037	24	2.969778481	2.54173547	2.24	304.1	-0.19
0.205282662	31.30609383	0.377618668	85.5616375	2.5	2.99714625	3.097916624	3.122981228	23	3.915675891	2.468273819	0.33	103.4	-0.68
0.241806447	16.84138239	2.850279924	26.1788691	158.1	4.38191087	2.150978996	1.606019197	29	4.221070438	1.319977771	2.37	169.1	0.28
0.609583163	10.41492336	1.22078707	96.15795875	90.8	4.419092626	9.896085416	3.030988934	32	0.435048691	0.92941739	3.35	230.2	-1.41
0.324838616	10.5339135	1.648496798	42.31122503	21.1	2.719016323	9.933877328	3.383202892	42	1.691988156	4.988247024	2.61	238.2	0.25
0.19950745	4.564241399	3.372396039	44.41294419	56.6	4.123606744	5.377865427	0.520381497	32	1.975851649	4.942145135	3.59	363.7	0.09
0.034790914	10.18669085	3.962378007	13.13111181	185.1	2.673415949	5.356923675	1.803536132	38	1.87393469	2.860691083	1.85	157.5	1.30
0.155043012	17.35700364	4.567450386	44.55803229	33.1	2.92420782	7.053483804	2.333961279	24	0.474479132	2.106874442	0.36	139.5	1.23
0.781351417	23.38907059	4.63239525	80.80272764	4.8	0.463810626	9.105627752	3.418884433	12	3.419870395	2.783757445	4.88	298.6	-1.18
0.993361192	28.49769556	4.018017785	82.17469517	117.5	3.648783267	3.778390425	3.146503148	20	4.735495186	2.898507597	3.30	232.2	0.74
0.196437542	45.4278951	4.542592655	76.58574804	185.7	4.128916236	8.266326312	1.957179982	41	4.216886664	0.074926668	4.09	97.0	-0.57
0.172159109	5.907692721	3.014297075	40.8284317	136.9	4.130371957	9.703746047	4.24714007	21	4.509050119	4.882285599	4.41	131.0	-0.23
0.724262403	25.98801627	1.475796139	68.48850951	112.4	2.623636266	6.536463228	4.43206714	44	3.126623929	2.019170892	3.46	327.0	1.25
0.356179968	18.35951059	3.313041707	74.48082241	176.9	2.100971365	5.848133511	4.781852777	43	2.718315078	4.574105338	2.91	47.7	-1.38
0.775622108	15.78740006	1.529365029	91.70966198	92.7	3.210473294	0.64933017	2.691495898	25	0.293808769	1.451850509	1.12	103.9	-1.17
0.23673931	40.20456834	4.857170657	79.99369481	65.8	2.542225687	1.083150983	4.110721007	44	0.500366691	0.035286427	3.24	195.7	1.40
0.661191118	25.52861326	0.693712663	90.62379637	106.0	4.568104699	0.49176637	2.616925903	17	3.369409928	3.704549602	0.82	377.9	1.41
0.958379656	1.748342317	2.347208145	38.36992802	191.3	0.087987426	1.124412885	4.464423209	44	2.219080312	3.296876789	1.45	126.2	1.38
0.40882921	3.283190163	4.380117884	27.25055599	68.8	2.453717874	7.825258161	3.770156967	48	1.463400479	3.087240431	2.17	285.7	-0.81
0.182519724	23.71045365	0.162531044	40.77133596	168.0	4.089414988	6.073242496	0.916844521	50	3.452185213	0.792700034	4.99	157.3	1.21
0.847295771	48.38429976	3.476604437	62.95935882	149.3	2.754363269	7.858973367	2.384507574	28	2.406669841	1.931129387	0.32	394.9	-0.16
0.166273021	34.10979022	2.436469429	80.02134373	34.3	1.075537503	4.110899571	1.33748106	21	1.853846048	3.256813716	2.81	365.8	1.17
0.01420085	40.24517396	1.796757617	1.983104101	6.5	0.170234877	3.922817583	1.292490538	49	1.294828305	4.0463981	4.42	304.1	-0.22
0.620179081	34.67762186	2.745388718	3.058857995	72.8	2.360510473	2.284336311	4.345890935	31	2.108959695	1.924757776	4.40	272.5	0.08
0.071330403	23.37267879	1.359406353	25.63350697	193.4	1.379444992	1.405714078	2.943644123	45	0.86891079	2.851975733	3.37	128.7	-0.87
0.923807113	33.09272731	3.186752633	99.81453943	148.8	3.899422107	0.917842792	2.738744174	18	2.444245859	3.986871399	4.81	249.8	-0.98
0.95771737	6.080381838	3.989492469	82.59882485	27.3	3.843426948	9.891069873	1.377948977	35	3.168186697	1.811728166	1.03	257.4	0.78
0.726141076	7.779149069	0.856149459	7.74858173	150.3	1.846548003	8.020695747	2.634128445	35	2.335159499	3.623206177	4.51	119.5	1.13
0.527442601	46.91714598	3.775264651	49.40875913	181.1	1.016016091	1.974529373	3.009543056	36	4.756402483	0.655044393	0.25	217.6	-1.41
0.649559436	46.48132458	2.222583084	91.9613952	190.8	4.699056928	2.923209921	1.389799926	27	2.764323596	4.738042269	2.79	383.2	0.90
0.468387607	9.290581337	1.626961048	32.81823889	25.9	3.94216132	8.061431125	3.60442711	28	2.039863565	1.542803515	3.38	387.8	-1.14
0.039282873	49.97173818	3.477046067	6.405359366	6.0	1.9012268	2.304166496	4.859555956	21	2.32493699	1.431768931	0.18	349.4	-1.41
0.598062735	13.06887389	2.296460395	95.62926992	158.6	2.299331794	0.296730176	2.031334843	12	4.228017603	1.181306883	4.99	120.8	1.14
0.09303794	33.89246969	4.710887788	44.7308153	9.8	1.074068301	3.543555269	3.341887871	21	2.193645567	2.289630778	4.20	50.8	1.36
0.559313281	20.29315474	0.167978981	61.99204512	130.5	0.585281934	2.011561311	0.802837691	8	0.359791713	1.141762834	0.54	380.7	-1.39
0.695604862	28.03749777	4.908742237	56.38994822	134.3	3.418022138	8.91597231	3.26620224	9	0.685301759	3.847029458	0.20	261.1	-1.30
0.016148501	23.85212916	2.482016129	76.82574445	89.0	2.257889604	3.773451082	0.052915484	39	0.338823631	0.526984561	0.49	45.9	0.66
0.864788699	6.331648334	2.016385584	70.8066557	120.3	1.517978039	4.979371877	0.506989361	9	2.555302364	3.105598791	3.68	368.9	-1.18
0.949023008	44.76544659	3.330893216	55.90647256	9.5	4.552430186	0.840368249	0.650736343	12	2.489666087	3.866079875	1.05	346.9	1.24
0.484579308	22.09716345	3.231808913	40.85106621	95.6	1.249742241	5.776989408	2.353255748	13	0.450915062	3.054085294	4.14	159.0	0.61
0.208998577	1.399162598	2.017269814	91.71863782	92.3	4.834011873	1.978379845	0.096140474	10	4.452279556	1.944333252	3.37	225.6	0.27
0.856324314	6.486653459	4.021288066	24.56938956	18.5	1.729605343	0.637326384	2.698287991	43	1.862136841	2.308030116	2.04	99.6	-0.27
0.486533616	32.06747573	3.295446175	59.56093996	172.0	3.217757279	4.70382538	2.499645141	46	0.856047018	3.72532343	2.15	179.1	-1.01
0.724491439	3.965474813	1.08844148	3.606384925	56.1	4.197807535	6.108498687	2.003885755	45	3.856599513	2.698563242	3.20	375.4	-1.01
0.931270624	39.57884438	3.23354606	68.1113019	131.7	3.119823769	8.675703997	1.603341855	21	3.412775882	4.898576672	1.95	341.1	0.78
0.333525438	27.06918395	4.198240354	60.54637197	128.4	4.712140704	5.280462699	2.942026492	26	2.230157205	2.705693759	2.93	168.2	-0.87
0.237223341	24.11540761	2.630778562	4.485866779	195.0	2.637057438	7.141845545	2.062790611	38	1.99436667	3.643321818	2.73	387.8	-1.13
0.551436732	1.805593241	2.271371174	23.00280114	150.5	2.812591912	4.869393821	4.188526369	5	2.560347343	4.394720091	2.76	185.2	-0.78
0.895213539	25.94662512	3.40935676	91.19203161	125.7	2.464565119	1.279477374	3.003553537	39	1.804268413	3.698138198	1.97	301.5	0.95
0.722435107	39.58502627	2.555173413	51.06942176	24.9	0.980332853	7.464216926	2.141353689	16	1.213454637	1.888511934	2.10	133.3	1.18
0.81916836	3.240550175	1.386733253	50.78501972	143.6	2.641672109	5.855259097	2.967106863	27	1.350965855	1.530931901	2.42	328.5	0.77
0.602398546	26.45256534	3.824430921	1.202399959	112.2	1.803200177	7.946822172	4.439195815	26	2.772069835	2.156733053	1.43	262.0	-1.26
0.702696575	19.61319048	1.604133445	62.55189486	52.7	0.354919361	7.164409267	3.036994621	36	2.270738703	3.422366521	1.05	380.4	-1.21
0.46268166	42.29665434	1.300141232	73.61927396	92.2	4.347596834	5.802937498	3.043629067	15	1.072346996	4.49792229	0.32	272.9	-0.53
0.332726747	49.22176641	0.358085715	35.75287902	100.2	4.32889988	7.038501154	3.001571296	25	2.93541425	2.241810941	4.42	395.8	0.96
0.565873636	41.0956287	3.213484363	78.48706853	104.4	0.554981578	2.711597892	1.089816242	32	2.143974253	2.359265891	4.58	110.7	-1.41
0.429943288	40.47368196	0.766998836	10.3305508	121.4	3.043965606	7.237668807	2.769267508	12	4.952563219	3.962824544	2.40	357.9	0.68
0.654277039	28.86070254	2.69266087	12.67362411	98.1	1.049025694	5.474745989	4.574111243	34	1.595717007	3.632410182	1.41	282.4	0.61
0.081341659	29.36778599	4.872282554	68.1441298	67.5	2.944752702	5.391238729	1.944739868	34	3.321177646	4.260771032	1.59	337.0	-1.41
0.389214556	26.75449251	2.391262759	43.27468618	198.5	3.44525356	0.151612483	0.542870978	45	3.872687734	0.722314781	3.76	349.3	-1.37
0.689372611	38.2959006	1.266072449	2.136666784	196.2	4.21058199	2.72605687	2.972043984	17	1.219463963	3.762669047	3.55	81.6	0.90
0.932434883	49.32024318	4.361658797	97.49175851	100.8	0.821742084	6.226019862	3.338534493	28	4.920650464	0.289281069	2.07	199.5	-0.96
0.857590636	10.84893109	1.472881242	82.60675121	29.6	3.188772502	1.602756628	1.881302725	6	0.930202463	2.972331459	2.18	8.9	-0.33
0.384608868	39.99767547	0.223632838	73.90667939	111.1	4.641390864	1.192101391	0.215743789	43	3.715060535	2.845821267	2.10	62.7	0.85
0.091783836	31.97493443	1.126446942	48.39214889	142.3	1.609019252	3.592171304	4.342858859	47	0.733478956	4.909944768	2.45	16.9	-1.32
0.832211127	15.20357313	4.534606544	4.681372612	94.3	2.585023415	9.423165079	4.834359335	39	4.606578332	1.723617891	1.56	362.5	-1.27
0.26892565	37.82280661	3.770473064	60.36613076	31.5	2.744222403	4.77019582	2.343982415	6	1.052438494	3.639494702	3.00	34.5	-0.99
0.743329593	13.89699654	1.512087089	18.27943321	14.4	3.757082181	1.411430116	4.311764148	5	3.982368512	1.397517481	2.38	4.2	-1.36
0.320283821	49.61409237	3.69722238	68.23955847	85.3	1.057421881	4.682798186	3.994671004	32	4.872766235	3.531465073	3.19	297.3	0.48
0.29830189	16.23995802	1.562914674	43.70959643	104.4	2.847351576	5.036860443	3.995045551	20	3.807272559	2.53414905	2.25	78.9	-1.27
0.617672477	45.59721855	3.626392397	61.47277489	121.6	3.770958387	6.976038788	1.042888619	10	3.842318943	3.676613568	0.19	301.7	1.07
0.136990708	11.56912135	0.034597444	42.77210241	39.6	3.920025801	2.190287885	2.571430165	29	4.654303518	4.943747701	3.99	315.0	1.41
0.780231125	13.73806342	2.810752133	84.77815882	141.7	3.014758525	9.089544794	2.285701171	21	2.031245394	2.269631789	3.80	343.3	-1.41
0.242062929	7.73035881	3.018676405	16.24359098	165.0	1.452740934	7.756962146	2.034749965	29	3.178588085	2.29884837	1.24	354.3	-0.11
0.999633993	43.24584755	1.9597946	25.09926403	173.0	2.230498073	9.539202714	2.81872423	6	1.409553794	3.617313505	1.51	87.7	0.72
0.324816626	2.778394645	1.280566316	48.57638079	90.0	4.251385508	7.860752888	2.132285705	6	1.555498498	3.474266042	4.17	250.6	0.11
