N1	N2	N3	X	N4	N5	Class
0	9	3	6	3	2	12
2	3	4	65	4	3	130
3	1	2	27	5	11	54
1	5	3	56	5	7	112
1	1	0	97	3	8	194
3	3	2	69	2	14	138
5	3	7	5	3	11	10
3	1	1	46	6	9	92
3	7	1	97	1	15	194
1	5	9	9	7	9	18
5	7	4	66	4	0	132
3	9	4	2	1	5	4
5	10	10	21	1	7	42
5	4	1	13	7	15	26
2	1	7	90	5	1	180
2	3	10	73	2	11	146
2	2	1	95	3	12	190
0	5	0	28	3	12	56
2	10	10	22	2	12	44
1	8	4	36	6	6	72
4	9	7	30	5	4	60
2	3	2	64	2	4	128
0	3	9	10	4	12	20
1	5	6	38	6	13	76
4	2	3	19	3	5	38
0	1	9	46	3	0	92
0	5	10	16	4	9	32
2	2	4	9	1	0	18
2	4	10	6	2	4	12
0	4	3	80	1	11	160
1	4	6	20	4	2	40
5	7	9	41	7	7	82
4	1	2	89	1	9	178
4	3	6	95	6	8	190
0	3	8	33	5	15	66
0	2	6	53	4	12	106
0	6	6	82	3	4	164
4	10	2	50	7	3	100
1	5	0	92	3	10	184
4	3	3	12	1	3	24
1	2	5	2	7	12	4
2	2	4	83	2	12	166
5	9	4	9	6	2	18
1	6	6	89	4	15	178
2	6	9	39	7	3	78
0	4	4	4	7	10	8
3	2	10	18	2	10	36
5	5	9	32	4	2	64
0	4	1	61	5	12	122
5	3	5	21	3	10	42
4	5	5	56	3	7	112
0	8	6	81	6	7	162
2	7	9	57	5	5	114
5	7	0	58	3	15	116
5	3	0	4	3	8	8
4	2	10	99	7	3	198
3	1	6	55	1	14	110
2	7	2	2	7	6	4
5	9	2	0	1	13	0
4	2	9	29	4	14	58
3	2	8	7	4	7	14
3	5	3	99	3	7	198
3	9	6	14	6	10	28
1	5	7	60	7	14	120
4	9	4	61	5	11	122
4	2	0	15	4	1	30
3	10	10	84	5	10	168
0	5	2	82	4	10	164
1	9	10	56	7	13	112
1	8	7	61	1	2	122
2	9	7	76	3	4	152
4	9	3	43	6	1	86
0	5	2	92	4	13	184
0	3	2	81	1	8	162
1	1	6	27	2	7	54
0	1	7	45	1	4	90
1	1	4	46	4	0	92
1	5	8	1	1	8	2
4	3	4	65	5	3	130
4	8	9	70	7	3	140
4	4	5	14	3	0	28
3	6	9	32	2	11	64
0	7	5	95	3	5	190
1	8	1	56	1	2	112
5	6	4	27	5	10	54
3	9	4	99	6	6	198
2	4	8	53	2	7	106
2	4	5	72	3	2	144
3	5	2	79	6	15	158
5	8	0	52	4	12	104
4	3	1	51	7	13	102
2	3	6	40	5	2	80
4	7	4	37	7	10	74
2	2	9	47	5	8	94
0	8	0	53	3	10	106
3	7	9	37	2	14	74
5	6	6	12	6	5	24
2	7	6	34	4	7	68
0	2	2	86	1	1	172
3	10	2	40	1	10	80
0	6	7	94	2	3	188
5	9	7	23	6	2	46
2	3	0	74	7	1	148
1	2	7	24	1	3	48
1	8	5	91	2	12	182
5	7	0	85	6	10	170
5	9	3	39	6	8	78
5	5	6	90	7	1	180
5	4	2	38	7	12	76
1	7	6	21	3	11	42
3	3	9	14	5	15	28
5	6	10	2	6	8	4
2	2	7	93	5	0	186
2	8	4	27	7	12	54
0	7	8	37	5	3	74
1	7	1	49	5	6	98
0	5	1	4	5	1	8
3	9	0	46	3	2	92
2	2	7	64	1	4	128
0	10	6	56	3	1	112
1	3	2	0	4	15	0
4	3	3	37	5	1	74
1	8	6	84	5	13	168
2	10	5	78	6	15	156
5	7	5	7	1	7	14
1	9	4	51	3	6	102
5	7	10	83	1	2	166
0	8	7	30	2	11	60
4	10	5	54	2	9	108
2	7	9	46	2	7	92
4	6	10	13	5	6	26
4	6	0	48	7	0	96
5	4	8	93	5	2	186
4	9	0	45	7	13	90
1	1	7	5	4	1	10
2	8	6	46	4	6	92
2	9	6	56	7	2	112
3	8	8	90	7	13	180
4	9	5	63	2	5	126
4	1	7	58	5	0	116
4	3	3	25	4	10	50
0	9	0	9	7	3	18
5	6	9	13	1	0	26
3	9	6	39	7	5	78
4	10	0	42	5	7	84
2	2	2	24	3	0	48
5	3	0	36	1	7	72
1	6	4	90	4	3	180
0	10	10	76	5	14	152
5	5	10	68	4	3	136
2	1	5	58	4	10	116
2	8	5	23	4	0	46
5	5	10	19	2	11	38
2	2	2	88	7	7	176
1	10	9	21	7	12	42
2	1	5	81	2	9	162
1	4	10	96	5	1	192
4	2	7	65	6	13	130
3	6	1	77	3	13	154
1	7	2	36	6	0	72
5	6	10	83	7	14	166
0	4	3	61	2	15	122
5	8	5	46	1	3	92
0	9	9	1	5	1	2
4	5	6	92	4	1	184
3	2	0	12	4	13	24
1	2	7	48	5	14	96
3	10	8	95	7	5	190
5	10	7	99	3	1	198
0	9	8	39	7	5	78
0	8	10	25	2	10	50
1	10	6	48	1	10	96
3	1	2	3	6	14	6
2	4	1	95	4	2	190
4	7	6	53	6	2	106
1	1	1	45	1	8	90
1	7	10	88	4	10	176
4	2	6	22	1	6	44
1	3	4	49	5	3	98
3	10	0	87	7	5	174
2	1	4	34	7	14	68
1	5	9	62	6	11	124
4	7	2	65	6	14	130
4	5	10	73	7	10	146
4	5	8	61	7	11	122
3	3	7	81	4	9	162
0	3	7	7	5	10	14
3	4	2	73	1	8	146
2	4	5	70	5	10	140
3	5	6	18	2	14	36
3	1	0	94	7	8	188
1	7	6	7	5	11	14
0	5	6	80	2	13	160
1	2	10	56	4	12	112
5	4	8	85	4	0	170
2	5	10	44	2	1	88
3	1	8	59	4	3	118
1	4	0	90	5	3	180
5	3	2	6	5	12	12
2	4	1	54	3	9	108
0	9	6	52	2	10	104
3	9	6	34	3	5	68
2	9	4	44	4	6	88
1	4	1	70	1	12	140
3	7	2	29	2	7	58
3	8	10	90	6	9	180
0	9	10	75	5	11	150
5	5	10	82	2	10	164
0	3	4	1	2	9	2
4	5	3	75	1	4	150
1	7	8	16	2	14	32
4	8	5	31	7	9	62
4	6	9	40	7	9	80
4	5	4	0	5	1	0
4	5	3	34	7	9	68
2	2	6	6	2	7	12
0	2	8	41	6	8	82
1	10	5	65	1	11	130
4	1	8	57	7	2	114
0	8	1	26	5	10	52
3	9	1	16	7	12	32
2	3	5	60	1	13	120
5	3	7	29	6	12	58
0	5	7	88	7	9	176
3	5	8	4	2	13	8
5	10	4	90	4	1	180
4	8	0	22	5	9	44
4	6	9	2	4	11	4
5	10	10	23	1	12	46
1	2	6	98	6	11	196
5	3	5	27	6	13	54
3	10	2	26	2	12	52
3	7	7	38	4	8	76
0	5	0	9	7	4	18
5	5	4	61	5	4	122
2	10	10	81	4	13	162
0	1	6	54	4	6	108
4	3	1	11	2	9	22
2	2	5	50	7	6	100
0	5	0	64	3	15	128
2	10	2	18	1	13	36
1	5	9	79	4	8	158
2	8	5	5	2	11	10
0	5	10	73	1	8	146
0	1	2	35	6	8	70
3	3	10	83	6	14	166
0	6	2	79	1	11	158
5	5	6	27	2	8	54
4	5	3	78	6	6	156
2	3	7	12	4	8	24
2	2	3	30	7	14	60
0	9	4	30	3	4	60
3	7	7	76	6	6	152
3	6	5	28	2	6	56
4	6	0	43	3	7	86
4	10	1	73	7	14	146
1	10	4	55	4	11	110
4	5	0	23	3	0	46
4	4	6	10	1	15	20
0	9	0	44	5	15	88
3	8	5	6	5	14	12
1	10	4	52	4	0	104
0	2	8	55	3	15	110
5	9	7	50	4	6	100
1	8	5	23	5	2	46
5	10	2	24	4	7	48
4	6	8	35	7	1	70
3	10	7	90	5	11	180
5	3	6	99	6	4	198
5	9	7	58	2	12	116
3	6	6	57	4	6	114
0	8	7	96	3	3	192
0	7	8	35	4	10	70
2	1	9	8	1	14	16
5	6	1	8	1	4	16
5	9	3	41	3	13	82
3	6	8	38	4	1	76
4	10	2	46	4	6	92
2	8	9	51	3	11	102
5	9	0	73	7	12	146
3	5	5	50	4	2	100
0	8	8	74	7	12	148
3	2	4	48	5	5	96
1	7	4	84	1	9	168
0	4	1	27	5	1	54
0	8	2	61	5	15	122
1	8	4	46	4	14	92
5	4	0	56	3	15	112
4	5	8	27	5	15	54
1	4	2	96	1	11	192
0	8	6	91	5	0	182
1	7	0	75	7	12	150
5	4	5	51	7	6	102
5	2	9	40	2	4	80
2	1	6	79	4	11	158
3	2	6	89	5	1	178
3	8	5	28	4	5	56
3	10	1	2	3	3	4
3	7	10	39	3	2	78
1	3	4	3	1	5	6
2	3	9	40	1	3	80
4	3	0	67	5	10	134
1	9	3	33	7	13	66
5	7	3	45	7	15	90
4	10	7	90	2	10	180
0	3	0	81	5	6	162
4	5	8	10	4	6	20
2	8	3	10	2	6	20
1	10	10	97	6	8	194
3	9	5	6	5	13	12
4	7	2	91	6	3	182
4	5	10	54	1	3	108
4	9	2	70	3	12	140
3	8	2	71	5	9	142
4	4	5	56	4	3	112
1	9	3	9	5	3	18
4	7	7	20	3	5	40
4	7	2	54	1	2	108
0	8	7	49	7	7	98
3	2	6	97	2	15	194
3	10	4	77	7	15	154
3	5	10	56	7	14	112
0	5	7	43	1	1	86
4	2	10	2	1	13	4
5	1	6	85	5	5	170
4	10	8	18	1	2	36
3	4	3	13	5	3	26
3	5	8	23	7	6	46
2	1	9	73	4	15	146
3	5	5	14	6	12	28
5	1	6	20	3	10	40
1	1	5	14	6	14	28
4	2	0	41	2	13	82
0	10	3	55	3	14	110
2	4	0	38	4	5	76
5	4	6	29	7	4	58
0	1	5	55	3	1	110
5	1	1	85	6	10	170
3	4	6	72	1	13	144
4	2	2	0	5	1	0
4	5	2	23	2	7	46
4	4	10	65	4	3	130
1	9	7	0	6	3	0
4	7	8	95	2	1	190
5	10	5	31	7	10	62
3	8	10	72	3	5	144
4	5	10	90	6	14	180
4	5	9	19	7	2	38
5	8	5	43	1	0	86
0	3	6	51	4	10	102
3	6	9	54	5	15	108
4	2	9	23	4	6	46
1	9	3	26	4	8	52
0	6	5	28	6	11	56
2	1	4	45	2	14	90
4	8	9	40	1	7	80
3	6	9	62	3	4	124
3	3	10	72	6	8	144
5	2	0	93	1	4	186
2	3	1	74	2	3	148
2	1	10	60	2	3	120
3	4	2	29	1	6	58
3	5	8	61	6	0	122
1	5	10	66	7	11	132
0	7	4	14	3	6	28
1	3	2	95	7	1	190
1	6	5	99	1	8	198
4	6	0	41	3	13	82
3	3	10	40	4	11	80
5	6	6	8	4	11	16
4	9	4	72	7	3	144
0	1	10	37	3	1	74
1	9	10	51	6	6	102
4	9	3	86	7	0	172
5	4	10	81	2	1	162
0	4	9	72	6	6	144
0	1	4	65	6	11	130
1	10	3	79	6	14	158
3	7	2	33	1	13	66
4	9	9	46	1	11	92
1	4	10	2	6	2	4
0	5	6	1	4	14	2
0	10	4	65	6	0	130
3	2	4	34	3	14	68
4	3	4	11	7	11	22
3	5	5	45	7	7	90
3	9	0	51	5	12	102
3	9	6	25	6	12	50
2	8	9	13	3	15	26
3	10	3	96	1	2	192
0	5	7	38	7	2	76
5	2	1	1	4	8	2
3	6	6	8	4	0	16
1	3	10	35	1	7	70
0	1	1	98	6	6	196
1	7	6	48	2	4	96
4	5	2	23	1	3	46
5	8	3	52	6	12	104
0	2	0	55	1	1	110
1	9	10	89	5	15	178
3	3	6	29	2	7	58
4	2	6	16	1	14	32
5	1	8	11	1	7	22
3	4	0	91	7	11	182
2	9	6	25	2	4	50
4	4	4	40	7	9	80
2	6	7	93	1	5	186
3	9	9	98	5	0	196
0	5	10	0	6	7	0
0	6	10	88	5	7	176
0	4	1	12	5	3	24
1	2	9	74	7	14	148
4	7	1	26	4	10	52
0	10	4	53	6	4	106
5	1	0	5	7	13	10
1	1	7	16	3	12	32
5	1	3	95	6	6	190
2	4	1	86	3	0	172
2	7	6	44	4	10	88
3	3	5	84	3	11	168
1	4	9	8	1	12	16
1	1	0	83	2	12	166
2	4	0	17	4	0	34
4	4	3	70	1	6	140
3	7	6	24	1	0	48
4	1	8	22	1	9	44
5	7	10	60	4	13	120
3	8	10	52	1	6	104
4	9	9	78	6	7	156
3	4	6	34	7	9	68
4	9	6	10	2	12	20
1	6	9	27	2	5	54
0	3	2	75	4	14	150
5	2	8	20	3	5	40
0	10	7	8	2	14	16
0	3	2	52	1	3	104
5	10	10	40	5	12	80
3	4	8	3	4	14	6
3	10	0	92	6	10	184
5	9	1	58	7	7	116
4	8	4	3	7	10	6
4	7	4	68	5	0	136
2	7	6	79	4	1	158
1	1	3	15	2	3	30
0	4	7	97	1	10	194
1	5	9	85	6	11	170
4	3	7	55	3	7	110
4	3	8	35	4	11	70
0	7	6	80	5	14	160
0	9	6	37	7	14	74
3	1	6	18	5	4	36
1	1	8	58	4	15	116
1	3	4	10	5	10	20
2	10	5	7	3	2	14
0	4	3	82	5	6	164
0	3	4	37	7	5	74
3	4	4	24	2	11	48
5	5	5	20	4	10	40
1	9	10	35	6	0	70
4	3	7	55	5	12	110
3	1	6	85	5	3	170
3	6	10	27	6	7	54
3	1	6	71	4	15	142
1	6	5	60	3	13	120
2	9	4	9	1	13	18
1	3	1	62	5	4	124
4	8	8	47	6	12	94
2	4	7	10	2	12	20
2	9	8	74	6	6	148
4	3	7	84	2	8	168
0	4	4	43	7	1	86
1	8	9	77	4	11	154
5	1	3	55	3	2	110
1	8	0	29	6	0	58
0	4	2	98	2	6	196
2	3	8	10	1	14	20
2	6	0	15	6	10	30
0	6	5	50	3	13	100
2	1	5	62	6	15	124
1	5	0	64	5	10	128
5	8	1	65	7	15	130
4	5	6	21	2	7	42
3	9	2	93	6	1	186
4	10	6	1	2	4	2
3	1	5	45	7	10	90
4	4	1	0	6	4	0
1	1	10	9	6	12	18
3	10	1	55	7	13	110
5	1	8	28	3	8	56
0	6	1	95	6	11	190
2	4	0	74	3	3	148
1	5	7	53	3	7	106
0	4	8	47	4	15	94
4	7	1	39	5	4	78
3	7	4	95	1	4	190
1	2	4	72	1	2	144
4	3	8	71	6	1	142
3	10	8	17	7	10	34
2	2	9	60	4	12	120
5	4	9	2	4	7	4
4	6	1	51	2	12	102
5	8	0	60	3	0	120
2	5	9	64	2	9	128
3	7	6	37	3	3	74
2	1	10	35	7	1	70
4	9	8	78	2	10	156
4	2	1	70	5	2	140
0	3	5	89	2	3	178
2	2	10	45	4	4	90
4	10	8	29	1	8	58
1	7	4	69	6	1	138
2	10	6	11	6	5	22
0	3	3	62	7	10	124
5	7	6	36	1	15	72
2	4	1	75	7	8	150
2	1	3	38	3	2	76
0	10	6	29	5	15	58
2	5	9	73	4	1	146
2	7	3	54	7	12	108
4	8	3	43	7	4	86
0	8	10	32	1	10	64
5	10	0	60	1	0	120
4	3	0	65	2	14	130
2	1	2	55	2	1	110
3	6	2	86	3	5	172
5	6	6	90	5	4	180
3	5	3	74	6	4	148
2	5	0	98	7	13	196
5	4	1	42	5	11	84
1	2	7	19	3	1	38
4	4	5	67	3	10	134
3	9	10	2	2	4	4
3	1	5	51	6	2	102
3	10	6	86	5	8	172
2	2	2	30	1	3	60
2	2	9	41	6	0	82
4	4	3	39	1	8	78
1	4	10	40	2	12	80
0	6	0	97	7	5	194
3	1	8	7	7	14	14
5	7	9	61	3	13	122
4	8	6	10	5	1	20
2	4	8	81	3	9	162
1	7	8	26	4	1	52
3	7	2	86	3	6	172
0	10	9	11	2	2	22
3	10	1	94	4	6	188
2	6	0	8	3	0	16
2	8	6	42	3	0	84
0	5	2	16	2	11	32
1	7	6	38	5	0	76
1	10	10	86	4	5	172
0	10	3	64	7	13	128
4	7	1	2	5	8	4
