N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
0.452904103	10.28743849	3.491379719	92.70073224	2.4	2.715598147	2.766315898	2.070637488	31	4.324658883	2.063410164	1.35	43.0	47.04
0.457078286	44.51201335	3.09990785	76.94636149	15.6	4.273037942	5.266691745	0.246813647	45	3.367840747	1.8584149	0.87	6.0	8.62
0.853945752	0.547891193	4.006040661	28.2363559	114.3	2.209531813	0.13812033	3.859674109	11	4.709560036	0.186927999	1.62	27.0	31.87
0.742728199	22.02789701	3.714821862	71.4366593	154.8	4.906108072	6.611603032	4.36452197	14	2.252088233	0.663756641	1.96	86.0	91.88
0.750798748	40.2171166	0.550267026	48.22473875	2.7	1.910737386	8.990546725	2.795853418	46	1.395309987	2.80642674	3.77	69.0	80.30
0.689778387	29.81372977	1.894591145	33.75946496	187.1	4.829263884	9.121666994	0.556397403	20	1.409796667	1.525379631	4.25	194.0	206.75
0.676408079	12.70556124	2.24901859	25.93202195	5.3	1.796148221	2.065865385	0.880710946	28	4.778477193	0.59611334	4.18	161.0	173.54
0.376857769	47.90708842	0.186886931	21.5561118	193.0	0.613730258	9.77288655	3.705055785	21	0.371789269	3.775715464	0.55	152.0	153.64
0.289556295	16.99262751	3.950776411	90.58537857	52.3	0.107405061	6.328133539	4.291112674	29	1.166211865	1.960147355	3.43	136.0	146.28
0.587890458	17.06023701	1.419495679	49.98662051	174.9	4.829179666	2.23877043	1.325057992	8	3.794712252	3.662568674	1.79	82.0	87.36
0.619913136	49.56540249	0.999600536	71.88195804	51.5	4.931286564	2.147280866	3.830430455	5	1.202336363	2.921639908	4.74	158.0	172.22
0.369486149	31.27809868	1.429535862	71.4272311	92.4	3.974260488	0.092133799	2.823458043	12	0.559318201	0.451003318	2.64	7.0	14.91
0.023352959	44.07969568	3.093291274	73.62955876	85.7	4.410119216	5.22727022	3.929116529	25	4.196146544	1.873081141	0.95	136.0	138.86
0.031093453	31.48568103	0.625597425	3.259088393	127.7	1.861534191	7.682634133	4.83668419	15	0.860242136	0.241579261	3.05	192.0	201.16
0.828929423	35.81229368	3.393489657	88.78839912	102.5	2.596150504	5.061175657	2.184100235	13	2.32702435	3.285247415	2.93	71.0	79.80
0.848787223	40.70684291	4.351619637	58.31265646	29.5	0.34456426	9.196863434	3.579856457	33	1.261045106	1.527423516	3.08	120.0	129.23
0.955273236	45.57350325	2.7447278	7.23974581	168.1	2.93891195	5.647530084	2.996379572	8	1.651472003	3.76222437	0.33	144.0	144.99
0.699302038	5.315787279	4.730112927	70.88302281	141.7	1.890692273	4.139481869	4.291259522	26	1.396404457	3.80482082	1.58	155.0	159.74
0.285147798	10.19060942	4.215139825	66.69343173	87.0	2.57046855	3.711173866	2.541222311	7	3.40785911	4.721495659	3.38	179.0	189.15
0.276894313	10.00924737	4.104015693	90.18306031	64.1	1.50302731	5.69659539	4.865370622	6	3.715108954	2.173225821	3.50	41.0	51.50
0.6131058	40.28064456	3.087519656	35.43463787	193.6	0.980740928	0.296659918	0.526730398	26	4.383905165	4.694277581	1.31	49.0	52.93
0.392298112	2.971202083	3.638910578	3.445356838	177.6	3.94407792	6.261206658	2.76078292	16	4.160681133	0.732313758	0.14	110.0	110.43
0.145585408	20.65594329	1.860623152	81.84963376	111.0	3.563008783	6.729174282	0.681129992	27	2.269576133	2.215159214	4.03	189.0	201.08
0.448959926	21.62824481	4.165631929	77.74089656	39.7	4.991018717	8.191929916	2.278184491	49	3.7666469	1.807281213	3.44	166.0	176.33
0.923090589	33.32554705	0.921781361	69.31639249	139.3	2.971962934	0.691118381	3.395265946	15	0.547473641	2.391978899	1.42	161.0	165.27
0.457074849	0.670268269	4.047930107	65.19441397	133.2	4.29026403	8.178975787	1.943652236	24	2.424217977	2.113708461	0.91	128.0	130.74
0.401435421	0.367014683	4.877590769	36.76705822	71.4	3.291894829	0.952711461	3.464510588	33	0.242724032	4.001944641	0.20	120.0	120.59
0.318239672	17.09715919	4.833364752	62.62169849	25.2	4.659005945	7.158779726	3.982888198	26	1.233874853	1.0512036	1.66	163.0	167.99
0.123037286	30.20747189	1.88497473	53.63773485	59.3	3.528495472	2.047545039	1.063403368	46	1.419493275	3.32402359	4.59	42.0	55.77
0.235434947	35.71117783	0.350800293	86.44588058	156.9	2.193004431	1.948501183	4.363993311	35	4.070559789	4.443500999	1.32	198.0	201.96
0.457411771	9.46729776	4.911929189	92.09522485	184.9	2.977460828	2.905742823	2.821294466	26	4.840575337	1.999299628	1.37	90.0	94.11
0.993923401	25.86360968	3.483048595	91.90666764	37.5	1.511167547	8.759351392	1.032753116	9	0.37216616	4.843448266	2.70	173.0	181.11
0.242315391	47.5361431	1.727339493	15.66989342	162.8	2.456955969	7.51564631	2.819848873	47	2.328224404	0.063805711	4.50	2.0	15.50
0.018670271	26.83907791	1.223220622	84.40855622	156.4	4.35523268	2.609766101	3.477126933	40	4.854657012	4.452062116	1.56	59.0	63.68
0.188845213	47.80266304	4.139410187	76.26876896	29.8	0.271951334	6.909621885	1.422629677	25	2.605827967	4.068716465	2.77	68.0	76.32
0.329945506	13.91354947	0.235226014	46.53119613	20.2	0.844378523	1.190874658	4.32305805	15	1.664020237	1.864059639	1.04	134.0	137.13
0.429800327	8.966440496	0.960323673	82.83080964	65.6	4.183081769	5.10004525	4.073887712	46	3.976350987	1.735712173	0.70	147.0	149.11
0.444610809	0.952741075	4.370621243	80.72436781	22.7	2.793560598	3.571895029	2.443450495	39	2.498027608	0.60312209	0.55	114.0	115.64
0.22333135	29.55662699	0.867760872	23.00173883	5.7	4.97968178	3.023856646	1.245836304	30	0.670197618	3.59170348	3.12	116.0	125.36
0.081285291	37.48977618	2.647544847	39.87146092	174.2	2.143029132	7.470238325	4.458911708	40	1.233857624	1.11608892	1.57	181.0	185.71
0.837546272	48.28980641	3.893977425	11.6004831	122.7	3.852485335	2.423405969	3.352316089	29	3.7031324	4.753275108	3.42	143.0	153.26
0.827798853	21.03817277	4.810384776	35.54314704	180.8	4.90842009	9.263822437	3.863506233	37	3.527714399	4.204760348	3.43	90.0	100.29
0.48704804	26.12554189	2.195919513	22.58141434	126.4	1.367351243	9.656126311	4.924911428	21	0.687642363	3.331334728	3.63	0.0	10.89
0.853792311	0.676192395	1.260933023	91.52064115	158.5	0.449511026	6.682893781	3.239063117	40	3.339650286	1.541041666	0.79	126.0	128.38
0.917046217	24.03508569	1.292494363	66.69193282	28.9	0.702484035	3.251407838	0.051199315	18	0.043466751	4.343529329	3.38	50.0	60.15
0.979364655	16.30140703	4.654142406	20.01396931	132.0	1.022965493	3.075316208	0.009943079	48	2.294403777	4.848004862	2.26	162.0	168.78
0.045846538	23.04402205	0.60713355	6.148220466	3.2	3.250823034	1.185811194	3.69174603	11	0.267491062	1.158173804	3.35	195.0	205.05
0.183495637	14.32217988	0.324957127	28.52902174	14.9	4.590596649	0.731249488	4.338283374	8	1.487689602	2.845986091	0.60	95.0	96.80
0.808013967	3.457602947	2.80007544	17.99481495	49.1	3.416403212	8.4491711	2.643935108	23	0.82262454	0.525041931	3.62	84.0	94.87
0.900028866	44.90214385	3.948155871	11.35945273	33.4	4.634861791	5.578221223	2.345842793	6	3.870333789	3.599334239	0.22	156.0	156.65
0.579371921	11.49717064	3.914038837	13.61926191	158.6	0.987132248	1.399321114	3.39778501	19	0.056862224	4.62436702	4.04	36.0	48.13
0.372611861	10.23294137	1.316556108	54.60989252	19.1	4.729796864	8.143230366	1.688854661	5	0.981042505	2.909470924	2.55	61.0	68.65
0.208201413	3.585480911	4.354980805	78.25471386	200.0	2.030523042	2.755353591	4.983342587	46	3.979084459	0.897572578	0.79	29.0	31.36
0.46762005	26.11283156	0.471500187	77.95105817	165.6	3.602723704	8.198752734	4.38578169	9	3.818584394	0.407711498	1.91	43.0	48.74
0.948246032	15.91492746	0.369062502	19.11796163	37.6	1.231797525	8.47340265	3.658509129	40	2.127509281	2.159337591	2.42	108.0	115.26
0.900016145	5.805653636	2.821022876	47.64421833	41.3	3.22672592	1.270326516	3.606810157	22	1.935265588	3.465575807	2.57	100.0	107.72
0.351885405	3.654345152	3.540456485	21.89996446	43.1	2.192149184	3.010974167	4.620415672	49	1.220073979	0.829834967	1.85	78.0	83.54
0.976912475	23.0635621	2.094582548	75.27307858	55.0	0.618826767	8.918375331	4.017874926	15	0.879037743	0.999875588	1.86	69.0	74.58
0.017562607	16.69378595	0.012245673	70.52094145	189.5	4.823292346	3.943800093	1.831929038	27	3.688167253	3.717750047	5.00	173.0	188.00
0.222013518	4.720919617	4.81675658	82.88833853	186.3	4.825928899	6.396316874	0.369318087	45	2.696373875	2.866667833	4.13	199.0	211.39
0.083570834	43.80177023	1.044826743	32.43806728	60.7	2.47998399	0.758915738	1.472706908	17	4.002935912	3.10982823	1.48	3.0	7.43
0.05633775	1.89642713	0.503150087	50.37377688	41.8	2.043316929	0.696697751	1.465117155	34	2.9952806	0.901498253	3.13	189.0	198.40
0.459105161	25.90992193	0.943824735	0.026053065	155.6	2.909615135	2.395356219	0.14375729	8	1.342529311	1.750357342	4.94	108.0	122.81
0.591543696	32.35074422	2.234402379	41.7588705	136.4	4.45463642	2.795147741	3.939776263	5	0.747507608	4.33725181	2.83	3.0	11.50
0.35453505	12.90696913	2.818243633	37.04994983	84.1	1.446584405	7.917854848	4.646416294	35	0.518940494	3.607884988	1.88	197.0	202.63
0.395148633	49.02768022	1.982290238	84.93676025	34.5	4.064139901	7.160574996	0.660825921	43	0.339186838	3.516870821	2.60	97.0	104.79
0.054318223	0.2210975	4.889588659	88.87711765	33.9	1.244272685	3.802220039	3.661991097	11	3.121576136	4.905810521	4.18	170.0	182.55
0.566962268	41.97519673	3.840471158	66.17624058	82.0	4.190919184	7.817707082	0.425128657	22	3.131062089	0.967442118	1.51	159.0	163.52
0.662338805	3.410096372	1.211080167	82.06158114	137.2	4.480066595	2.590448786	2.67377744	42	0.832798627	2.94337212	2.95	41.0	49.85
0.199868736	37.29261268	2.730632786	81.8888179	89.2	0.897870562	2.826231054	3.26704118	7	2.694614785	1.498053032	4.32	102.0	114.96
0.435296147	10.04307792	0.617723774	91.93414877	190.7	3.213569408	2.17353459	2.678886595	50	0.920247152	2.088255136	2.41	142.0	149.23
0.989238489	31.15327173	2.223245614	1.446484608	7.5	0.43013134	1.189365133	3.158089322	13	1.603217135	1.078507819	0.00	43.0	43.01
0.512049562	39.99584085	4.397005497	48.89306339	128.1	3.352293381	4.185164887	0.431325078	28	4.250320646	4.83133779	3.34	10.0	20.02
0.328101695	38.68060837	0.944145215	35.23101433	166.8	0.760076704	7.510578583	3.624972581	14	0.240745721	3.846592323	2.37	6.0	13.11
0.063341307	25.73510831	3.74142487	96.20812354	63.1	3.256437604	1.911587074	4.32190944	46	0.661188989	4.161151136	4.54	52.0	65.62
0.453142948	42.35796216	4.167259197	49.47872373	23.9	3.657536371	4.454257913	0.638254493	42	2.738018652	2.418477862	4.08	190.0	202.24
0.298560223	44.82909812	0.641739183	4.804829857	111.6	2.885531322	6.517117113	4.49258748	31	2.639603996	1.573363161	3.94	15.0	26.83
0.759727909	41.81621645	3.572367414	68.22949698	97.1	1.875672706	1.416065554	2.163260535	48	4.76662542	2.024815196	1.10	140.0	143.31
0.867590027	33.19016241	2.363036852	22.58674443	80.6	2.34375079	4.58418232	0.264039002	9	2.442747607	4.08806834	3.74	143.0	154.22
0.945881842	6.881866859	0.843150539	98.33374008	168.2	4.474611627	3.552209637	1.771643924	14	3.060569098	1.866190352	0.30	199.0	199.89
0.328023491	22.84959382	0.895383298	66.92308433	10.8	2.926713845	0.436333415	2.466543648	18	1.546731295	3.472539693	3.51	103.0	113.53
0.59841294	1.110157594	1.463773096	53.74647207	185.6	4.300073715	0.541441508	2.249046148	30	2.901808963	1.145988108	2.52	85.0	92.55
0.730124961	8.897375326	0.839705541	31.16378386	191.2	4.144864184	3.059630259	4.75553086	48	4.012468381	0.880509542	4.18	64.0	76.53
0.505245414	19.26278459	0.540284211	50.95807921	190.8	2.078176455	0.188516165	4.040358227	12	0.553787409	2.984175815	3.58	47.0	57.75
0.202639519	37.94983753	2.951838596	43.09824143	48.3	3.633659122	8.176345641	0.176441033	18	1.454747932	3.161713994	3.00	83.0	92.01
0.121841105	46.11109316	3.527259856	4.831900002	128.9	3.910133772	2.716564486	2.271867299	8	1.687619638	0.119290486	0.32	52.0	52.97
0.550457126	5.270361244	1.776648254	50.9572752	85.1	4.879384929	0.923213955	2.379836211	12	1.283340826	2.044489761	3.78	9.0	20.35
0.643428941	0.80419555	3.824732313	49.96515697	187.7	2.297147149	7.39206576	2.939783716	12	0.021182371	3.415075496	3.80	11.0	22.40
0.123479987	19.04308797	4.582032035	5.900298999	156.6	4.681373159	3.262515478	1.1374328	18	1.995255309	0.62591271	4.04	34.0	46.11
0.485099644	5.119483656	2.518584573	49.90438827	194.2	0.564397464	4.280136624	0.659045865	21	0.910478307	0.107013824	1.86	126.0	131.57
0.920109748	12.78457962	3.762404838	46.93867475	183.5	3.988216825	6.886363532	2.972959261	42	1.394972621	1.403643209	0.37	73.0	74.11
0.825323936	2.993867258	4.37021463	11.99850862	65.7	4.296568078	3.065095733	3.069547402	39	1.510736443	3.967962243	4.73	1.0	15.18
0.26864665	23.7416822	2.754208389	0.76777544	131.5	1.124098171	0.283534285	3.991356877	37	3.73687454	4.939755806	3.83	153.0	164.49
0.365004045	42.03997712	0.96887397	77.53431434	192.7	3.265893374	8.202558631	0.329224527	5	4.265063125	0.25691782	0.98	53.0	55.94
0.821324547	28.41494278	3.132142929	20.84895578	70.6	2.251006323	9.98918162	1.894874557	13	2.138752587	1.07556193	3.68	192.0	203.03
0.478210027	34.71231884	1.051311205	11.94150394	189.9	2.745031335	8.779201197	4.757214738	40	1.075537621	2.359669402	3.88	105.0	116.65
0.254419279	34.67965744	1.788625993	46.70234748	11.1	1.146907895	8.607347986	0.731777563	12	0.861677805	2.438017959	1.06	12.0	15.18
0.073377124	32.19536556	3.796491553	84.3253059	67.1	0.27156071	5.670748874	4.411545865	21	1.231318518	0.070351404	2.63	72.0	79.88
0.793758483	12.6236188	4.167965141	40.31505897	26.8	2.096736486	0.973976072	0.225021485	7	2.185497858	4.603285377	3.85	192.0	203.55
0.317920036	5.054360617	1.648402391	88.32892769	14.6	1.086861741	2.446773484	0.160953649	16	2.548941957	0.26678268	3.81	52.0	63.44
0.32057191	28.33653409	4.845297302	26.10797933	125.0	2.190694431	6.887848289	2.506101501	25	2.612596718	3.018801879	4.59	73.0	86.77
0.422687728	44.68452612	3.16074828	86.16605632	113.8	2.592963914	5.606595322	4.618303949	26	3.372595601	0.241648926	2.73	172.0	180.20
0.574037963	48.14294002	3.20458591	5.859535066	74.4	3.082972588	4.006391393	2.288020635	23	1.620532839	2.291109553	3.56	58.0	68.68
0.550539064	26.42603491	2.135956119	89.30036877	40.6	2.165856568	2.140603002	2.094900962	45	1.767734811	3.299482885	4.88	188.0	202.65
0.126214919	6.901938579	4.905362449	48.27743285	51.9	0.945765797	0.591727531	4.091054266	23	2.595161345	4.726323538	1.09	36.0	39.27
0.045819973	41.89892853	3.894376371	9.973808267	130.2	2.800566347	2.444233098	0.007760599	39	0.133855197	4.539862403	1.62	61.0	65.85
0.124002157	41.84543035	2.064166807	48.77315099	53.5	0.513864094	3.2943413	1.867584662	33	4.121072838	4.19028488	1.79	40.0	45.36
0.566561909	48.49236661	1.810942689	51.75472098	61.0	0.863800369	4.595281578	1.265885903	9	2.723593508	0.458457424	3.52	41.0	51.57
0.47692189	17.66942132	4.471574973	85.41883406	93.0	1.142584614	4.051759519	0.941835413	24	0.832061544	3.201142694	4.28	60.0	72.84
0.751593577	12.9860333	3.959546093	80.42950079	111.0	1.18554364	9.309581414	1.599725599	50	4.986687561	3.983807945	1.99	140.0	145.96
0.727567287	2.872539973	2.322465962	65.85666077	35.0	2.086836214	1.892949064	1.913291941	48	3.831371329	3.005275412	1.12	8.0	11.35
0.241103463	32.52254354	0.149649088	15.0032885	23.2	2.81288537	5.30388288	1.864187149	19	0.843899048	1.98128905	1.01	197.0	200.04
0.469038192	34.18046768	2.755866251	30.18082801	19.5	4.060749361	7.496294991	0.352676242	6	0.36989883	0.746006221	0.03	77.0	77.08
0.728224863	7.321834562	1.269990792	18.02839592	23.5	2.393756984	7.377247568	0.285380806	20	4.444830295	2.317798278	0.10	137.0	137.30
0.251114571	3.6623331	4.639455948	78.31149238	118.8	4.127380752	9.247164645	4.59136209	33	1.614640685	3.425688484	1.69	51.0	56.07
0.835536032	44.58129516	1.382507575	75.00072308	61.7	3.238217032	0.111610534	0.117773031	50	0.803333429	4.905062303	0.58	103.0	104.73
0.450952552	35.61183629	1.534608805	91.97537762	57.6	4.647475583	0.530488189	0.371194722	19	4.163356883	0.234509785	0.61	47.0	48.82
0.710916559	23.23537716	2.280329686	26.88876433	3.5	4.894760353	0.844672386	0.962559918	17	1.987931113	4.647947423	0.42	31.0	32.27
0.23436656	49.94241889	1.479781619	54.53821257	183.5	0.231537302	6.216392133	4.836007462	47	4.282311163	1.131001204	3.98	112.0	123.93
0.135608597	43.18234916	0.178906693	95.06911367	26.6	1.62012512	2.699541294	2.119111314	17	0.184145795	2.401057862	4.27	124.0	136.81
0.645551709	49.90087106	2.951444135	91.69288793	150.6	4.711810224	7.588164031	4.73407038	15	1.634410117	4.660527014	2.89	143.0	151.66
0.041510484	36.14428233	4.607052385	98.02796686	94.6	1.691015472	3.569878408	4.557635846	35	0.234567392	0.570785007	4.67	163.0	177.00
0.326029237	47.79501633	4.258587371	74.50571943	64.9	2.996768073	4.663712451	3.323058056	16	3.314823179	0.94683687	2.64	98.0	105.93
0.130058827	9.016898508	1.680267864	50.28453888	179.2	3.636951549	1.303292761	1.720100694	36	1.75568773	2.848492051	2.70	108.0	116.09
0.038294547	38.50928765	2.950056533	41.68827043	112.8	4.877787278	7.945486941	1.873496695	26	3.594659042	1.628044482	3.02	159.0	168.05
0.531912648	28.44798612	0.015263073	75.02446239	4.4	3.955467176	7.426776299	2.151585781	10	2.590272178	1.107419091	4.43	33.0	46.29
0.240731602	31.20907212	4.011082039	78.22969455	61.1	3.198859498	0.278852405	1.934058105	6	4.279719358	1.698193829	0.22	70.0	70.65
0.739203721	22.59067471	0.127824207	43.40499117	155.5	2.304856697	4.575705979	1.308080269	20	2.598230556	3.031272842	3.92	41.0	52.76
0.824044621	20.60144398	3.525726019	77.38309747	9.6	2.734339533	6.148828866	0.29143729	39	1.199569358	2.50964857	4.12	183.0	195.35
0.010352842	10.2117312	2.978841863	59.10520764	178.6	1.860297613	9.263380072	0.978337254	31	1.753752973	4.157709028	1.26	174.0	177.78
0.21307761	48.14026208	3.436763626	5.053606807	19.5	2.066201063	2.703882879	1.904012691	22	4.632247371	2.877028106	0.74	147.0	149.23
0.130058352	38.25792472	2.186500006	81.14171524	158.4	2.663290668	3.303420384	4.546203546	12	3.476681097	4.847322088	3.68	161.0	172.03
0.749780784	8.759101874	3.098926539	68.66900262	41.9	4.018293172	3.629060183	3.597383597	49	4.558995926	2.083989002	0.16	50.0	50.49
0.588958927	46.67353216	4.15319181	83.19344953	22.0	3.258551007	2.879662091	1.425881841	22	2.499207282	0.384327394	2.31	91.0	97.94
0.337540859	8.101202711	3.719212606	96.45843983	118.2	1.804142883	8.097354093	4.532729708	20	2.300110099	1.024054818	4.12	65.0	77.37
0.036054405	29.62369257	4.859989385	29.10268802	97.8	2.986570354	3.848222297	0.251421183	33	4.69730804	4.874398646	3.98	77.0	88.94
0.678820732	20.71965979	4.365393306	0.336566052	11.9	2.644691896	4.032680409	4.672136626	7	2.790842231	2.598399711	3.61	134.0	144.82
0.595680394	33.19978812	3.234247656	34.66809017	102.5	2.206980808	1.738467895	0.677313802	31	0.763484785	3.704198997	3.57	152.0	162.70
0.820147446	29.37077913	1.977240395	13.60113263	42.3	1.284878501	2.481401354	2.356231356	6	4.329375569	2.512196953	0.51	1.0	2.52
0.133267794	0.340558458	0.030768014	94.22760834	144.5	3.59898513	8.911687676	1.386899924	37	1.73681461	4.738877269	3.46	151.0	161.38
0.126534859	44.02796217	3.840601322	90.31699056	123.0	0.978391789	0.822023151	4.491221885	33	3.333586011	4.805034549	1.99	36.0	41.97
0.018739105	6.566081173	2.680076457	13.9190278	117.7	3.681331759	4.125795901	0.788726247	19	1.762018481	3.80756491	2.71	197.0	205.14
0.822043007	30.62406447	0.516241653	41.56754028	168.9	4.067195971	0.899471305	3.112199459	35	0.197281298	3.762997406	0.59	178.0	179.76
0.501501195	43.92714621	4.745324309	1.485344265	139.8	2.391718217	8.392599102	0.877480036	40	0.104562002	0.262363758	1.39	103.0	107.18
0.656798392	44.88065135	4.873629027	48.09862678	33.6	2.593403279	9.27087447	0.62252305	17	3.765572608	3.057201194	0.05	69.0	69.15
0.884685749	31.59097667	4.100951491	59.3682497	199.5	0.132485199	5.583424598	0.384447148	11	4.519020106	2.269474979	2.98	71.0	79.93
0.233615226	2.250835243	1.560881212	12.57967055	36.8	3.559443287	2.330126037	4.565892495	14	0.17704682	2.919692762	0.83	157.0	159.50
0.385237342	44.49913116	2.265157207	28.87416848	26.6	4.618502294	6.509261628	4.45992848	40	0.085535685	1.059388254	1.69	88.0	93.08
0.900017163	2.979353863	2.566852608	82.65393535	41.3	1.015076983	2.993543486	1.232479132	16	1.13340189	4.978419668	1.60	11.0	15.80
