N1	N2	N3	X	N4	N5	Class
1	4	331	18	2	35	324
5	2	110	6	7	44	36
5	4	337	2	5	26	4
4	8	172	11	3	20	121
3	7	178	5	4	39	25
4	3	392	14	2	49	196
2	3	139	6	7	17	36
0	6	115	8	5	37	64
2	8	262	8	6	2	64
2	5	267	1	4	24	1
3	5	351	4	4	14	16
4	10	98	18	4	12	324
3	9	377	6	6	19	36
5	6	137	13	5	20	169
1	6	392	0	2	4	0
5	5	27	0	1	32	0
2	2	179	7	6	3	49
4	5	146	12	2	7	144
2	10	0	2	3	16	4
3	5	73	17	4	35	289
4	9	229	20	5	6	400
4	8	174	0	5	30	0
2	9	170	8	1	4	64
5	10	93	1	1	50	1
1	9	339	20	1	18	400
4	4	92	5	1	22	25
5	9	334	15	6	41	225
2	8	341	5	2	22	25
3	4	118	18	5	4	324
5	5	244	15	6	1	225
5	2	397	12	1	25	144
4	1	255	15	2	47	225
3	4	232	11	4	24	121
1	9	215	14	6	23	196
2	4	138	13	1	2	169
4	2	171	16	2	20	256
1	10	221	13	5	46	169
1	6	22	12	4	40	144
0	5	133	3	7	1	9
3	2	340	0	5	23	0
4	10	237	15	5	9	225
3	9	184	8	5	36	64
3	8	142	12	2	25	144
1	10	89	5	7	25	25
5	2	287	15	5	25	225
0	5	59	18	3	40	324
2	1	387	0	3	36	0
2	8	87	19	3	15	361
5	8	19	16	1	31	256
4	5	171	14	5	45	196
0	8	399	5	5	23	25
5	7	28	0	4	38	0
1	4	342	17	6	48	289
0	4	398	17	2	18	289
2	4	207	4	2	48	16
0	7	219	14	5	35	196
2	7	183	10	5	36	100
1	5	290	4	1	8	16
0	7	240	3	3	17	9
5	5	250	9	1	26	81
1	10	138	17	3	45	289
5	5	314	16	3	33	256
4	3	55	20	1	1	400
2	6	354	6	5	1	36
5	2	61	14	4	14	196
3	5	135	13	2	50	169
0	5	321	20	7	20	400
5	3	349	3	4	46	9
0	3	214	8	2	27	64
1	3	361	19	3	46	361
3	7	36	11	7	7	121
3	10	1	5	4	28	25
4	5	362	14	2	16	196
3	6	30	12	1	24	144
4	1	7	2	4	35	4
4	3	332	19	5	12	361
3	10	251	19	6	12	361
1	7	188	20	1	46	400
1	2	34	14	5	44	196
3	4	117	7	6	45	49
2	2	79	10	4	19	100
1	6	246	14	1	44	196
2	4	194	19	2	23	361
0	7	368	13	5	47	169
1	2	129	0	6	17	0
3	3	243	15	4	43	225
3	1	233	13	5	21	169
3	2	215	9	6	12	81
2	1	4	4	4	10	16
1	7	42	12	2	7	144
5	1	378	19	1	16	361
1	4	338	8	6	45	64
4	6	285	5	6	47	25
3	4	266	11	6	19	121
2	7	391	17	3	48	289
4	10	160	3	3	13	9
5	8	257	4	4	47	16
2	3	400	6	4	33	36
4	8	264	13	4	21	169
3	8	174	2	6	1	4
3	1	253	0	3	40	0
3	3	262	13	5	22	169
4	10	190	12	7	15	144
4	1	336	0	5	0	0
4	10	266	2	5	44	4
5	8	184	8	4	45	64
0	2	369	9	7	19	81
2	8	365	15	6	50	225
5	6	260	3	1	19	9
0	5	306	9	5	19	81
1	7	397	8	1	19	64
5	7	141	9	7	26	81
4	1	155	13	3	4	169
0	5	248	4	7	7	16
5	9	284	3	3	46	9
3	5	285	1	4	0	1
4	4	124	17	4	43	289
1	4	30	20	7	17	400
4	3	400	3	7	16	9
2	9	211	18	7	20	324
2	1	261	2	3	8	4
5	1	274	0	3	28	0
2	4	129	6	2	12	36
2	3	96	11	5	38	121
1	8	129	4	5	2	16
4	2	114	3	3	19	9
4	2	203	1	2	2	1
0	10	133	11	6	40	121
4	2	73	4	2	21	16
1	9	332	7	3	38	49
1	9	275	17	5	24	289
1	10	336	15	3	11	225
4	3	257	18	6	21	324
2	10	53	20	2	39	400
1	9	228	12	5	36	144
3	6	36	19	2	10	361
5	2	368	15	5	43	225
1	2	326	9	7	39	81
1	5	111	1	7	42	1
2	6	15	11	3	38	121
4	3	389	19	5	43	361
2	4	32	15	3	2	225
0	10	253	18	5	11	324
0	1	258	13	6	9	169
2	7	18	19	4	29	361
1	5	3	6	5	21	36
2	9	65	10	6	29	100
3	6	84	4	6	11	16
5	1	400	9	6	6	81
0	5	117	6	7	3	36
2	6	215	4	4	10	16
0	4	309	20	6	14	400
4	10	351	4	4	28	16
2	9	205	2	4	13	4
1	6	351	5	6	6	25
2	5	324	9	4	32	81
5	9	218	12	4	28	144
2	1	227	5	2	38	25
4	8	0	11	6	11	121
1	9	140	8	5	21	64
0	10	82	8	4	40	64
2	8	180	8	4	39	64
1	5	372	2	6	13	4
0	9	73	11	2	22	121
5	2	117	11	1	23	121
1	4	67	0	6	36	0
4	3	390	5	3	41	25
0	9	66	15	5	11	225
4	10	236	16	6	4	256
5	9	173	17	1	23	289
4	8	162	15	1	20	225
3	7	7	10	3	24	100
3	7	138	9	1	34	81
2	4	188	12	7	37	144
4	5	358	17	2	48	289
4	2	274	0	5	0	0
4	1	333	16	3	5	256
5	10	69	1	1	5	1
0	10	391	20	2	36	400
1	6	69	0	7	41	0
0	10	79	3	2	38	9
0	8	22	15	6	24	225
3	9	252	1	1	31	1
2	4	134	18	4	32	324
4	4	173	6	3	38	36
5	5	46	14	3	16	196
1	6	336	12	5	43	144
5	9	215	13	6	42	169
4	6	118	0	5	26	0
2	10	261	20	6	40	400
2	2	281	9	4	38	81
1	1	34	0	1	22	0
0	1	380	3	1	31	9
3	7	213	6	2	15	36
4	3	14	6	4	19	36
2	9	277	11	3	32	121
1	3	208	17	1	26	289
0	8	141	3	7	3	9
3	5	283	5	7	20	25
3	4	331	16	1	44	256
1	4	214	18	1	12	324
3	2	364	19	5	3	361
3	8	193	5	7	33	25
3	8	130	7	3	29	49
4	3	61	7	6	16	49
2	3	7	16	2	20	256
3	2	332	4	5	15	16
5	7	400	9	2	43	81
4	10	303	16	1	49	256
5	1	50	7	3	35	49
1	8	31	7	1	13	49
2	2	26	12	2	7	144
0	8	60	11	1	32	121
3	2	335	17	2	28	289
4	1	68	1	6	33	1
0	5	52	1	1	41	1
4	7	12	10	7	39	100
3	10	367	11	4	2	121
1	10	110	6	5	10	36
1	10	359	0	2	22	0
3	1	134	6	4	50	36
5	6	190	14	7	33	196
0	5	232	18	5	28	324
0	5	237	1	4	41	1
1	2	228	11	5	40	121
1	9	62	2	4	14	4
2	4	16	8	6	38	64
0	1	89	20	6	29	400
0	10	154	20	6	23	400
3	6	42	3	7	36	9
3	9	116	9	6	43	81
3	6	293	16	4	47	256
5	5	343	18	2	23	324
3	5	297	16	1	15	256
2	8	70	0	5	42	0
5	8	50	15	3	25	225
0	8	135	17	7	36	289
0	4	396	17	6	50	289
5	10	312	9	2	12	81
5	8	246	12	1	7	144
1	4	84	1	1	17	1
0	1	77	2	3	22	4
1	5	176	7	6	34	49
1	10	66	6	4	1	36
1	2	15	6	3	22	36
3	10	283	16	5	45	256
3	1	311	2	1	23	4
2	1	175	1	2	10	1
5	4	161	18	6	22	324
0	6	155	18	5	46	324
3	7	73	6	3	35	36
1	3	399	19	7	50	361
3	6	186	20	5	18	400
2	4	185	13	5	42	169
2	1	167	1	2	19	1
2	10	235	5	6	27	25
1	5	33	13	6	22	169
3	4	126	6	3	22	36
3	4	158	7	4	21	49
3	9	210	17	5	18	289
4	3	138	8	1	9	64
2	1	164	16	7	47	256
3	5	204	0	6	8	0
5	1	145	17	4	28	289
1	10	147	10	3	26	100
2	5	62	13	2	38	169
5	1	36	13	4	3	169
2	3	130	4	4	42	16
0	9	76	14	1	9	196
3	7	222	2	3	48	4
3	10	109	20	7	25	400
2	10	89	13	1	18	169
1	9	262	11	3	45	121
1	6	394	13	1	40	169
0	4	85	7	3	32	49
0	8	176	5	3	18	25
3	5	386	0	4	2	0
0	6	307	9	4	22	81
1	2	220	10	5	24	100
3	10	160	6	7	2	36
1	2	142	10	7	40	100
4	9	269	3	2	0	9
5	5	131	15	4	45	225
4	6	285	6	5	34	36
4	3	304	2	4	38	4
1	5	111	0	3	38	0
5	4	290	1	3	17	1
1	4	319	14	4	26	196
2	8	102	19	3	38	361
2	2	185	15	3	16	225
0	5	318	5	2	0	25
1	10	75	0	5	21	0
1	8	94	2	4	3	4
3	2	250	11	4	2	121
3	1	208	7	5	34	49
3	4	149	1	7	39	1
2	4	42	3	7	24	9
0	4	285	1	3	24	1
3	1	201	10	7	50	100
0	6	40	8	6	18	64
3	3	385	8	5	0	64
4	10	178	0	1	46	0
5	7	349	17	1	16	289
3	8	164	7	5	20	49
4	10	367	19	1	48	361
0	10	205	19	2	36	361
3	5	283	4	6	30	16
4	1	67	6	4	37	36
1	1	87	18	1	23	324
3	4	2	8	6	22	64
2	2	338	18	3	10	324
1	10	154	9	3	21	81
0	7	208	19	2	32	361
4	6	28	15	4	35	225
3	10	76	6	3	34	36
4	4	307	8	1	12	64
2	2	234	6	6	1	36
0	7	171	1	2	5	1
2	8	22	8	1	27	64
2	2	20	12	3	48	144
5	4	34	2	6	19	4
3	3	27	1	5	41	1
3	10	394	7	5	50	49
0	4	318	8	7	46	64
1	5	28	9	2	40	81
4	1	222	4	1	29	16
5	8	208	2	4	26	4
0	2	206	14	6	11	196
0	6	154	6	3	19	36
4	9	105	12	6	33	144
2	6	286	0	1	4	0
4	3	101	13	3	32	169
1	2	50	6	4	50	36
3	4	64	4	6	26	16
4	9	176	19	1	6	361
0	3	323	15	1	4	225
1	3	318	16	5	7	256
3	6	114	3	4	16	9
2	9	302	10	7	31	100
4	8	351	18	6	8	324
1	8	157	11	7	21	121
4	2	32	3	1	33	9
4	9	38	0	7	23	0
3	8	245	15	5	28	225
0	2	169	13	7	45	169
1	4	283	0	2	6	0
3	7	171	12	2	18	144
2	3	251	7	4	10	49
5	7	273	16	3	50	256
3	7	292	4	4	23	16
4	3	392	7	3	49	49
0	7	333	18	6	35	324
4	4	316	20	5	0	400
4	9	233	16	1	2	256
4	2	62	2	1	27	4
1	8	177	14	6	16	196
1	8	317	16	1	32	256
3	1	400	1	3	11	1
5	1	309	4	5	12	16
4	4	141	2	3	40	4
0	2	77	9	6	25	81
3	4	364	20	4	28	400
5	7	172	13	2	7	169
4	5	94	14	5	39	196
1	1	74	2	3	44	4
2	8	342	0	6	41	0
0	9	390	7	1	29	49
0	6	24	12	3	9	144
2	9	202	7	2	48	49
5	8	315	20	4	3	400
3	4	99	17	1	3	289
0	9	227	17	1	26	289
2	1	78	14	2	17	196
4	2	288	15	3	31	225
3	10	147	13	6	34	169
0	8	80	12	1	14	144
1	7	400	17	6	44	289
2	6	396	11	3	40	121
5	10	65	1	7	18	1
5	2	313	0	5	46	0
1	10	274	6	5	48	36
3	2	184	9	1	33	81
4	4	148	3	6	47	9
3	6	123	0	2	25	0
3	3	339	9	4	35	81
5	10	250	8	1	30	64
3	4	60	15	1	28	225
0	8	179	18	4	39	324
1	4	232	19	4	38	361
2	8	91	7	3	36	49
1	10	50	1	6	6	1
4	3	355	17	6	17	289
1	5	256	19	1	37	361
2	3	119	13	5	38	169
0	3	397	16	6	34	256
1	7	380	17	3	32	289
3	1	208	3	2	33	9
5	8	325	9	5	28	81
5	2	88	18	3	1	324
2	3	101	19	7	28	361
4	9	328	18	4	18	324
4	8	219	5	6	36	25
1	9	11	20	6	46	400
3	4	82	16	5	7	256
0	2	55	5	5	30	25
5	1	190	3	4	40	9
3	6	227	2	7	5	4
1	2	244	18	3	46	324
1	8	12	15	7	26	225
1	2	399	20	5	7	400
3	6	142	11	2	50	121
5	5	376	8	5	22	64
3	10	314	0	4	8	0
2	1	332	10	7	34	100
1	7	5	12	7	43	144
5	7	334	13	3	48	169
0	10	57	6	3	8	36
0	2	396	14	4	31	196
2	9	208	1	7	45	1
0	9	339	7	7	26	49
5	8	89	10	7	25	100
0	1	160	11	6	24	121
2	1	124	4	5	46	16
0	5	20	4	6	22	16
0	8	129	13	5	8	169
2	1	210	3	2	13	9
2	10	19	14	5	13	196
3	4	79	18	3	19	324
4	2	130	10	6	1	100
5	2	225	18	7	49	324
2	2	286	5	3	15	25
3	6	317	11	2	35	121
1	1	148	14	6	20	196
5	6	108	0	3	19	0
4	7	111	19	4	42	361
5	5	152	6	6	42	36
3	4	63	3	4	28	9
1	7	169	15	2	46	225
5	5	83	8	7	43	64
4	4	150	2	1	37	4
5	7	4	8	6	1	64
0	10	21	3	4	42	9
5	7	56	18	3	35	324
1	8	87	1	1	9	1
2	1	69	6	6	45	36
2	3	62	10	3	16	100
2	5	350	3	5	30	9
1	5	191	10	6	19	100
1	3	376	20	4	34	400
5	5	357	4	2	35	16
0	1	13	12	3	46	144
5	10	275	20	3	50	400
4	5	386	8	5	7	64
4	7	33	16	5	13	256
4	2	332	6	2	8	36
4	4	325	17	6	48	289
4	7	67	9	6	6	81
0	9	398	5	3	16	25
0	1	120	5	4	31	25
0	7	222	13	2	11	169
0	10	90	9	1	48	81
5	8	65	2	1	29	4
2	9	107	19	3	4	361
5	5	335	13	7	12	169
4	8	315	4	1	5	16
3	5	4	1	2	36	1
3	3	351	5	3	43	25
2	1	99	11	6	9	121
3	4	332	9	1	39	81
5	3	309	7	1	25	49
3	2	315	4	2	3	16
