N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	M0P0	M0P1	M1P0	M1P1	Class
0	0	0	0	0	0	0	384.0	0	0	1	0	1	1	0	1	0	0	0	0	13.05
2	1	1	0	1	1	0	31.5	0	0	1	0	0	1	0	0	0	0	0	0	1.3
2	1	0	1	1	0	0	31.8	0	0	0	0	0	0	1	0	0	1	0	0	1.31
1	1	0	0	0	2	0	81.3	0	0	0	0	1	0	0	0	0	0	0	0	2.96
1	0	0	0	0	0	0	50.7	1	0	1	0	0	0	0	0	0	1	1	0	1.94
1	0	0	0	0	1	0	14.7	0	0	1	0	0	1	1	1	0	1	1	0	0.74
2	0	0	1	0	0	0	49.8	0	0	0	0	0	0	0	0	0	0	1	0	1.91
1	0	0	1	0	0	1	391.2	0	0	0	0	1	0	1	0	1	0	1	0	13.29
1	0	0	0	0	0	0	141.3	0	0	1	0	2	1	2	1	1	1	0	0	4.96
0	1	0	1	0	0	0	116.4	0	0	1	0	1	2	2	0	0	1	0	1	4.13
1	2	0	1	0	0	0	225.3	0	0	0	0	1	1	2	1	1	0	0	0	7.76
0	1	0	1	0	0	0	27.0	0	0	0	0	0	1	2	1	0	0	0	1	1.15
1	1	0	2	0	0	1	339.0	0	1	0	0	0	1	1	0	0	0	0	0	11.55
1	0	0	1	0	0	0	136.2	0	1	0	0	0	0	0	0	0	0	1	1	4.79
1	0	0	2	1	1	0	211.5	0	1	0	1	0	0	0	1	0	0	1	1	7.3
0	0	0	1	0	1	1	148.8	0	0	0	0	2	0	0	1	1	0	0	0	5.21
0	1	0	1	1	1	0	390.3	1	0	0	0	1	0	1	0	0	1	0	0	13.26
1	0	0	2	1	1	0	276.6	0	0	0	0	1	0	1	0	0	0	0	0	9.47
2	0	0	0	0	1	1	475.8	0	0	0	0	0	0	0	1	2	1	0	0	16.11
0	0	0	1	0	1	0	392.7	0	0	0	0	1	1	1	1	1	0	1	0	13.34
0	0	0	1	0	0	1	84.9	0	0	0	0	1	1	1	0	0	0	1	0	3.08
0	0	1	0	0	0	0	328.8	0	1	0	0	1	1	0	0	0	0	0	0	11.21
1	0	0	2	0	0	0	274.2	0	0	0	0	0	1	1	0	0	2	0	0	9.39
0	0	0	0	0	1	0	335.4	1	1	1	0	0	0	0	0	0	0	0	1	11.43
0	1	0	1	0	2	0	420.9	1	0	2	0	1	2	0	1	0	1	2	1	14.28
0	0	0	0	0	0	0	480.3	0	0	2	0	0	0	1	0	1	1	1	1	16.26
2	0	0	1	1	0	1	438.0	0	0	0	0	0	1	0	0	0	1	1	0	14.85
0	0	0	1	0	1	0	269.4	0	0	0	0	1	0	0	1	0	1	1	1	9.23
1	1	0	1	0	0	0	452.4	0	0	0	0	1	0	0	0	0	1	0	1	15.33
1	1	0	0	0	1	0	470.1	0	1	0	0	0	0	0	1	0	0	0	1	15.92
1	1	0	2	0	1	0	77.7	0	0	1	0	0	1	2	0	0	0	1	1	2.84
1	1	0	1	0	0	0	213.0	0	1	1	0	0	0	1	0	1	0	0	0	7.35
1	0	0	0	0	0	0	475.5	0	1	0	0	2	0	1	0	0	0	1	0	16.1
2	1	0	1	0	0	1	24.6	1	0	0	0	1	2	0	1	1	0	0	0	1.07
0	1	0	1	0	1	0	193.5	1	0	0	0	1	1	1	0	1	0	0	0	6.7
2	0	0	0	0	2	0	115.5	0	0	0	0	1	0	1	0	0	2	0	1	4.1
2	0	0	2	0	0	1	7.2	0	0	0	0	0	0	0	1	0	1	1	0	0.49
1	0	0	0	1	1	0	385.2	0	1	0	0	2	1	1	1	0	0	0	0	13.09
2	0	0	1	0	0	0	424.8	1	0	0	0	2	0	1	1	0	0	0	0	14.41
0	0	0	1	0	0	0	326.4	0	0	1	0	2	1	2	0	2	0	1	1	11.13
1	1	0	1	0	0	0	423.3	0	1	0	0	1	1	1	1	0	0	0	0	14.36
0	0	0	1	1	0	0	17.1	0	0	0	0	1	1	1	1	0	0	0	1	0.82
1	1	0	1	0	0	0	125.4	0	0	1	0	0	1	0	1	1	1	0	0	4.43
1	1	0	1	0	1	0	94.2	1	0	0	0	0	1	2	0	0	0	0	0	3.39
1	1	0	1	0	0	1	455.4	0	0	0	0	0	2	1	1	1	1	0	0	15.43
0	1	0	2	1	0	0	30.3	0	0	0	0	0	2	1	0	1	0	1	1	1.26
1	1	0	2	0	0	0	59.7	0	0	0	0	0	0	2	1	0	0	0	0	2.24
0	0	0	1	1	0	0	85.8	0	1	0	0	1	0	1	0	0	0	0	0	3.11
2	1	0	0	0	1	1	189.3	0	1	0	0	2	0	0	1	1	0	0	0	6.56
1	1	0	1	1	1	0	259.8	0	1	1	0	2	1	2	0	1	0	0	1	8.91
0	2	0	1	0	2	0	117.6	0	0	0	0	0	0	2	0	0	0	0	1	4.17
1	0	0	0	0	0	0	246.9	0	0	0	0	2	1	1	1	1	1	0	1	8.48
2	1	0	1	0	1	0	190.5	0	0	0	1	2	0	1	0	1	0	0	0	6.6
1	0	0	0	0	0	0	147.3	0	0	0	0	0	1	2	1	0	1	1	0	5.16
2	0	0	0	1	0	0	459.0	1	0	1	0	0	1	1	0	1	0	0	0	15.55
1	0	0	1	0	1	0	215.7	0	0	0	0	0	0	1	0	0	0	2	0	7.44
0	0	0	0	0	0	0	82.5	0	0	1	0	1	1	1	1	0	2	0	0	3.0
0	0	0	0	0	0	1	250.5	0	0	0	0	1	0	2	1	1	0	0	0	8.6
1	1	0	2	0	0	0	178.8	0	0	1	0	0	0	1	1	1	0	0	0	6.21
0	1	0	2	0	1	0	473.7	0	0	0	0	0	1	2	1	0	0	2	0	16.04
0	1	0	1	0	0	0	460.5	2	0	0	0	1	1	1	0	1	0	1	1	15.6
1	1	0	1	0	1	0	409.8	1	0	0	0	0	1	1	0	0	0	0	0	13.91
0	0	0	2	1	0	0	373.2	0	0	0	0	1	0	0	0	0	1	1	1	12.69
1	1	0	1	1	0	0	361.5	0	0	1	0	1	0	1	0	1	1	0	0	12.3
0	0	0	1	0	2	0	334.2	1	0	1	0	2	1	2	0	0	0	0	2	11.39
1	0	0	1	0	0	0	203.7	0	0	0	0	1	0	1	0	1	0	1	0	7.04
0	0	0	1	0	0	0	247.8	0	0	0	0	1	0	0	0	0	1	1	0	8.51
1	0	0	0	0	1	1	194.7	0	0	0	0	0	1	0	1	0	1	1	0	6.74
0	0	0	1	0	0	0	16.5	0	0	0	0	0	1	1	0	0	0	0	0	0.8
1	0	0	0	0	1	1	471.0	1	0	0	0	1	0	0	0	0	0	0	0	15.95
1	0	0	0	0	1	0	60.9	0	0	0	0	0	0	1	0	0	0	0	1	2.28
2	0	0	2	0	1	0	17.4	0	0	0	0	0	1	2	1	0	0	1	1	0.83
0	0	0	1	0	1	0	325.5	0	0	0	0	0	0	0	1	0	0	0	1	11.1
0	0	0	1	1	0	0	204.9	0	0	0	0	0	0	2	1	1	2	1	0	7.08
1	1	0	1	0	0	0	127.5	0	0	0	0	1	2	1	0	1	0	0	0	4.5
1	0	0	0	0	0	0	110.4	0	0	0	0	1	1	0	0	0	1	0	0	3.93
0	1	0	0	0	2	0	447.9	0	0	1	0	0	0	1	1	2	0	1	0	15.18
1	0	0	1	0	1	1	359.4	0	1	0	0	1	0	0	0	0	1	0	0	12.23
1	1	0	0	0	1	0	314.4	0	0	0	1	2	1	1	0	0	0	0	0	10.73
0	0	0	0	0	0	0	87.9	0	0	0	0	0	2	0	1	1	1	0	0	3.18
1	1	0	0	0	0	0	301.5	0	0	0	1	1	0	1	0	2	0	1	0	10.3
1	1	0	2	0	1	0	434.1	1	0	0	0	1	1	1	0	0	0	0	0	14.72
2	1	0	2	0	1	0	407.1	0	0	0	1	0	0	1	1	0	0	0	0	13.82
0	1	0	2	0	0	0	304.5	2	0	0	0	1	0	0	0	0	1	1	0	10.4
1	0	0	1	0	0	0	179.4	1	0	0	0	1	0	1	0	1	0	0	0	6.23
1	0	0	0	0	0	0	12.0	0	0	0	0	2	1	1	0	1	0	0	1	0.65
1	0	0	0	2	1	0	320.1	0	0	0	0	2	0	0	0	0	1	1	1	10.92
1	0	0	1	0	0	0	191.1	1	0	0	0	0	0	1	0	2	1	1	1	6.62
1	0	0	1	0	0	0	424.2	0	0	0	1	1	0	1	0	0	1	1	1	14.39
0	0	0	0	0	0	1	202.5	1	1	0	0	2	0	0	0	0	1	0	1	7.0
1	0	0	2	0	1	0	319.2	0	0	1	0	0	1	0	0	0	0	1	1	10.89
1	0	0	0	0	1	0	155.1	0	0	0	0	0	0	2	1	0	0	0	1	5.42
0	0	0	0	0	0	1	58.5	0	1	1	0	1	0	0	1	0	1	0	2	2.2
2	1	0	0	1	0	0	307.8	0	0	0	1	0	2	0	1	0	0	1	0	10.51
1	0	0	1	1	0	0	364.5	1	0	0	0	1	1	1	0	1	0	0	0	12.4
1	1	0	0	0	2	0	396.9	0	1	0	0	1	1	0	1	0	0	0	0	13.48
1	0	0	2	0	0	0	222.3	0	0	0	1	1	1	2	2	0	0	1	1	7.66
0	0	1	1	1	0	0	226.2	0	0	0	1	1	0	2	0	0	1	0	0	7.79
2	0	0	1	0	0	0	181.5	0	1	0	0	0	1	0	1	0	0	1	0	6.3
1	1	0	0	0	0	0	370.2	0	0	2	0	0	1	1	1	1	1	0	0	12.59
0	0	0	0	0	0	0	198.3	0	0	0	0	1	1	0	0	0	0	0	0	6.86
0	0	0	1	0	0	0	363.0	0	0	1	0	0	1	1	0	1	0	0	0	12.35
1	2	0	2	0	1	0	353.1	0	0	1	0	1	0	1	0	0	1	0	0	12.02
1	0	0	1	0	0	0	373.5	0	0	0	1	0	1	0	1	1	1	1	2	12.7
1	0	0	0	0	0	0	239.1	0	0	0	1	1	0	1	0	0	1	1	1	8.22
1	1	0	2	0	1	0	248.1	0	0	0	0	0	2	0	0	0	0	1	0	8.52
1	1	0	2	0	1	0	456.6	0	0	1	0	0	0	1	0	0	0	0	0	15.47
1	0	0	1	0	0	0	86.1	2	1	0	0	0	1	0	1	1	1	1	1	3.12
1	0	0	1	0	0	0	236.7	0	0	0	0	0	0	2	0	0	0	0	0	8.14
0	1	0	0	0	1	0	197.1	0	0	0	1	0	0	0	0	1	0	0	1	6.82
1	1	0	0	1	0	0	293.7	0	0	0	0	2	0	1	1	0	0	0	0	10.04
1	0	0	1	1	0	0	169.8	1	1	0	0	0	1	1	0	1	0	1	0	5.91
1	1	0	2	0	0	0	377.4	0	1	1	0	0	2	1	0	0	0	0	0	12.83
1	1	0	1	0	0	0	36.9	1	0	0	0	0	1	0	0	0	0	0	1	1.48
1	1	0	1	0	1	0	296.7	1	0	0	0	0	0	1	0	1	0	0	1	10.14
1	0	0	2	0	1	0	368.4	0	0	1	0	1	0	2	1	1	1	1	1	12.53
1	1	0	1	0	0	0	106.5	0	0	1	0	1	1	2	1	1	0	1	0	3.8
1	0	0	2	0	0	0	316.8	1	1	0	0	1	1	1	0	1	1	0	0	10.81
1	1	0	0	0	1	0	302.7	0	0	0	1	0	0	2	0	1	0	1	0	10.34
0	0	0	2	0	0	1	237.0	1	1	0	0	1	1	2	0	0	0	1	1	8.15
0	1	0	1	0	0	0	291.3	1	0	0	0	0	0	0	0	0	1	0	0	9.96
1	0	0	0	0	0	0	285.3	1	0	0	0	0	0	0	0	0	0	1	1	9.76
0	0	0	2	0	0	0	306.9	0	0	0	0	0	1	0	1	0	1	0	0	10.48
1	0	0	1	0	0	0	372.0	0	0	1	0	1	1	2	1	1	1	1	1	12.65
1	1	0	2	0	0	1	303.0	1	0	0	0	1	1	0	2	1	0	0	0	10.35
1	1	0	0	0	1	0	346.8	0	0	1	0	0	0	1	0	0	1	0	0	11.81
1	0	0	2	0	0	0	187.2	0	0	0	0	0	0	1	0	0	0	0	0	6.49
1	1	0	1	0	0	0	102.9	0	0	1	0	1	0	0	1	0	0	0	0	3.68
1	1	0	1	0	1	0	207.3	0	0	0	0	1	0	2	0	0	1	0	1	7.16
1	1	0	0	0	1	0	370.8	0	0	0	1	1	1	2	1	1	1	0	0	12.61
0	1	0	0	0	0	0	78.6	1	1	1	0	1	1	1	0	0	0	1	0	2.87
0	0	0	0	0	1	0	409.2	0	0	1	0	1	0	2	0	0	0	0	0	13.89
1	1	0	1	0	1	0	452.1	0	0	0	0	1	0	1	1	1	0	0	1	15.32
2	1	0	2	0	0	0	38.7	0	0	1	1	1	1	2	0	0	0	0	0	1.54
2	0	0	1	0	0	0	383.1	0	0	2	0	1	0	1	0	1	1	0	0	13.02
0	0	0	0	0	0	0	462.9	0	1	0	0	2	1	1	0	1	1	1	1	15.68
0	0	0	1	1	0	0	393.0	0	0	0	0	1	0	1	0	0	1	1	0	13.35
1	1	0	0	0	0	0	217.5	0	0	0	1	0	1	2	1	0	0	0	0	7.5
2	0	0	2	0	1	0	19.5	0	0	1	0	1	0	0	0	0	0	1	0	0.9
2	1	0	1	0	0	0	364.8	0	1	0	0	1	1	0	0	1	0	0	0	12.41
0	0	0	1	0	1	0	365.4	0	0	0	0	1	1	1	0	0	0	0	1	12.43
0	0	1	0	0	1	0	351.0	0	0	0	0	0	1	2	0	0	1	1	0	11.95
0	0	0	0	0	2	0	182.1	0	0	0	1	1	1	1	0	0	0	0	0	6.32
0	1	0	1	0	0	0	149.1	0	0	1	0	0	1	0	0	0	0	1	0	5.22
1	1	0	1	0	0	0	252.3	0	0	1	0	1	1	1	1	0	1	1	0	8.66
0	0	1	1	0	1	0	291.6	0	0	1	0	1	0	0	0	0	1	0	0	9.97
2	1	0	1	0	1	0	46.2	0	1	0	0	2	0	2	0	0	0	0	0	1.79
0	0	0	1	0	0	0	444.3	0	0	0	0	1	1	1	1	1	1	0	2	15.06
0	1	0	1	0	2	0	157.8	0	0	0	0	0	1	1	0	0	0	1	1	5.51
0	0	0	1	0	0	1	225.9	0	1	1	0	0	2	2	2	1	1	1	0	7.78
0	0	0	0	0	0	0	83.4	1	0	0	0	1	0	0	0	0	0	0	0	3.03
0	1	0	0	0	1	0	310.2	0	0	1	0	0	0	0	0	0	0	0	1	10.59
0	0	0	1	0	1	1	304.8	0	1	0	0	1	1	2	0	1	2	1	0	10.41
1	2	0	2	0	2	1	61.8	0	0	1	0	2	0	0	1	0	0	0	1	2.31
0	0	0	1	0	0	0	290.7	0	0	0	0	1	0	0	0	0	0	0	1	9.94
1	0	0	1	0	0	1	189.9	1	1	0	0	1	1	0	0	0	0	0	0	6.58
0	1	0	1	0	0	0	478.2	0	0	0	0	0	0	1	1	0	1	1	1	16.19
1	1	0	1	0	0	0	449.1	0	0	2	0	0	0	0	0	1	0	0	1	15.22
1	1	0	1	0	0	0	195.3	0	0	0	1	1	1	1	0	0	1	0	2	6.76
0	0	0	1	0	1	0	397.8	0	0	0	0	0	1	1	1	2	0	0	0	13.51
1	0	0	1	0	0	0	281.1	1	0	0	0	2	0	0	0	2	0	0	0	9.62
1	0	0	0	0	1	0	94.8	0	0	1	0	0	0	0	0	0	0	0	0	3.41
0	1	0	1	1	0	0	295.5	0	0	0	0	1	0	1	0	0	1	0	0	10.1
1	0	0	1	0	1	0	462.6	1	0	0	0	0	0	0	0	1	0	0	0	15.67
0	0	0	1	0	1	0	212.1	0	0	1	0	1	1	0	0	1	0	0	0	7.32
0	1	0	1	0	0	0	143.7	0	0	0	0	1	1	1	0	0	2	0	0	5.04
0	1	0	1	1	1	1	263.4	0	0	1	0	1	1	1	1	0	1	1	0	9.03
0	0	0	1	0	0	0	9.0	0	1	0	0	2	1	0	0	2	1	1	1	0.55
0	0	0	1	0	1	0	454.5	1	0	0	0	0	0	0	1	1	0	1	0	15.4
1	1	0	1	0	0	0	282.0	0	0	0	0	1	0	2	0	0	0	0	1	9.65
0	0	0	0	0	1	0	311.7	0	0	0	0	0	0	1	0	0	1	0	0	10.64
0	0	0	0	0	0	0	43.5	0	0	0	0	0	1	0	0	0	0	0	0	1.7
1	0	0	1	1	0	0	270.9	0	0	1	0	0	2	2	1	0	0	0	0	9.28
2	0	0	2	0	0	0	205.5	0	0	0	0	0	1	2	1	0	1	0	1	7.1
2	0	1	2	0	0	1	153.9	1	0	0	0	0	1	2	0	0	0	0	0	5.38
0	1	0	2	0	0	0	59.4	0	0	0	0	0	1	0	0	0	0	0	1	2.23
1	0	0	1	0	0	0	245.1	1	1	1	0	0	1	1	0	1	0	0	1	8.42
1	2	0	1	1	0	0	332.4	0	0	1	0	0	0	2	1	1	1	0	1	11.33
1	0	0	1	0	0	0	52.2	0	0	0	0	0	0	2	1	1	0	0	0	1.99
0	0	0	1	0	1	0	99.6	1	0	0	0	1	1	1	2	0	1	0	0	3.57
0	0	0	1	0	0	0	251.7	0	0	0	0	0	1	1	0	0	1	0	0	8.64
0	1	0	1	0	0	0	419.7	0	0	1	0	0	0	1	0	0	1	0	0	14.24
2	1	0	0	0	0	1	143.1	0	0	1	0	0	1	2	0	1	2	0	1	5.02
0	0	0	1	0	0	0	408.9	1	0	2	0	0	0	0	1	0	1	0	1	13.88
0	0	0	2	0	1	0	363.6	0	0	1	0	0	1	2	1	0	0	1	0	12.37
0	0	0	1	1	0	0	224.4	0	0	0	0	1	0	1	0	1	1	0	0	7.73
1	1	0	0	1	0	0	91.8	1	0	0	0	1	1	1	1	0	0	0	0	3.31
2	0	0	1	1	0	1	245.4	0	0	0	0	1	1	1	0	0	1	0	0	8.43
2	0	0	0	0	0	0	443.1	1	0	0	0	1	1	2	0	0	0	0	0	15.02
1	1	0	1	0	0	0	103.5	0	0	1	0	2	0	0	1	0	1	1	1	3.7
0	0	0	0	0	1	0	152.4	0	0	0	1	0	0	1	0	0	0	0	0	5.33
0	0	0	0	0	2	0	380.4	0	0	0	0	1	2	1	0	1	1	1	1	12.93
0	0	0	1	0	0	0	117.3	1	0	0	0	0	0	1	2	0	0	0	1	4.16
1	0	0	1	0	0	0	188.1	0	0	0	0	0	0	2	1	1	0	0	0	6.52
0	1	0	1	1	0	0	405.9	0	1	1	0	0	1	1	0	1	0	0	1	13.78
0	0	0	1	0	0	0	116.1	1	0	0	0	0	1	1	2	0	1	1	1	4.12
0	0	0	2	0	1	0	450.9	0	0	1	0	0	1	1	0	1	0	1	0	15.28
0	0	0	1	1	0	0	108.3	0	0	0	0	1	0	0	0	1	0	1	0	3.86
0	0	0	0	1	0	0	374.1	0	0	1	0	1	0	0	1	1	1	1	0	12.72
1	0	0	1	1	1	0	118.8	0	0	0	0	1	0	1	0	0	0	0	1	4.21
1	0	0	1	1	0	0	212.4	0	0	0	0	1	1	1	0	1	0	1	0	7.33
0	0	0	1	0	0	1	18.3	0	0	0	0	0	0	1	0	1	1	1	0	0.86
0	0	0	1	0	0	0	32.4	0	0	0	0	0	0	2	0	1	1	0	0	1.33
0	1	0	2	0	1	0	289.5	0	0	0	0	1	2	1	1	1	0	1	1	9.9
2	0	0	1	0	1	0	29.1	0	0	1	1	0	0	1	2	1	1	1	1	1.22
1	2	0	0	0	1	0	453.0	0	0	0	0	0	1	0	0	0	0	1	0	15.35
1	1	0	0	0	1	0	37.2	0	0	0	0	1	0	0	0	1	0	1	2	1.49
0	2	0	1	0	0	0	236.4	0	1	0	0	0	1	2	1	1	1	2	1	8.13
0	0	0	0	0	0	0	84.3	0	1	0	0	1	0	2	0	0	0	0	0	3.06
1	1	0	1	0	0	0	473.4	0	0	0	0	1	0	1	0	0	1	1	1	16.03
0	0	0	1	0	1	1	366.6	0	0	0	1	1	1	1	0	1	1	1	0	12.47
0	1	0	2	0	1	1	477.9	1	0	0	0	1	1	1	2	0	0	0	0	16.18
2	0	0	1	0	0	0	159.3	0	0	0	0	1	1	1	0	0	0	1	1	5.56
0	1	0	1	0	0	0	155.4	1	0	0	0	1	0	0	0	0	0	1	0	5.43
0	0	0	0	0	0	0	321.9	0	0	1	0	1	0	0	1	1	1	0	0	10.98
1	0	0	2	0	0	1	170.4	1	0	0	1	1	0	0	0	0	0	1	0	5.93
0	0	0	1	0	0	0	93.9	0	0	0	0	1	1	1	1	1	1	0	0	3.38
0	0	0	0	0	1	0	160.2	0	0	0	0	0	2	1	0	0	0	1	2	5.59
0	0	0	2	0	0	0	111.6	0	1	0	0	1	0	1	0	0	0	0	1	3.97
0	1	0	2	0	0	0	347.1	0	0	1	0	0	0	0	0	1	0	2	1	11.82
0	0	0	0	0	2	0	194.1	0	0	0	0	0	1	1	0	2	0	0	0	6.72
0	1	0	2	1	1	0	109.8	0	0	1	0	1	1	1	0	1	0	1	1	3.91
2	0	0	1	0	1	0	48.6	1	0	0	0	0	0	0	0	0	0	0	0	1.87
2	1	0	0	0	1	0	336.3	0	1	0	0	0	1	1	1	1	1	0	1	11.46
0	0	0	1	0	1	0	244.5	0	0	0	0	1	0	0	0	0	0	0	2	8.4
1	0	0	0	0	0	1	465.0	1	0	0	0	1	0	0	0	0	0	1	1	15.75
1	0	0	0	0	0	0	400.8	0	0	0	0	1	0	1	1	0	0	1	0	13.61
1	1	0	1	0	1	0	144.9	0	0	0	0	0	0	1	0	1	0	2	2	5.08
0	0	0	1	0	1	1	35.1	0	1	0	0	0	1	2	1	1	1	1	1	1.42
0	0	0	1	0	2	0	256.5	0	0	0	0	1	0	2	2	0	0	0	0	8.8
1	0	0	1	0	0	1	192.3	0	0	0	0	0	0	2	0	0	0	0	0	6.66
0	1	0	2	0	0	0	334.5	0	0	0	0	0	1	1	1	0	0	0	1	11.4
2	1	0	0	0	1	0	308.7	1	0	1	0	1	2	2	1	1	0	0	1	10.54
1	2	0	1	0	1	0	362.7	0	0	0	0	1	0	0	1	0	0	0	1	12.34
0	0	0	0	0	1	0	194.4	1	0	0	0	1	0	0	0	0	0	0	0	6.73
0	2	0	1	0	1	1	117.0	0	0	0	0	0	0	0	0	0	0	1	1	4.15
1	1	0	1	0	1	0	195.9	0	2	0	1	1	1	0	1	1	0	1	1	6.78
0	0	0	1	0	1	0	121.5	1	1	0	0	1	0	1	1	0	1	0	0	4.3
2	0	0	0	0	2	0	86.4	0	0	0	0	0	1	1	0	0	0	0	1	3.13
2	0	0	1	1	2	1	477.0	0	0	0	0	1	0	1	0	1	0	0	0	16.15
1	1	0	1	1	0	0	13.8	0	0	1	0	0	1	1	1	0	0	2	1	0.71
0	1	0	2	0	0	1	411.0	0	2	0	0	1	1	1	0	0	0	0	0	13.95
0	1	0	2	0	0	0	249.3	0	0	1	0	2	0	1	1	0	1	1	0	8.56
1	1	0	0	0	1	0	318.0	0	0	0	0	1	1	1	0	0	1	0	0	10.85
1	0	0	1	0	0	0	367.5	0	0	0	0	1	2	0	0	1	0	1	2	12.5
1	0	0	2	0	1	0	387.6	0	0	0	1	1	0	1	0	1	0	0	0	13.17
0	0	0	1	0	0	0	472.2	1	0	0	0	0	0	2	0	0	0	1	1	15.99
1	0	0	1	0	0	1	415.8	0	2	2	0	2	1	1	0	1	1	0	0	14.11
1	0	0	1	0	1	0	337.2	1	0	1	0	0	1	0	0	0	0	0	0	11.49
0	0	0	1	0	0	0	342.0	0	0	0	0	1	0	1	1	0	1	1	0	11.65
0	0	0	2	0	0	0	114.0	0	2	0	0	1	1	1	0	0	1	0	0	4.05
0	1	0	1	0	0	0	137.7	0	0	0	0	0	1	0	1	0	0	1	0	4.84
1	0	1	0	0	0	0	193.8	0	0	0	0	0	1	0	0	0	0	0	0	6.71
2	0	0	2	2	1	0	246.3	2	0	0	0	1	1	0	2	0	0	0	0	8.46
0	0	1	1	0	0	0	90.3	1	0	0	0	2	1	2	0	0	0	0	2	3.26
2	0	0	0	0	0	0	262.2	0	0	0	0	1	1	1	0	0	1	1	0	8.99
2	0	0	0	0	0	1	320.4	0	0	0	0	2	0	0	1	0	2	0	0	10.93
0	1	0	0	0	0	1	42.3	0	0	1	0	2	0	2	1	0	0	0	0	1.66
2	0	1	0	0	0	0	440.7	0	1	0	0	1	0	0	0	0	1	1	0	14.94
0	1	0	1	0	0	0	114.3	0	0	0	0	0	0	0	1	0	1	0	1	4.06
1	0	0	1	0	0	0	288.6	0	0	1	0	1	0	1	0	1	1	0	0	9.87
0	1	0	1	0	1	0	229.2	0	0	0	2	0	0	0	0	0	0	0	0	7.89
0	0	0	0	0	0	0	406.2	0	0	0	0	1	0	0	0	0	1	0	1	13.79
