N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
0.554	20.35	2.09	58	107.8	0.62939768	5.1894	3.973	30	4.718	4.573435061	1.38	159.0	6.25879536
0.410	205.84	3.93	17	103.9	14.01122731	6.3208	3.092	36	1.926	1.786297989	0.61	63.0	33.02245461
0.385	285.40	1.86	34	85.1	19.6650699	9.2623	3.927	49	0.114	1.833170178	2.86	39.0	44.33013979
0.669	171.26	4.13	35	65.2	4.107292849	8.3205	3.376	48	3.961	3.775823128	2.12	41.0	13.2145857
0.965	728.13	4.49	98	133.8	47.26657829	3.1468	2.158	18	4.936	1.066897317	2.64	141.0	99.53315658
0.300	189.74	1.59	24	156.2	13.2264471	1.4207	3.299	24	4.787	0.349851845	0.80	159.0	31.4528942
0.384	182.28	2.82	99	198.8	30.45185585	1.3472	0.514	38	2.937	1.725116522	2.27	9.0	65.9037117
0.735	474.81	1.19	27	153.9	23.16390894	3.9656	3.030	33	1.888	4.208642214	4.16	168.0	51.32781789
0.267	612.20	2.73	3	161.8	27.1297042	1.1224	3.127	30	0.643	2.558333715	2.70	103.0	59.25940839
0.369	525.98	3.50	78	100.5	10.58063952	1.1721	0.760	21	4.511	2.343725012	1.47	38.0	26.16127905
0.943	690.28	3.93	1	139.9	8.886091782	2.3091	3.758	18	3.826	4.490020036	4.77	185.0	22.77218356
0.165	25.19	2.33	20	81.1	30.42312296	2.8901	1.661	41	3.020	0.391842332	2.47	158.0	65.84624592
0.381	587.75	4.22	7	66.0	4.899421309	8.0508	0.734	28	1.295	2.586599575	2.06	196.0	14.79884262
0.284	608.60	0.48	25	2.8	33.87492009	5.0649	3.413	41	0.999	3.561893072	3.93	157.0	72.74984019
0.228	479.17	3.37	34	28.4	22.3218161	7.1392	2.828	46	3.159	4.081946217	3.77	140.0	49.64363221
0.248	630.10	2.95	98	120.5	49.60029342	9.9578	2.934	44	3.998	2.013998615	0.30	38.0	104.2005868
0.593	448.23	0.35	98	36.7	20.41205815	6.9596	0.019	34	2.703	0.907658978	0.53	18.0	45.82411629
0.078	464.76	1.57	25	32.2	5.787588924	8.8408	4.865	11	3.140	2.563179957	3.36	81.0	16.57517785
0.165	222.61	2.51	5	7.6	39.43706907	1.7020	2.803	44	2.993	3.296053638	3.43	4.0	83.87413814
0.987	454.75	2.97	31	1.1	34.58002354	4.5703	2.399	26	3.386	1.818510308	1.57	3.0	74.16004709
0.514	606.85	4.10	58	152.1	13.26097824	3.7268	3.113	12	0.765	2.757993735	1.93	6.0	31.52195648
0.444	449.98	0.04	18	165.1	18.4005288	1.1693	1.003	30	4.295	1.650997994	2.64	28.0	41.8010576
0.746	354.36	0.90	38	47.2	25.07933131	6.8331	2.179	43	2.871	0.244339653	3.52	119.0	55.15866263
0.687	627.62	0.26	31	161.6	18.2538815	1.5752	1.721	40	0.182	4.192127439	4.64	133.0	41.50776301
0.667	330.47	0.63	63	34.2	8.753416364	2.0744	2.594	18	1.181	2.192514041	3.25	141.0	22.50683273
0.249	382.17	4.47	70	123.6	25.57734341	2.6203	4.752	50	4.311	1.28245418	2.34	135.0	56.15468682
0.988	376.63	3.96	57	161.9	38.54733319	1.5022	3.563	47	2.226	4.996359339	3.33	146.0	82.09466638
0.482	85.31	2.02	17	81.9	31.6830701	1.4588	4.724	7	2.178	3.271095347	3.55	90.0	68.36614019
0.947	677.55	0.74	8	85.3	29.40568409	2.2588	1.004	21	2.946	1.694198407	0.45	192.0	63.81136817
0.497	406.65	2.44	15	137.0	44.82051251	2.6327	3.226	36	3.059	4.02279897	0.54	123.0	94.64102502
0.735	705.30	3.77	50	115.7	26.33476498	6.1253	2.512	41	4.856	0.321960279	2.18	102.0	57.66952996
0.377	758.06	0.40	89	152.3	30.9664106	3.9849	3.666	26	0.722	3.837337484	4.96	4.0	66.93282119
0.924	395.68	0.82	56	189.6	2.414642409	3.6881	3.815	17	1.777	0.061810218	2.84	129.0	9.829284818
0.435	548.72	2.29	6	172.2	45.46276003	3.6410	3.640	22	0.399	1.169344851	4.42	71.0	95.92552006
0.106	247.35	0.53	1	126.0	46.10011151	6.3183	4.159	49	4.624	1.509903966	0.30	92.0	97.20022302
0.577	78.43	1.25	55	173.4	21.50528658	6.6944	3.633	20	4.495	0.631512319	0.69	199.0	48.01057317
0.294	39.06	3.53	71	191.0	2.593205477	9.3905	1.785	15	0.829	4.82768082	0.60	96.0	10.18641095
0.298	59.34	3.75	10	4.6	19.31033896	1.6956	0.871	38	0.580	2.415144251	0.69	121.0	43.62067792
0.296	743.95	3.14	20	161.6	48.89784451	2.1908	4.340	26	4.544	1.304206507	0.52	82.0	102.795689
0.991	675.25	3.39	76	149.6	6.461364528	6.2062	1.856	34	1.866	3.077097916	1.21	109.0	17.92272906
0.292	553.68	4.42	59	13.5	39.30671914	5.5411	4.633	19	1.726	4.544283683	4.85	39.0	83.61343829
0.489	271.78	1.53	86	190.4	49.72184165	1.6384	4.648	23	1.658	2.998442058	1.30	186.0	104.4436833
0.688	93.18	0.86	20	66.3	31.95610551	0.6596	2.335	12	3.891	4.799505137	4.86	121.0	68.91221101
0.294	316.10	0.81	92	37.3	39.01048908	9.6964	0.979	5	0.682	0.854696818	3.65	113.0	83.02097816
0.364	779.28	1.84	20	1.2	43.23016761	6.7645	1.843	28	1.464	0.893848944	2.69	137.0	91.46033522
0.125	328.84	4.42	34	19.2	25.73551984	4.5787	3.927	50	4.598	4.364017139	0.34	94.0	56.47103969
0.959	328.67	2.00	65	195.6	2.264513507	2.6148	3.609	49	4.391	4.30972378	3.61	112.0	9.529027013
0.433	479.17	1.46	100	127.0	39.58945251	6.4393	1.115	6	3.501	0.50382296	4.95	143.0	84.17890503
0.847	5.83	0.70	81	27.8	2.262236323	6.5851	0.120	26	0.223	3.912888052	0.21	3.0	9.524472646
0.238	732.79	1.33	13	159.3	19.97142649	7.6394	0.041	37	1.992	4.883355184	4.62	154.0	44.94285299
0.497	472.83	0.94	48	84.4	37.61836071	9.7204	0.897	20	4.669	4.550820111	0.67	38.0	80.23672142
0.109	445.58	1.61	96	154.0	18.9001422	8.4184	1.076	10	1.031	0.586720497	3.71	79.0	42.80028441
0.265	430.24	0.01	31	176.0	48.94956099	5.5882	3.281	47	4.888	4.829729274	4.52	59.0	102.899122
0.601	649.58	2.50	14	74.3	47.6021533	3.1649	3.747	23	4.726	4.405173552	2.09	92.0	100.2043066
0.811	271.01	2.91	83	13.4	34.31123018	8.2086	2.684	35	2.000	4.797594334	2.98	43.0	73.62246037
0.650	492.75	0.83	18	138.3	25.23737158	2.3037	1.173	19	4.402	4.498816946	2.62	9.0	55.47474317
0.179	338.15	2.35	25	134.0	6.427815844	3.6359	4.806	15	1.186	1.013723378	4.16	65.0	17.85563169
0.093	424.03	3.63	23	151.9	21.01364865	4.3535	4.812	15	1.226	3.151101045	2.15	168.0	47.0272973
0.862	785.95	4.09	41	127.4	4.520256853	6.0968	0.610	50	2.741	2.120990111	2.58	82.0	14.04051371
0.393	145.04	3.91	48	25.3	24.2446544	2.5187	1.129	27	0.407	1.309664818	2.06	17.0	53.48930881
0.748	42.79	0.46	32	110.4	18.92391703	1.9974	2.397	8	2.637	1.848872306	4.83	83.0	42.84783406
0.911	664.39	3.29	45	21.8	37.52829579	0.6674	3.117	11	4.068	2.710147495	4.24	60.0	80.05659159
0.932	700.75	1.62	91	2.8	32.03356793	6.0180	4.523	38	0.020	3.744740985	1.04	140.0	69.06713586
0.812	383.33	3.23	27	114.8	3.552582708	8.9953	3.235	10	0.763	1.893977672	4.23	52.0	12.10516542
0.354	664.76	3.17	89	42.3	41.49338861	6.6261	3.845	44	4.472	2.827594833	3.97	89.0	87.98677722
0.252	435.34	3.39	25	161.6	6.184651789	2.8604	1.483	46	1.265	1.045231239	2.34	93.0	17.36930358
0.138	542.90	0.85	93	16.3	40.48906448	6.9655	4.669	12	2.900	0.822824907	4.20	140.0	85.97812895
0.014	593.48	0.05	52	70.8	19.11829167	9.1030	0.091	47	4.903	2.098687441	4.89	40.0	43.23658334
0.759	228.38	1.09	90	173.7	9.368876227	5.4804	3.650	30	4.127	1.361827908	4.04	179.0	23.73775245
0.269	282.23	3.26	82	68.2	8.730863494	5.1518	1.675	16	2.163	2.147063071	4.81	7.0	22.46172699
0.617	768.28	4.58	2	191.2	30.10981549	9.4929	4.897	43	4.772	1.485372365	4.40	114.0	65.21963097
0.672	119.22	4.26	100	142.9	23.15250269	7.3702	0.369	42	2.994	2.571611238	3.72	137.0	51.30500537
0.193	253.32	0.59	89	166.5	38.1883658	9.9442	3.410	18	0.555	1.573775427	3.29	135.0	81.37673159
0.045	283.54	3.05	11	94.9	7.790684694	5.6728	3.838	36	0.320	4.01362678	3.24	97.0	20.58136939
0.338	762.05	2.57	18	180.2	24.02584792	8.8664	0.027	45	2.515	4.231242148	3.26	57.0	53.05169584
0.518	383.07	2.16	2	97.1	8.106568495	0.3638	4.596	16	4.842	3.083702391	2.43	66.0	21.21313699
0.539	790.79	1.37	83	132.9	39.18723126	6.1365	1.409	44	4.480	0.368550996	2.72	60.0	83.37446252
0.152	689.01	2.92	37	114.5	22.60503116	6.4407	2.069	12	2.197	1.460986154	1.66	165.0	50.21006233
0.594	13.06	1.07	94	27.0	49.26366872	5.5569	0.848	48	2.771	3.9157819	0.40	143.0	103.5273374
0.869	158.68	0.88	78	54.0	32.45778537	4.8902	2.224	21	1.831	0.561344835	2.39	39.0	69.91557074
0.472	314.14	2.79	72	195.5	39.1074438	8.0822	2.766	12	3.113	1.869652158	1.08	94.0	83.2148876
0.911	536.62	3.13	11	175.4	26.49549017	7.0015	3.638	20	2.611	3.062702503	3.30	87.0	57.99098033
0.423	161.81	2.87	83	124.4	26.60097608	8.0355	1.328	37	2.090	3.410413302	4.38	90.0	58.20195217
0.289	304.67	1.29	48	74.8	10.72927466	5.2141	0.665	12	3.953	2.89282009	3.20	166.0	26.45854932
0.242	327.44	0.97	9	126.1	4.225561984	2.6139	0.236	41	4.635	1.173174567	2.41	127.0	13.45112397
0.407	149.44	3.66	93	171.8	37.9405026	6.7742	4.380	24	4.393	0.330071022	1.08	166.0	80.8810052
0.100	542.35	2.56	54	11.5	19.21924875	4.5579	2.688	18	4.914	4.402234076	2.21	118.0	43.4384975
0.122	391.12	1.30	52	71.7	4.205322101	2.9895	2.428	43	1.282	2.003114748	0.30	11.0	13.4106442
0.475	679.25	2.42	32	124.3	31.68716885	1.2658	4.074	33	3.133	2.401468933	4.26	33.0	68.37433771
0.474	505.54	1.78	28	136.1	28.94650493	4.9827	4.953	12	0.781	3.770284652	1.74	156.0	62.89300987
0.116	623.79	3.02	55	83.2	17.50256396	6.5897	2.564	39	3.387	3.926803174	0.45	3.0	40.00512793
0.085	319.57	1.38	64	25.6	43.889146	5.6269	0.029	18	3.694	1.069116067	1.78	47.0	92.77829199
0.355	599.88	2.36	40	41.4	42.00773279	7.3522	3.831	36	3.104	1.581314632	2.68	120.0	89.01546557
0.720	145.89	4.03	75	14.8	17.76826853	3.8292	1.655	36	0.156	1.693975173	1.79	39.0	40.53653706
0.367	45.53	2.12	49	34.9	48.60218318	5.0658	4.333	46	1.204	2.520735737	0.55	0.0	102.2043664
0.917	345.64	3.90	63	178.5	46.27314537	6.2692	4.430	35	1.455	2.211996217	3.30	75.0	97.54629075
0.855	335.73	3.20	39	39.0	6.634452944	6.8761	4.165	49	4.590	4.657647893	2.13	181.0	18.26890589
0.881	130.79	0.99	66	12.7	45.49437057	6.3484	2.427	7	1.723	2.598260203	4.19	4.0	95.98874114
0.696	624.00	3.62	26	176.6	6.677554135	2.2890	0.520	32	3.041	4.726186974	3.31	61.0	18.35510827
0.746	303.46	0.52	84	147.3	3.152967796	3.5627	1.024	26	3.998	1.300741011	0.95	5.0	11.30593559
0.984	37.25	2.31	98	143.4	44.35084422	6.7472	4.881	49	4.392	0.063047521	0.25	183.0	93.70168843
0.132	482.93	1.95	91	185.1	4.649374887	4.1714	1.518	9	2.151	0.209907473	4.88	98.0	14.29874977
0.782	29.10	1.01	98	188.8	4.075118406	5.3825	3.161	38	0.675	4.629099939	0.31	194.0	13.15023681
0.948	760.90	1.05	26	173.3	4.769646753	3.1760	1.656	45	0.900	0.918697582	3.59	197.0	14.53929351
0.366	232.42	1.65	6	137.0	3.257887583	1.6274	2.423	10	2.504	1.86568486	3.81	116.0	11.51577517
0.019	733.48	2.48	76	82.5	11.30406138	1.7611	2.088	27	4.189	4.972314211	2.06	192.0	27.60812277
0.462	210.32	2.02	37	90.9	44.65987775	6.2480	4.430	14	2.120	1.169149482	3.28	63.0	94.3197555
0.387	245.96	1.05	28	138.5	26.00337259	9.7352	0.060	15	0.456	1.613003581	2.06	62.0	57.00674519
0.965	125.52	2.54	24	142.4	35.11111192	0.1353	0.564	48	1.670	3.175709248	1.53	139.0	75.22222384
0.683	283.29	3.56	43	150.2	24.57918721	5.7216	4.704	7	3.979	0.877373893	0.36	62.0	54.15837441
0.718	533.32	1.71	55	87.1	41.50224693	9.5469	2.459	44	0.147	1.462167852	2.76	115.0	88.00449387
0.099	381.10	2.57	40	104.2	1.842899633	5.2956	3.054	7	2.647	0.565350469	2.44	115.0	8.685799266
0.875	399.31	1.75	55	61.1	7.367824521	9.0485	4.922	30	3.458	2.892097915	4.88	69.0	19.73564904
0.272	110.38	0.53	13	95.6	26.83217817	3.2774	3.346	47	1.765	2.020601867	4.33	53.0	58.66435634
0.528	37.13	3.47	18	70.7	12.66250865	8.2503	1.469	50	4.987	1.461534872	1.94	35.0	30.3250173
0.915	248.91	2.74	19	38.6	31.64372718	9.1688	1.286	16	0.230	3.670647283	1.98	118.0	68.28745436
0.460	251.38	2.79	28	82.8	44.02392008	3.8787	2.555	10	0.883	3.896351157	3.47	35.0	93.04784015
0.999	124.48	1.81	78	148.2	4.03850516	2.5385	2.607	50	1.292	1.387076018	4.73	178.0	13.07701032
0.343	711.59	4.01	47	149.4	44.08177697	0.9893	0.114	38	2.344	0.918662745	0.67	5.0	93.16355394
0.510	710.39	0.07	91	178.4	33.20889208	6.1596	1.079	20	2.797	3.50049661	2.16	111.0	71.41778417
0.094	788.55	3.32	3	122.8	23.43805712	2.8266	0.249	15	1.804	0.065141599	2.79	28.0	51.87611424
0.484	134.28	1.55	45	6.7	40.67162895	3.0196	4.702	8	4.958	4.558189797	3.71	86.0	86.3432579
0.638	39.45	2.02	33	124.3	40.79656806	5.7748	3.106	8	2.366	4.936430024	1.23	26.0	86.59313611
0.533	29.03	0.44	19	83.5	9.454014727	6.9009	0.638	29	4.348	4.360099594	3.08	129.0	23.90802945
0.128	744.82	2.25	89	39.4	43.95543333	9.8550	3.581	28	2.134	2.36609162	2.39	48.0	92.91086666
0.324	203.80	3.18	21	33.5	45.52541015	1.1848	2.875	48	1.968	1.03359008	0.93	5.0	96.0508203
0.467	251.66	2.38	47	96.6	15.34178302	6.2197	2.882	24	0.632	2.168141656	3.74	39.0	35.68356604
0.673	164.04	0.90	49	120.4	44.73549869	8.1504	3.910	30	1.974	1.951927386	0.51	70.0	94.47099738
0.276	375.67	3.33	80	4.2	44.1050172	6.0739	2.560	26	0.197	4.667838758	2.60	157.0	93.21003441
0.089	119.57	3.41	64	97.4	26.72144852	8.4142	1.831	49	1.737	1.292489281	1.76	45.0	58.44289705
0.734	501.82	0.40	65	37.1	42.1873055	7.3665	2.931	24	1.457	2.844835546	4.32	89.0	89.374611
0.807	22.07	4.13	10	22.2	30.76194622	7.6476	1.914	21	2.357	0.476771085	2.05	193.0	66.52389243
0.788	485.92	4.86	67	103.6	31.86530499	5.1983	0.591	24	1.754	2.69842047	1.43	196.0	68.73060998
0.259	495.08	2.70	87	82.3	48.07857764	5.5006	1.776	11	2.553	0.683907163	2.44	145.0	101.1571553
0.028	563.31	4.93	54	52.0	45.76698612	4.6547	4.727	12	3.859	3.777813933	3.96	101.0	96.53397224
0.669	689.64	3.06	23	3.8	26.40844613	6.7646	3.025	13	4.752	1.578057063	4.89	12.0	57.81689225
0.029	529.60	2.88	98	87.2	45.90700614	0.8041	4.607	35	1.787	3.91224909	1.51	78.0	96.81401228
0.481	764.56	0.66	55	187.7	36.82080411	5.4599	0.806	34	1.704	0.010688195	3.76	87.0	78.64160822
0.146	514.20	4.31	4	191.1	10.76382592	6.4132	4.037	12	4.406	4.317551228	3.77	78.0	26.52765183
0.302	370.88	0.25	37	18.0	49.79869336	8.7218	3.718	16	3.070	0.819139171	1.24	192.0	104.5973867
0.414	367.91	0.02	18	88.8	28.56670017	7.8406	3.088	28	2.045	0.160494723	2.47	112.0	62.13340033
0.889	367.81	1.93	85	107.7	16.78343501	7.6373	4.909	8	3.368	2.23720143	2.03	99.0	38.56687002
0.939	406.50	1.78	36	60.7	45.40462802	9.4197	0.365	14	4.882	2.484841204	4.60	108.0	95.80925604
0.580	107.84	0.78	43	70.4	43.46317552	8.1602	4.094	34	2.982	1.006170461	2.29	19.0	91.92635105
0.828	339.68	3.25	75	190.7	37.05768154	7.4295	3.157	16	4.999	4.563570186	0.21	95.0	79.11536307
0.833	543.27	1.09	93	185.1	8.623573426	5.0620	3.473	12	2.992	2.026910533	0.28	95.0	22.24714685
0.897	546.11	2.87	96	69.0	10.14741811	7.3058	1.872	42	4.000	3.69088748	0.87	51.0	25.29483623
0.156	372.28	2.13	100	142.0	13.51880342	2.5535	4.399	37	3.743	3.881858344	2.98	60.0	32.03760685
0.674	257.78	0.46	61	171.2	0.50826913	2.6531	1.283	37	2.917	1.026437026	1.51	117.0	6.01653826
0.082	43.86	1.60	17	114.2	14.0406474	4.6240	0.542	17	4.831	3.926731304	3.55	77.0	33.0812948
0.102	526.00	2.23	95	144.9	32.11886114	5.4358	2.569	8	2.112	2.86690712	1.26	99.0	69.23772228
0.889	722.00	4.75	9	35.2	11.77853598	4.9279	3.017	47	4.736	3.97774621	3.86	93.0	28.55707195
0.355	323.73	4.57	83	53.0	26.14931804	7.2570	3.343	32	2.404	2.406237439	3.93	129.0	57.29863609
0.280	377.07	3.63	90	31.6	17.51671133	0.7355	1.495	50	1.379	4.012185603	4.62	146.0	40.03342267
0.933	633.77	1.66	74	150.8	4.948096993	6.7870	4.176	26	3.010	4.039127254	2.34	174.0	14.89619399
0.893	434.50	2.01	61	115.3	14.39788043	2.4236	4.488	47	0.931	2.838102036	4.47	28.0	33.79576087
0.262	34.75	3.75	31	189.7	45.24644197	2.7249	3.920	34	0.625	3.648715578	0.17	36.0	95.49288394
0.052	256.29	4.81	78	29.4	41.77408009	0.6265	0.457	41	3.011	4.541162209	0.63	188.0	88.54816019
0.601	559.47	3.70	93	24.4	27.33250527	8.9148	4.467	30	1.532	4.163642154	3.77	47.0	59.66501054
0.661	735.73	3.79	29	62.8	46.32245307	4.2477	3.872	23	4.437	4.884953079	3.07	100.0	97.64490613
0.678	556.73	4.94	24	122.0	7.678290949	6.6228	4.331	34	0.003	3.39203605	1.31	161.0	20.3565819
0.731	67.81	1.09	13	163.9	27.28826042	8.3665	1.474	9	3.541	3.266282368	2.67	48.0	59.57652085
0.167	98.79	1.34	4	85.8	24.0121345	8.7867	3.501	12	2.341	3.745910076	2.99	11.0	53.02426901
0.489	192.77	0.12	54	46.0	48.31091244	9.0522	3.980	41	0.372	0.154234496	2.86	22.0	101.6218249
0.579	195.12	4.79	34	58.9	30.20752774	9.8480	3.561	12	2.577	4.829429749	0.09	88.0	65.41505548
0.552	91.71	3.03	90	160.5	43.67028516	1.9430	2.207	15	2.266	4.934133036	4.16	34.0	92.34057032
0.343	268.53	2.99	60	30.3	22.54271916	8.1461	3.315	15	0.114	4.298483062	2.89	69.0	50.08543832
0.670	459.17	0.35	68	90.6	1.928737659	7.4966	2.561	49	3.958	1.01044948	2.55	70.0	8.857475318
0.227	546.50	2.88	81	197.8	19.13286166	2.4661	1.439	34	1.492	0.244456699	1.50	16.0	43.26572333
0.518	228.07	4.12	14	147.4	38.72334328	3.2430	0.666	10	3.773	2.068105397	3.24	151.0	82.44668657
0.332	22.33	0.95	84	111.2	23.69314	4.0327	3.995	32	4.915	4.76060302	4.76	111.0	52.38628
0.524	517.33	0.87	0	176.8	28.55892583	2.4249	0.063	38	3.361	1.619103498	3.99	170.0	62.11785165
0.959	546.60	0.15	62	103.9	28.17690891	4.5548	2.254	35	3.437	3.871118163	0.42	79.0	61.35381782
0.351	409.13	3.74	64	159.6	39.34748815	5.1564	1.339	10	3.382	0.983277957	3.09	175.0	83.69497631
0.658	559.92	1.73	15	53.1	28.79051657	2.3144	4.389	20	2.061	2.526211805	3.71	68.0	62.58103313
0.947	92.06	0.94	51	101.4	6.76269711	7.2782	0.901	33	3.647	0.011904669	0.69	185.0	18.52539422
0.171	528.34	3.44	9	36.9	49.76276879	9.7529	3.339	19	2.368	4.381228952	1.33	56.0	104.5255376
0.733	222.05	2.37	42	147.5	44.10093127	0.8983	2.684	45	3.089	4.130719553	0.92	77.0	93.20186253
0.274	57.71	4.82	52	83.1	49.52235939	1.4121	1.796	35	3.945	0.468885599	2.94	15.0	104.0447188
0.723	452.72	2.54	40	31.3	49.3038001	4.4424	4.832	38	2.338	3.254268234	0.66	127.0	103.6076002
0.294	702.10	0.88	87	50.9	9.560020352	3.1175	3.977	36	0.103	1.061110022	0.01	147.0	24.1200407
0.903	589.48	1.13	37	94.7	0.128096466	6.2942	0.780	9	0.566	3.386470766	2.21	80.0	5.256192933
0.549	696.19	2.04	83	143.0	21.01501968	1.6089	4.453	31	4.398	4.935469464	4.06	139.0	47.03003936
0.166	765.60	4.38	20	14.3	38.82657158	4.4548	4.958	18	0.496	0.683562308	0.22	41.0	82.65314315
0.083	243.41	1.38	21	60.3	7.22456318	7.6611	4.906	39	2.650	0.849691698	1.52	161.0	19.44912636
0.425	735.92	2.02	73	57.4	41.90477017	5.4713	1.726	5	2.791	1.095966224	1.22	115.0	88.80954033
0.211	537.00	0.88	16	121.4	26.34484054	1.1815	3.721	40	2.298	0.497470058	2.75	58.0	57.68968109
0.484	667.93	1.79	10	102.9	37.33162133	3.9135	2.014	14	2.619	2.718334423	3.12	189.0	79.66324265
0.490	72.35	2.36	52	4.2	30.91818622	6.4747	1.352	16	2.330	4.515693873	0.92	167.0	66.83637245
0.806	120.54	0.29	54	184.8	30.77710935	6.2787	3.859	23	1.163	1.502077532	1.14	122.0	66.55421869
0.892	704.62	0.36	7	124.5	13.56990522	0.8934	4.321	21	2.390	4.918984707	4.19	164.0	32.13981045
0.107	364.60	3.20	45	90.4	23.0840043	2.8060	2.596	33	3.852	1.32482592	1.11	128.0	51.16800861
0.384	301.81	4.68	65	199.0	34.2797362	1.0324	4.618	46	2.105	2.750475782	2.75	165.0	73.55947239
0.593	447.99	0.59	11	36.9	3.323404768	5.4179	2.049	7	3.714	0.932286232	1.39	5.0	11.64680954
0.158	365.34	1.37	0	82.3	26.84708601	8.9136	2.030	49	2.553	3.212048435	0.22	100.0	58.69417202
0.509	720.96	4.29	45	75.9	21.04031453	0.0283	2.912	36	0.938	4.680767283	1.88	110.0	47.08062906
0.916	372.49	2.02	55	59.1	0.557274454	8.2580	2.505	31	0.737	3.497910153	1.25	120.0	6.114548907
0.538	72.09	2.60	44	95.1	32.01648514	7.1900	3.031	26	1.032	2.204329414	2.28	29.0	69.03297027
0.825	726.67	3.10	70	93.3	2.863382558	9.3288	2.626	26	1.739	0.405647443	3.24	128.0	10.72676512
0.515	16.33	2.18	29	184.4	24.1962892	6.3131	0.396	33	4.095	4.738629767	0.07	12.0	53.39257839
0.507	234.36	1.84	39	71.8	31.89560328	8.0018	2.917	39	0.175	2.036342673	4.08	118.0	68.79120655
0.467	355.15	3.77	47	60.9	0.704179272	7.1595	1.812	45	1.928	0.603811855	3.53	151.0	6.408358545
0.415	472.05	1.02	53	26.9	34.89819213	0.2035	3.546	30	2.033	1.256020958	3.65	130.0	74.79638426
0.443	462.32	0.58	10	45.3	0.268911614	0.0743	2.556	11	3.397	4.420461156	0.85	111.0	5.537823229
0.178	451.14	0.76	30	42.2	20.70890749	3.8378	4.079	15	0.702	4.724494919	1.62	159.0	46.41781497
0.653	111.31	3.36	96	180.2	2.612697256	8.8811	0.803	9	4.955	0.460560708	0.67	134.0	10.22539451
